company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
bascongo,hautcongo,Compagnie Française du Bas-Congo,Compagnie Française du Haut-Congo,5,brack-g; ponche-e; remond-j; trechot-f; trechot-h
agricolecommercialealima,colonialebaniembe,Société Agricole et Commerciale de l'Alima,Société Coloniale du Baniembé,4,david; decourcelle-e; gillain-p; jacta-g
afrique,entreprisestravaux,L'Afrique française,Entreprises et travaux,4,boussenot-g; raynal-g; rolin-j; serviere-l
afrique,huileriesmoyencongo,L'Afrique française,Huileries du Moyen-Congo,3,antoine-l; eastwick-j; serviere-l
afriqueequatoriale,congo,Société Générale Française de l’Afrique équatoriale,Compagnie Française du Congo,3,desbriere; nicol; van-den-nest
agricolecommercialeindustriellelefini,nkemenkeni,Cie agricole commerciale et industrielle de la Léfini,Compagnie de l’N’Kémé et de l’N’Kéni,3,desbriere; nicol; scellier-g
huileriesmoyencongo,sargosfreres,Huileries du Moyen-Congo,SARGOS frères,3,lebourg-p; lienart-a; willy-de-l-arbre
agricolecommercialealima,alima,Société Agricole et Commerciale de l'Alima,ALIMA,2,decourcelle-e; jacta-g
alima,colonialebaniembe,ALIMA,Société Coloniale du Baniembé,2,decourcelle-e; jacta-g
afriqueequatoriale,agricolecommercialeindustriellelefini,Société Générale Française de l’Afrique équatoriale,Cie agricole commerciale et industrielle de la Léfini,2,desbriere; nicol
afriqueequatoriale,nkemenkeni,Société Générale Française de l’Afrique équatoriale,Compagnie de l’N’Kémé et de l’N’Kéni,2,desbriere; nicol
agricolecommercialeindustriellelefini,congo,Cie agricole commerciale et industrielle de la Léfini,Compagnie Française du Congo,2,desbriere; nicol
congo,nkemenkeni,Compagnie Française du Congo,Compagnie de l’N’Kémé et de l’N’Kéni,2,desbriere; nicol
ekelasangha,proprietairekouilouniari,Compagnie de l’Ékéla-Sangha,Compagnie Propriétaire du Kouilou-Niari,2,cravoisier-e; ritaine-descamps-g
afriqueequatoriale,agricolecommercialealima,Société Générale Française de l’Afrique équatoriale,Société Agricole et Commerciale de l'Alima,1,david
afriqueequatoriale,colonialebaniembe,Société Générale Française de l’Afrique équatoriale,Société Coloniale du Baniembé,1,david
agricolecommercialealima,commercialecolonialekadeisangha,Société Agricole et Commerciale de l'Alima,Compagnie Commerciale et Coloniale de la Kadeï-Sangha,1,redevances-a-ans
agricolecommercialealima,mpokoetablissementscongolaisgratry,Société Agricole et Commerciale de l'Alima,"M'Poko, Société anonyme des Établissements congolais Gratry",1,redevances-a-ans
agricolecommercialealima,ongomo,Société Agricole et Commerciale de l'Alima,L'Ongomo,1,redevances-a-ans
agricolecommercialealima,sangha,Société Agricole et Commerciale de l'Alima,Compagnie de la Sangha,1,redevances-a-ans
commercialecolonialekadeisangha,mpokoetablissementscongolaisgratry,Compagnie Commerciale et Coloniale de la Kadeï-Sangha,"M'Poko, Société anonyme des Établissements congolais Gratry",1,redevances-a-ans
commercialecolonialekadeisangha,ongomo,Compagnie Commerciale et Coloniale de la Kadeï-Sangha,L'Ongomo,1,redevances-a-ans
commercialecolonialekadeisangha,sangha,Compagnie Commerciale et Coloniale de la Kadeï-Sangha,Compagnie de la Sangha,1,redevances-a-ans
mpokoetablissementscongolaisgratry,ongomo,"M'Poko, Société anonyme des Établissements congolais Gratry",L'Ongomo,1,redevances-a-ans
mpokoetablissementscongolaisgratry,sangha,"M'Poko, Société anonyme des Établissements congolais Gratry",Compagnie de la Sangha,1,redevances-a-ans
ongomo,sangha,L'Ongomo,Compagnie de la Sangha,1,redevances-a-ans
entreprisestravaux,huileriesmoyencongo,Entreprises et travaux,Huileries du Moyen-Congo,1,serviere-l
consortiumminiercongoniari,minierecongo,Consortium minier Congo-Niari,Cie Minière du Congo français,1,lion-p
congomines,minierecongo,Congo-Mines,Cie Minière du Congo français,1,enders-a
lyonnaiseafriqueequatoriale,proprietairekouilouniari,Compagnie Lyonnaise de l'Afrique équatoriale française,Compagnie Propriétaire du Kouilou-Niari,1,merlin-m
alimaienne,commercialecolonialekadeisangha,L'Alimaïenne,Compagnie Commerciale et Coloniale de la Kadeï-Sangha,1,cousin-a
commercialecolonialekadeisangha,mobaye,Compagnie Commerciale et Coloniale de la Kadeï-Sangha,La Mobaye,1,martin-e
congomines,explorationminiereequatoriale,Congo-Mines,Société d'Exploration minière équatoriale,1,bonnet-brodart-p
alimaienne,ekelasangha,L'Alimaïenne,Compagnie de l’Ékéla-Sangha,1,guynet-w
alimaienne,ibenga,L'Alimaïenne,Ibenga,1,guynet-w
ekelasangha,ibenga,Compagnie de l’Ékéla-Sangha,Ibenga,1,guynet-w
bascongo,immobilierecongolaise,Compagnie Française du Bas-Congo,Société Immobilière Congolaise,1,trechot-l
hautcongo,immobilierecongolaise,Compagnie Française du Haut-Congo,Société Immobilière Congolaise,1,francois
africaineentreprises,gabonniari,Société Africaine d'Entreprises,Gabon-Niari,1,modiano-a
africaineentreprises,sanghalikouala,Société Africaine d'Entreprises,Compagnie Générale Sangha-Likouala,1,gervot-g
agricolecommercialeindustriellelefini,mpokoetablissementscongolaisgratry,Cie agricole commerciale et industrielle de la Léfini,"M'Poko, Société anonyme des Établissements congolais Gratry",1,arnold-p
minesdjouecuivre,proprietairekouilouniari,"Société des Mines du Djoué, cuivre",Compagnie Propriétaire du Kouilou-Niari,1,beulque-g
mpokoetablissementscongolaisgratry,proprietairekouilouniari,"M'Poko, Société anonyme des Établissements congolais Gratry",Compagnie Propriétaire du Kouilou-Niari,1,hallet-a
nkemenkeni,proprietairekouilouniari,Compagnie de l’N’Kémé et de l’N’Kéni,Compagnie Propriétaire du Kouilou-Niari,1,van-minden-a
