company_id_1,company_id_2,period,weight,shared_directors
louisemmanueladoplphegoranflauxbaronandree,ports,1914_1929,6,berard; blanche-p; garreta-h; henry-a; michon-coster-j; saint-rene-taillandier-g
georgemallet,ports,1914_1929,3,bey-p; henry-a; michon-coster-j
georgemallet,louisemmanueladoplphegoranflauxbaronandree,1914_1929,2,henry-a; michon-coster-j
banquesyrie,cheminferdamashamahprolongements,1914_1929,1,salem
exploitaitoncheminfercilicie,foncieresyrie,1914_1929,1,chaussees
creditfonciersyrie,louisemmanueladoplphegoranflauxbaronandree,1914_1929,1,saint-rene-taillandier-g
creditfonciersyrie,ports,1914_1929,1,saint-rene-taillandier-g
cheminferdamashamahprolongements,georgemallet,1914_1929,1,revoil-p
cheminferdamashamahprolongements,louisemmanueladoplphegoranflauxbaronandree,1914_1929,1,blanche-p
cheminferdamashamahprolongements,ports,1914_1929,1,blanche-p
electricitealep,ottomanetramwayseclairageelectriquesdamas,1914_1929,1,passelecq-m
electricitealep,grandshotelslevant,1914_1929,1,philippar-e
electricitealep,meunierelevantdamasjaffa,1914_1929,1,adjouri-v
francemediterranee1920,grandshotelslevant,1914_1929,1,berard-m
francemediterranee1920,industrielleetatslevant,1914_1929,1,berard-m
francemediterranee1920,radioorient,1914_1929,1,berard-m
grandshotelslevant,industrielleetatslevant,1914_1929,1,berard-m
grandshotelslevant,radioorient,1914_1929,1,berard-m
industrielleetatslevant,radioorient,1914_1929,1,berard-m
industrielleetatslevant,tramwayselectricite,1914_1929,1,fournier-r
louisemmanueladoplphegoranflauxbaronandree,tramwayseclairagebeyrouth,1914_1929,1,berard
ports,tramwayseclairagebeyrouth,1914_1929,1,berard
tramwayseclairagebeyrouth,tramwayselectricite,1914_1929,1,pirard-a
banquesyriegrandliban,banquesyrieliban,1930_1944,10,berard; bey-beyhum-o; bey-daouk-o; bey-el-mouayad-b; boissonnas-j; chabrieres-m; chiha; ed-vernes; h-hottinguer; homsy-a
banquesyriegrandliban,ports,1930_1944,2,berard; r-mallet
banquesyriegrandliban,tramwayseclairagebeyrouth,1930_1944,2,berard; chiha
banquesyrieliban,tramwayseclairagebeyrouth,1930_1944,2,berard; chiha
cheminferdamashamahprolongements,ports,1930_1944,2,blanche-p; michon-coster-j
banquesyriegrandliban,radioorient,1930_1944,1,berard
banquesyrieliban,ports,1930_1944,1,berard
banquesyrieliban,radioorient,1930_1944,1,berard
ports,radioorient,1930_1944,1,berard
ports,tramwayseclairagebeyrouth,1930_1944,1,berard
radioorient,tramwayseclairagebeyrouth,1930_1944,1,berard
banquesyrieliban,cheminferdamashamahprolongements,1930_1944,1,roudy-a
cheminferdamashamahprolongements,tramwayseclairagebeyrouth,1930_1944,1,bourgeois-d
banquepretsnantissementsmontspieteegyptiens,cheminferdamashamahprolongements,1930_1944,1,marbeau
cheminferdamashamahprolongements,port,1945_1962,1,blanche-p
banquepretsnantissementsmontspieteegyptiens,cheminferdamashamahprolongements,1945_1962,1,marbeau
eauxbeyrouth,ottomanegazbeyrouth,pre_1914,4,menasche-j; misk-n; peter-m; sabbag-e
imperialeottomaneroutebeyrouthdamas,portquaisentrepotsbeyrouth,pre_1914,2,emond-r; habert-g
imperialeottomaneroutebeyrouthdamas,port,pre_1914,1,habert-g
port,portquaisentrepotsbeyrouth,pre_1914,1,habert-g
