doc_id,company_key,company_name,member_key,name_clean,role,year,source_ref,sector,country,region
pacifique-aec-1922-nlle-caledonie-a888d5,nickel,« Le Nickel »,vpdtmarocaine,v.-pdt Cie marocaine,administrateur,1922,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1922-nlle-caledonie-a888d5,nickel,« Le Nickel »,admagadir,adm. Cie d'Agadir,administrateur,1922,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1926-nlle-caledonie-c1056b,immobilierenouvelleshebrides,Cie française immobilière des Nouvelles-Hébrides,nickel,Société Le Nickel,administrateur,1926,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1926-nlle-caledonie-c1056b,comptoirsnouvelleshebrides,Comptoirs français des Nouvelles-Hébrides,cooperativemutuellecolonisationneocaledonienne,Coopérative mutuelle de colonisation Néo-Calédonienne,administrateur,1926,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1926-nlle-caledonie-c1056b,cotonnierenouvelleshebrides,Cie cotonnière des Nouvelles-Hébrides,etablissementsballande,Établissements Ballande,administrateur,1926,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1926-nlle-caledonie-c1056b,cotonnierenouvelleshebrides,Cie cotonnière des Nouvelles-Hébrides,masquelierfils,Société anon. Masquelier fils,administrateur,1926,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1926-nlle-caledonie-c1056b,cotonnierenouvelleshebrides,Cie cotonnière des Nouvelles-Hébrides,sucreriescoloniales,Société des sucreries coloniales,administrateur,1926,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1937-nlle-caledonie-1b1147,cotonnierenouvelleshebrides,Cie cotonnière des Nouvelles-Hébrides,etablissementsballande,Établissements Ballande,administrateur,1937,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1937-nlle-caledonie-1b1147,nouvelleshebrides,Société française des Nouvelles-Hébrides,caledonickel,Société Calédonickel,administrateur,1937,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1937-nlle-caledonie-1b1147,nouvelleshebrides,Société française des Nouvelles-Hébrides,syndicatcolonsnouvelleshebrides,Syndicat des colons français des Nouvelles-Hébrides,administrateur,1937,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1937-nlle-caledonie-1b1147,nouvelleshebrides,Société française des Nouvelles-Hébrides,commissairegouvernement,commissaire du Gouvernement,administrateur,1937,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1937-nlle-caledonie-1b1147,ilespacifique,Société des îles au Pacifique,etablissementsballande,Société Établissements Ballande,vice_president,1937,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
pacifique-aec-1937-nlle-caledonie-1b1147,caledonickel,Caledonickel,banqueindochine,Banque de l'Indochine,administrateur,1937,Annuaire des entreprises coloniales,Documentation générale (par ordre chronologique),Nouvelle-Calédonie (Mélanésie),Pacifique
