company_id,name,sectors,n_ties,n_directors,first_year,last_year
nickel,Société Le Nickel,Documentation générale (par ordre chronologique); Mines et métallurgie,149,65,1882,1953
kerrmy,Société Kerr-My,Documentation générale (par ordre chronologique),45,44,1932,1932
caledonia,Calédonia,Mines et métallurgie,36,21,1931,1936
etablissementsballande,Établissements Ballande,Documentation générale (par ordre chronologique),34,21,1926,1951
comptoirsnouvelleshebrides,Comptoirs français des Nouvelles-Hébrides,Documentation générale (par ordre chronologique),26,20,1926,1951
ouaco,Sté de Ouaco,Autres sociétés; Documentation générale (par ordre chronologique),35,18,1922,1951
nouvelleshebrides,Société française des Nouvelles-Hébrides,Documentation générale (par ordre chronologique),20,18,1926,1951
ballandefils,Ballande et fils,Autres sociétés,23,14,1922,1933
havraisecaledonienne,Sté havraise calédonienne,Documentation générale (par ordre chronologique),18,14,1922,1926
chrome,Société Le Chrome,Documentation générale (par ordre chronologique); Mines et métallurgie,26,12,1932,1951
etsgomenouaco,"Éts Gomen-Ouaco, puis Société de Ouaco",Autres sociétés,12,12,1898,1919
oceanie,Société générale de l’Océanie française,Autres sociétés,11,11,1901,1901
caledonickel,Calédonickel,Documentation générale (par ordre chronologique); Mines et métallurgie,20,10,1937,1964
navalecommercialeoceanie,Compagnie navale et commerciale de l'Océanie,Autres sociétés,18,10,1931,1933
kaori,Kaori,Documentation générale (par ordre chronologique),13,10,1926,1951
ilespacifique,Société Française des îles du Pacifique,Documentation générale (par ordre chronologique),13,10,1937,1951
comitedirection,Comité de direction,Documentation générale (par ordre chronologique),10,10,1937,1937
tiebaghi,Sté anon. de la Tiébaghi,Documentation générale (par ordre chronologique); Mines et métallurgie,24,9,1922,1951
hautsfourneauxnoumea,« Hauts-Fourneaux de Nouméa »,Documentation générale (par ordre chronologique); Mines et métallurgie,21,9,1922,1926
navaleoceanie,Compagnie Navale de l'Océanie,Autres sociétés; Documentation générale (par ordre chronologique),17,9,1909,1922
minesnickelreunies,Compagnie des Mines de nickel réunies,Documentation générale (par ordre chronologique); Mines et métallurgie,16,9,1912,1926
chalandage,CHALANDAGE,Documentation générale (par ordre chronologique),16,9,1926,1951
cotonnierenouvelleshebrides,"Compagnie Cotonnière des Nouvelles-Hébrides, puis Plantations réunies des Nouvelles-Hébrides",Documentation générale (par ordre chronologique),15,9,1926,1951
immobilierenouvelleshebrides,Compagnie Française immobilière des Nouvelles-Hébrides,Documentation générale (par ordre chronologique),9,9,1926,1926
usinestaohydroelectriquetaometallurgiquetao,"Usines de Tao, Société hydro-électrique de Tao, Société métallurgique de Tao",Mines et métallurgie,9,8,1912,1919
commissionnairecorrespondant,Commissionnaire-correspondant,Documentation générale (par ordre chronologique),13,7,1937,1951
gueraultlemarinier,Guérault et Lemarinier,Autres sociétés,13,7,1924,1925
colonialeilesbanks,Compagnie Coloniale des îles Banks,Documentation générale (par ordre chronologique),7,7,1937,1951
oregon,L'Orégon,Documentation générale (par ordre chronologique),7,7,1937,1937
exploitationminieremetallurgiquecaledonie,Société d'Exploitation minière et métallurgique en Nouvelle-Calédonie,Mines et métallurgie,7,6,1913,1914
burnsphilpcoltd,"Burns, Philp & Co Ltd",Documentation générale (par ordre chronologique),6,6,1922,1922
andeville,ANDEVILLE,Documentation générale (par ordre chronologique),6,6,1926,1926
unionelectriquecoloniale,"Union électrique coloniale, puis Union électrique d’outre-mer",Documentation générale (par ordre chronologique),6,6,1951,1951
nickelcorporationcompanyltd,"Nickel Corporation Company, Ltd",Mines et métallurgie,6,6,1901,1901
metallurgiquetao,Sté métallurgique de Tao,Documentation générale (par ordre chronologique),8,5,1922,1937
burnsphilpco35crutchedfriarslondresec,"Burns, Philp and Co 35, Crutched Friars, LONDRES E.C",Documentation générale (par ordre chronologique),5,5,1926,1926
minierecoloniale,Compagnie Minière coloniale,Documentation générale (par ordre chronologique); Mines et métallurgie,9,4,1920,1922
maisonbarrau,Maison Barrau,Documentation générale (par ordre chronologique),5,4,1926,1926
consolidatednickelcyltd,Consolidated Nickel Cy Ltd,Mines et métallurgie,4,4,1903,1903
minesmontdo,Société des Mines du Mont-Dô,Mines et métallurgie,4,4,1910,1910
frigorifiquecaledonienne,Sté frigorifique calédonienne,Documentation générale (par ordre chronologique),3,3,1926,1926
bienvenue,La Bienvenue,Mines et métallurgie,3,3,1920,1920
exploitationscoloniales,"Société Générale d’Exploitations coloniales, puis Générale d’Exploitations coloniales, industrielles et minières",Mines et métallurgie,3,3,1898,1898
minieremetallurgiqueoceanie,Société Minière et Métallurgique de l'Océanie,Documentation générale (par ordre chronologique); Mines et métallurgie,8,2,1936,1951
minesnickeliferesminesmontdoreunies,Société des Mines nickelifères — et des mines du Mont-Dô réunies,Mines et métallurgie,2,2,1912,1912
tiebaghipaagoumene,Société de la Tiébaghi à Paagoumène,Mines et métallurgie,2,1,1911,1912
