person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
van-luppen-j,Van Luppen,Joseph Van Luppen; Van Luppen,1,1,4,administrateur,1921,1925,
bourel-h,Bourel,Bourel; Henry Bourel,1,1,4,administrateur,1921,1925,
de-la-chesnais-e,de la Chesnais,Édouard de la Chesnais,1,1,3,administrateur,1921,1925,
fernandez-g,Fernandez,Gustave Fernandez,1,1,3,administrateur,1921,1925,
prasso-a,Prasso,Adolphe Prasso; Albert Prasso,1,1,2,administrateur,1926,1926,
allain-m,Allain,Maurice Allain,1,1,2,administrateur,1921,1925,
de-brommer-f,de Brommer,Frédéric de Brommer,1,1,2,administrateur,1925,1925,
pillet-e,Pillet,Edmond Pillet,1,1,2,administrateur,1929,1931,
begouen-m,Begouën,Max Begouën,1,1,2,administrateur,1929,1931,
bonnier-f,Bonnier,Fernand Bonnier,1,1,2,administrateur,1929,1931,
gradis-g,Gradis,Gaston Gradis,1,1,2,administrateur,1929,1931,
hotel-g,Hôtel,Grand Hôtel,1,1,1,administrateur,1926,1926,
gianotti-a,Gianotti,Antonin Gianotti,1,1,1,administrateur,1926,1926,
promenade-des-anglais,promenade des Anglais,promenade des Anglais,1,1,1,administrateur,1926,1926,
hirsch-m,Hirsch,Marcel Hirsch,1,1,1,administrateur,1926,1926,
dit-marcel-hutin,dit Marcel Hutin,dit Marcel Hutin,1,1,1,administrateur,1926,1926,
legrand-r,Legrand,René Legrand,1,1,1,administrateur,1926,1926,
roudy-a,Roudy,Anathase Roudy,1,1,1,administrateur,1926,1926,
caudrelier-e,Caudrelier,Étienne Caudrelier,1,1,1,administrateur,1926,1926,
et-charles-thomas-couture,et Charles-Thomas Couture,et Charles-Thomas Couture,1,1,1,administrateur,1926,1926,
miniere-des-concessions-prasso-en-abyssinie,Minière des Concessions Prasso en Abyssinie,Minière des Concessions Prasso en Abyssinie,1,1,1,administrateur,1936,1936,
edwards-h,Edwards,H. Edwards,1,1,1,administrateur,1937,1937,
prince-j-j-borghese,prince J.-J. Borghese,prince J.-J. Borghese,1,1,1,administrateur,1937,1937,
jacopo-gasparini-s,Jacopo Gasparini,S.-E. Jacopo Gasparini,1,1,1,administrateur,1937,1937,
la-francesca-e,La Francesca,E. La Francesca,1,1,1,administrateur,1937,1937,
marescalchi-a,Marescalchi,A. Marescalchi,1,1,1,administrateur,1937,1937,
poitou-c,Poitou,C. Poitou,1,1,1,administrateur,1937,1937,
rosetti,Rosetti,Rosetti,1,1,1,administrateur,1937,1937,
arlotta-commissaires-aux-comptes-g-cronnier,Arlotta. Commissaires aux comptes: G. Cronnier,Arlotta. Commissaires aux comptes: G. Cronnier,1,1,1,administrateur,1937,1937,
penacchio,Penacchio,Penacchio,1,1,1,administrateur,1937,1937,
et-frederic-de-brommer,et Frédéric de Brommer,et Frédéric de Brommer,1,1,1,administrateur,1921,1921,
allain,Allain,Allain,1,1,1,administrateur,1921,1921,
fernandez,Fernandez,Fernandez,1,1,1,administrateur,1921,1921,
goupil,Goupil,Goupil,1,1,1,administrateur,1921,1921,
industrielle-c,industrielle,Chronique industrielle,1,1,1,administrateur,1921,1921,
ce-allain,ce Allain,ce Allain,1,1,1,administrateur,1925,1925,
dureault-h,Duréault,Henry Duréault,1,1,1,administrateur,1925,1925,
chr-thams,Chr. Thams,Chr. Thams,1,1,1,administrateur,1929,1929,
de-bernonville-p,de Bernonville,Pierre de Bernonville,1,1,1,administrateur,1929,1929,
jaloustre-g,Jaloustre. 6,Georges Jaloustre. 6,1,1,1,administrateur,1929,1929,
thams-c,Thams,Ch. Thams,1,1,1,administrateur,1931,1931,
jaloustre-statuts-jo-somalis-g,Jaloustre (Statuts J.O. Somalis,Georges Jaloustre (Statuts J.O. Somalis,1,1,1,administrateur,1931,1931,
