company_id,name,sectors,n_ties,n_directors,first_year,last_year
miniereconcessionsprassoabyssinie,Société Minière des concessions Prasso en Abyssinie,,20,20,1926,1937
abyssinie,Compagnie Générale d’Abyssinie,,25,12,1921,1925
unionminiereethiopie,Union minière d'Éthiopie,,13,8,1929,1931
