person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
valaoritis-j,Valaoritis,J. A. Valaoritis; J. Valaoritis,2,2,4,administrateur,1897,1914,
matsas-z,Matsas,Z. Matsas; Z.-G. Matsas,2,2,2,administrateur,1909,1912,
vlangalis-a,Vlangalis,A. Vlangalis,1,1,14,administrateur,1912,1953,
angelopoulos-e,Angelopoulos,E. Angelopoulos,1,1,10,administrateur,1912,1933,
agapitos-s,Agapitos,S. Agapitos,1,1,10,administrateur,1920,1948,
serpieri-f,Serpieri,F. Serpieri,1,1,7,administrateur,1912,1927,
papafrangos-s,Papafrangos,S. Papafrangos,1,1,7,administrateur,1920,1933,
condoyannis-p,Condoyannis,P. Condoyannis,1,1,7,administrateur,1927,1948,
caratheodory-t,Carathéodory,T. Carathéodory,1,1,6,administrateur,1920,1931,
skoumpourdis-c,Skoumpourdis,C. Skoumpourdis,1,1,5,administrateur,1923,1931,
paraskevopoulos-a,Paraskevopoulos,A. Paraskevopoulos; Paraskevopoulos,1,1,5,administrateur,1931,1948,
eutaxias-j,Eutaxias,J. Eutaxias,1,1,4,administrateur,1912,1917,
ep-empiricos,Ep. Empiricos,Ep. Empiricos,1,1,4,administrateur,1912,1920,
cambanis-p,Cambanis,P. Cambanis,1,1,4,administrateur,1925,1931,
serpieri-j,Serpieri,J. Serpieri,1,1,4,administrateur,1937,1953,
lempessis-n,Lempessis,N. Lempessis,1,1,4,administrateur,1937,1953,
antonopulos,Antonopulos,Antonopulos,1,1,3,vice_president,1893,1899,
calligos,Calligos,Calligos,1,1,3,administrateur,1893,1899,
streit,Streit,Streit,1,1,3,administrateur,1893,1899,
maccas-d,Maccas,D. Maccas,1,1,3,administrateur,1920,1925,
an-corijis,An. Corijis,An. Corijis,1,1,3,administrateur,1937,1948,
yannacopoulos-commissaires-des-comptes-b-leonardos-s,Yannacopoulos. Commissaires des comptes: B. Léonardos,S. Yannacopoulos. Commissaires des comptes: B. Léonardos,1,1,3,administrateur,1937,1948,
bernard,Bernard,Bernard,1,1,2,administrateur,1882,1887,
cousin,Cousin,Cousin,1,1,2,administrateur,1882,1887,
ficquet,Ficquet,Ficquet,1,1,2,administrateur,1882,1887,
peghoux-a,Peghoux,A. Peghoux,1,1,2,administrateur,1882,1887,
renieri,Renieri,Renieri,1,1,2,administrateur,1882,1887,
carapanos,Carapanos,Carapanos,1,1,2,administrateur,1882,1887,
skouses,Skousès,Skousès,1,1,2,administrateur,1882,1887,
syngros-a,Syngros,A. Syngros,1,1,2,president,1893,1897,
ad-peghoux,Ad. Peghoux,Ad. Peghoux,1,1,2,administrateur,1893,1897,
maximos-d,Maximos,D. Maximos,1,1,2,administrateur,1912,1914,
matsas-a,Matsas,A. Matsas,1,1,2,administrateur,1914,1917,
serpieri,Serpieri,Serpieri,1,1,2,administrateur,1931,1933,
al-gounaris,Al. Gounaris,Al. Gounaris,1,1,2,administrateur,1937,1937,
el-gounaris,El. Gounaris,El. Gounaris,1,1,2,administrateur,1948,1953,
catsaros,Catsaros,Catsaros,1,1,2,administrateur,1948,1953,
mansolas,Mansolas,Mansolas,1,1,2,administrateur,1948,1953,
sgouta-d,Sgouta,D.-L. SGOUTA; D.-L. Sgouta,1,1,2,administrateur,1909,1909,
de-lesseps-f,de Lesseps,Ferdinand de Lesseps,1,1,1,president,1887,1887,
teissonniere,Teissonnière,Teissonnière,1,1,1,president,1887,1887,
schloesing-f,Schloesing,F. Schloesing,1,1,1,administrateur,1887,1887,
vlasto-a,Vlasto,A. Vlasto,1,1,1,vice_president,1893,1893,
apostolides-g,Apostolides,Apostolides,1,1,1,administrateur,1893,1893,
brueyre,Brueyre,Brueyre,1,1,1,administrateur,1893,1893,
