doc_id,pdf_url,entry_type,name_normalised,sector,country,region,year_start,year_end,title_raw
afrique-occidentale-bramali-5077b2,https://entreprises-coloniales.fr/afrique-occidentale/BRAMALI.pdf,company,"Brasseries du Mali, Bamako. Absorption de la Société malienne des boissons gazeuses . Nouvelle dénomination",Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1985,,"Brasseries du Mali (Bramali)(1985), Bamako. Absorption de la Société malienne des boissons gazeuses (1995). Nouvelle dénomination : Boissons rafraîchissantes du Mali (2023)"
afrique-occidentale-braniger-d42998,https://entreprises-coloniales.fr/afrique-occidentale/BRANIGER.pdf,company,"Société de Brasserie et de boissons gazeuses du Niger, Niamey",Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1967,2019,"Brasserie et de boissons gazeuses du Niger (Société de)(Braniger)(1967-2019), Niamey"
afrique-occidentale-bravolta-e32c47,https://entreprises-coloniales.fr/afrique-occidentale/BRAVOLTA.pdf,company,"Brasserie de la Haute-Volta, Bobo-Dioulasso, Brakina, Ouagadougou, puis Boissons rafraîchissantes du Burkina Faso",Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1962,,"Brasserie de la Haute-Volta (Bravolta)(1962), Bobo-Dioulasso, Brakina (1992), Ouagadougou, puis Boissons rafraîchissantes du Burkina Faso (2021)"
afrique-occidentale-brevie-islamisme-c-naturisme-soudan-5a35a7,https://entreprises-coloniales.fr/afrique-occidentale/Brevie_Islamisme_c_naturisme_Soudan.pdf,company,"Jules Brévié, Islamisme contre naturisme au Soudan français, 1923, 320 p.",Généralités,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,"Jules Brévié (directeur des affaires politiques et administratives au gouvernement général de l'AOF), Islamisme contre naturisme au Soudan français, 1923, 320 p."
afrique-occidentale-briqueteries-de-bamako-ac85b4,https://entreprises-coloniales.fr/afrique-occidentale/Briqueteries_de_Bamako.pdf,company,Briqueteries de Bamako,Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,Briqueteries de Bamako
afrique-occidentale-cais-sisal-5c24a5,https://entreprises-coloniales.fr/afrique-occidentale/CAIS_sisal.pdf,company,"Compagnie Agricole et Industrielle du Soudan, puis Agricole et Industrielle de l'Ouest africain",Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1929,,"Agricole et Industrielle du Soudan (Compagnie)(CAIS)(1929), puis Agricole et Industrielle de l'Ouest africain (Compagnie)(1948-1951) : sisal"
afrique-occidentale-cie-elevage-niger-89d9d9,https://entreprises-coloniales.fr/afrique-occidentale/Cie_elevage_Niger.pdf,company,"Compagnie d'Élevage du Niger, Diré",Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1928,1938,"Élevage du Niger (Compagnie d')(1928-1938), Diré : ovins"
afrique-occidentale-cie-frse-du-haut-niger-d13398,https://entreprises-coloniales.fr/afrique-occidentale/Cie_frse_du_Haut-Niger.pdf,company,Compagnie française du Haut-Niger (1899-1902,Commerce,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,Haut-Niger (Compagnie française du)(1899-1902
afrique-occidentale-cie-frse-niger-lobi-1963a1,https://entreprises-coloniales.fr/afrique-occidentale/Cie_frse_Niger-Lobi.pdf,company,Compagnie de Française du Niger-Lobi,Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1911,1913,Française du Niger-Lobi (Compagnie de)(1911-1913) : exploitation de gisements aurifères
afrique-occidentale-cie-miniere-haute-volta-47dc27,https://entreprises-coloniales.fr/afrique-occidentale/Cie_miniere_Haute-Volta.pdf,company,Compagnie Minière de la Haute-Volta,Mines,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1928,1938,Minière de la Haute-Volta (Compagnie)(1928-1938)
afrique-occidentale-commerciale-et-agricole-du-niger-e4f935,https://entreprises-coloniales.fr/afrique-occidentale/Commerciale_et_Agricole_du_Niger.pdf,company,"Société commerciale et agricole du Niger, Mopti",Commerce,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1925,1931,"Société commerciale et agricole du Niger (1925-1931), Mopti, Bamako"
afrique-occidentale-compagnie-soudanaise-4fb1a2,https://entreprises-coloniales.fr/afrique-occidentale/Compagnie_Soudanaise.pdf,company,Compagnie Soudanaise,Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,"Compagnie Soudanaise, Kayes, Bamako"
afrique-occidentale-compagnie-transafricaine-583593,https://entreprises-coloniales.fr/afrique-occidentale/Compagnie_transafricaine.pdf,company,"S.A., 1948 Compagnie transafricaine",Transports,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,"Compagnie transafricaine (groupe Société anonyme de gérance et d'armement)(S.A., 1948), Bobo-Dioulasso : transports routiers et fluviaux en A.O.F. et A.E.F.>"
afrique-occidentale-comptoirs-reunis-impex-59a53c,https://entreprises-coloniales.fr/afrique-occidentale/Comptoirs_reunis_impex.pdf,company,"Comptoir africain de la Falélé, puis Comptoirs réunis d'importation et d'exportation et d'entreprises coloniales",Commerce,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1895,,"Comptoir africain de la Falélé (Abbona,Girard et Cie)(1895), puis Comptoirs réunis d'importation et d'exportation et d'entreprises coloniales (1898-1900)"
afrique-occidentale-culture-coton-niger-9036ba,https://entreprises-coloniales.fr/afrique-occidentale/Culture_coton_Niger.pdf,company,"Compagnie de Culture cotonnière du Niger, puis Compagnie générale du Niger",Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,"Culture cotonnière du Niger (Compagnie de)(CICONNIC), puis Compagnie générale du Niger"
afrique-occidentale-cultures-de-diakandape-e8a73e,https://entreprises-coloniales.fr/afrique-occidentale/Cultures_de_Diakandape.pdf,company,Cultures de Diakandapé,Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1919,,"Cultures de Diakandapé (S.A., 1919), Kayes : sisal, coton, arachide"
afrique-occidentale-entreprises-du-soudan-6db22b,https://entreprises-coloniales.fr/afrique-occidentale/Entreprises_du_Soudan.pdf,company,Société d'Entreprises du Soudan,Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1930,1935,"Entreprises du Soudan (Société d')(1930-1935)(Anc. Entreprises Chassain), Bamako"
afrique-occidentale-etudes-et-exploration-soudan-1d37fc,https://entreprises-coloniales.fr/afrique-occidentale/Etudes_et_exploration_Soudan.pdf,company,Société d'Études et d’exploration du Soudan,Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1899,1901,Études et d’exploration du Soudan (Société d')(1899-1901)
afrique-occidentale-federale-soudanaise-f5b724,https://entreprises-coloniales.fr/afrique-occidentale/Federale_Soudanaise.pdf,company,Compagnie Fédérale Soudanaise,Transports,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,"Fédérale Soudanaise (Compagnie), Bamako"
afrique-occidentale-flers-exportation-soudan-fef9e8,https://entreprises-coloniales.fr/afrique-occidentale/Flers-Exportation-Soudan.pdf,company,Flers-Exportation,Commerce,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,"Flers-Exportation, Kayes"
afrique-occidentale-indus-comm-soudan-frs-ac715a,https://entreprises-coloniales.fr/afrique-occidentale/Indus.+comm._Soudan_frs.pdf,company,Société Industrielle et Commerciale du Soudan français,Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1898,1903,Industrielle et Commerciale du Soudan français (Société)(1898-1903)
afrique-occidentale-irrigation-niger-1919-1931-85b755,https://entreprises-coloniales.fr/afrique-occidentale/Irrigation_Niger-1919-1931.pdf,company,Mise en valeur de la vallée du Niger,Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1919,1931,Mise en valeur de la vallée du Niger (1919-1931) : canal et barrage de Sotuba
afrique-occidentale-kayes-bank-100bf8,https://entreprises-coloniales.fr/afrique-occidentale/Kayes-Bank.pdf,company,Kayes-Bank,Banque,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1911,1920,Kayes-Bank (1911-1920)
afrique-occidentale-laurent-gsell-tombouctou-399b9e,https://entreprises-coloniales.fr/afrique-occidentale/Laurent-Gsell_Tombouctou.pdf,company,"Laurent-Gsell, Tombouctou",Généralités,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,"Laurent-Gsell, Tombouctou : dessins, tableaux, récit (1913)"
afrique-occidentale-macina-niger-87a6e4,https://entreprises-coloniales.fr/afrique-occidentale/Macina-Niger.pdf,company,Macina-Niger,Commerce,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1906,1936,"Macina-Niger, Toulouse (1906-1936) : Bamako, Mopti"
afrique-occidentale-manue-irrigation-niger-1934-aa32d8,https://entreprises-coloniales.fr/afrique-occidentale/Manue-Irrigation_Niger-1934.pdf,company,"Les travaux d'irrigation du Niger, par Georges R.-Manue",Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,"Les travaux d'irrigation du Niger, par Georges R.-Manue (L'Illustration, 1934)"
afrique-occidentale-mincom-satadougou-467ecd,https://entreprises-coloniales.fr/afrique-occidentale/Mincom._Satadougou.pdf,company,Société Minière et Commerciale de Satadougou,Mines,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1898,,Minière et Commerciale de Satadougou (Société)(1898)
afrique-occidentale-miniere-soudan-francais-24e812,https://entreprises-coloniales.fr/afrique-occidentale/Miniere_Soudan_francais.pdf,company,Société Minière du Soudan français,Mines,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1901,,Minière du Soudan français (Société)(1901)
afrique-occidentale-niger-et-soudan-85cfbf,https://entreprises-coloniales.fr/afrique-occidentale/Niger_et_Soudan.pdf,company,"Anciens Établissements Pillet, Colas et Cie Niger et Soudan",Commerce,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1900,1909,"Niger et Soudan (Anciens Établissements Pillet, Colas et Cie)(1900-1909) : import-export"
afrique-occidentale-office-du-niger-1932-1943-6337fc,https://entreprises-coloniales.fr/afrique-occidentale/Office_du_Niger-1932-1943.pdf,company,L'Office du Niger,Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1932,1943,L'Office du Niger (1932-1943) : le règne de l'ingénieur Belime
afrique-occidentale-office-du-niger-dumont-179415,https://entreprises-coloniales.fr/afrique-occidentale/Office_du_Niger-Dumont.pdf,company,L'Office du Niger vu par René Dumont,Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,"L'Office du Niger vu par René Dumont (1962, 1973)"
afrique-occidentale-plantations-d-ambidedi-7a10f8,https://entreprises-coloniales.fr/afrique-occidentale/Plantations_d_Ambidedi.pdf,company,"Société des Plantations d'Ambidedi, sisal",Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1928,1937,"Plantations d'Ambidedi (Société des)(1928-1937), sisal"
afrique-occidentale-plantations-de-kayes-n-di-345bf8,https://entreprises-coloniales.fr/afrique-occidentale/Plantations_de_Kayes-N_Di.pdf,company,"Société des Plantations de Kayes-N'Di, sisal",Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1928,1937,"Plantations de Kayes-N'Di (Société des)(1928-1937), sisal"
afrique-occidentale-plantations-de-la-haute-volta-c32a50,https://entreprises-coloniales.fr/afrique-occidentale/Plantations_de_la_Haute-Volta.pdf,company,"Société des Plantations de la Haute-Volta, sisal",Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,1929,1937,"Plantations de la Haute-Volta (Société des)(1929-1937), sisal"
afrique-occidentale-realites-boucle-du-niger-1948-bdf100,https://entreprises-coloniales.fr/afrique-occidentale/Realites-Boucle_du_Niger-1948.pdf,company,La boucle du Niger,Industrie,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Afrique occidentale francaise,,,"La boucle du Niger (Réalités, 1948)"
