person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
bedouet-j,agricoleindustriellesoudan,2,1938,1948,administrateur,1
begouen-m,agricoleindustriellesoudan,1,1930,1930,administrateur,1
cahen-fuzier-e,agricoleindustriellesoudan,2,1930,1936,president,1
chaumet,agricoleindustriellesoudan,1,1930,1930,administrateur,1
commissionnaire-en-coton-au-havre,agricoleindustriellesoudan,1,1930,1930,administrateur,1
dreyfus-g,agricoleindustriellesoudan,1,1930,1930,administrateur,1
etc-voir-encadre-wwwentreprises-colonialesfr,agricoleindustriellesoudan,1,1930,1930,administrateur,1
gamichon-p,agricoleindustriellesoudan,1,1948,1948,administrateur,1
godet-r,agricoleindustriellesoudan,1,1936,1936,administrateur,1
grandet-h,agricoleindustriellesoudan,1,1948,1948,administrateur,1
hermann-du-pasquier,agricoleindustriellesoudan,3,1936,1948,administrateur,1
hermann-du-pasquier-ingenieur,agricoleindustriellesoudan,1,1930,1930,administrateur,1
hirsch-a,agricoleindustriellesoudan,1,1936,1936,administrateur,1
hirsch-h,agricoleindustriellesoudan,3,1930,1938,administrateur,1
louis-hirsch-a,agricoleindustriellesoudan,2,1938,1948,administrateur,1
patricot-a,agricoleindustriellesoudan,1,1948,1948,administrateur,1
renoux-l,agricoleindustriellesoudan,2,1936,1938,administrateur,1
s-wilson-c,agricoleindustriellesoudan,2,1936,1938,administrateur,1
trefileries-du-havre,agricoleindustriellesoudan,1,1930,1930,administrateur,1
villars-r,agricoleindustriellesoudan,3,1936,1948,president,1
cahen-d-anvers-r,bamako,2,1912,1926,administrateur_delegue,1
decron-c,bamako,1,1926,1926,administrateur,1
fould-a,bamako,2,1912,1926,president,1
getting-m,bamako,2,1912,1926,administrateur_delegue,1
l-peyrissac,bamako,1,1926,1926,administrateur,1
mayrargues-a,bamako,2,1912,1926,administrateur_delegue,1
poirson-c,bamako,2,1912,1926,administrateur_delegue,1
poncin-h,bamako,1,1926,1926,administrateur,1
au-fond-au-principal,brasserieboissonsgazeusesnigerniamey,1,2015,2015,directeur_general,0
d-autre-part-d,brasserieboissonsgazeusesnigerniamey,1,2015,2015,directeur_general,0
devant-le-president-du-tribunal-de-ceans,brasserieboissonsgazeusesnigerniamey,1,2015,2015,directeur_general,0
huissier-de-justice-a-niamey,brasserieboissonsgazeusesnigerniamey,1,2015,2015,directeur_general,0
orabank-niger-sa,brasserieboissonsgazeusesnigerniamey,1,2015,2015,directeur_general,0
daroussin-j,briqueteriesbamako,1,1951,1951,administrateur,1
dujardin-e,briqueteriesbamako,1,1951,1951,president,1
ferre-p,briqueteriesbamako,1,1951,1951,administrateur,1
froment-guieysse-g,briqueteriesbamako,1,1925,1925,administrateur,1
guieysse-p,briqueteriesbamako,2,1925,1951,administrateur,1
mollard-j,briqueteriesbamako,1,1951,1951,administrateur,1
schurr,briqueteriesbamako,1,1925,1925,administrateur,1
you-e,briqueteriesbamako,1,1925,1925,administrateur,1
bonnet-h,commercialeagricolenigermopti,1,,,administrateur,1
boulanger-a,commercialeagricolenigermopti,1,,,administrateur,1
dubrulle-m,commercialeagricolenigermopti,1,,,administrateur,1
et-leon-dewyn,commercialeagricolenigermopti,1,,,administrateur,1
faidherbe-p,commercialeagricolenigermopti,1,,,administrateur,1
robbe-u,commercialeagricolenigermopti,1,,,administrateur,1
adm-mm-andre-atthalin,culturecotonniereniger,1,1925,1925,president,1
atthalin-a,culturecotonniereniger,1,1922,1922,administrateur,1
audebeau-bey-c,culturecotonniereniger,2,1922,1925,administrateur,1
auxiliaire-du-commerce-africian,culturecotonniereniger,1,1943,1943,administrateur,1
bedouet-j,culturecotonniereniger,1,1943,1943,administrateur,1
bordeaux-j,culturecotonniereniger,1,1943,1943,administrateur,1
cahen-fuzier-e,culturecotonniereniger,1,1937,1937,president,1
carde-j,culturecotonniereniger,1,1937,1937,president,1
devraigne-g,culturecotonniereniger,1,1943,1943,administrateur,1
dupont-ferrier-p,culturecotonniereniger,1,1943,1943,administrateur,1
e-level,culturecotonniereniger,2,1922,1925,administrateur,1
ed-cahen-fuzier,culturecotonniereniger,2,1927,1929,administrateur,1
em-level,culturecotonniereniger,4,1927,1940,administrateur,1
girodias-l,culturecotonniereniger,2,1937,1940,president,1
grandet-h,culturecotonniereniger,1,1943,1943,administrateur,1
hermann-du-pasquier,culturecotonniereniger,3,1922,1943,administrateur,1
hirsch-h,culturecotonniereniger,4,1927,1940,administrateur,1
hirsch-l,culturecotonniereniger,3,1922,1929,administrateur,1
hirsch-m,culturecotonniereniger,2,1922,1925,president,1
hirsch-p,culturecotonniereniger,2,1937,1940,administrateur,1
laurent-l,culturecotonniereniger,2,1927,1929,administrateur,1
le-blan-j,culturecotonniereniger,3,1929,1940,administrateur,1
loisy-x,culturecotonniereniger,2,1922,1925,vice_president,1
sandre-j,culturecotonniereniger,2,1937,1940,administrateur,1
schlumberger-commissaires-des-comptes-mm-darde-p,culturecotonniereniger,1,1937,1937,administrateur,1
schlumberger-commissaires-des-comptes-mm-raimond-p,culturecotonniereniger,1,1940,1940,administrateur,1
travaux-d-irrigation-dans-le-ht-senegal-niger,culturecotonniereniger,1,1925,1925,president,1
villars-r,culturecotonniereniger,2,1922,1943,administrateur,1
achard-commissaires-des-comptes-g-maurat-g,culturesdiakandape,1,1937,1937,administrateur,1
achard-g,culturesdiakandape,3,1945,1951,administrateur,1
adm-mm-gaston-chaumet,culturesdiakandape,1,1925,1925,president,1
bedouet-j,culturesdiakandape,2,1933,1937,administrateur,1
begouen,culturesdiakandape,5,1931,1948,president,1
begouen-m,culturesdiakandape,3,1922,1951,administrateur,1
begouen-y,culturesdiakandape,1,1948,1948,administrateur,1
calvet-g,culturesdiakandape,3,1931,1937,administrateur,1
chaumet,culturesdiakandape,1,1951,1951,administrateur,1
chaumet-commissaires-des-comptes-a-varasson,culturesdiakandape,1,1948,1948,administrateur,1
chaumet-g,culturesdiakandape,4,1922,1937,administrateur,1
cherifenne-de-participations-s,culturesdiakandape,1,1951,1951,administrateur,1
de-lestapis-r,culturesdiakandape,1,1922,1922,administrateur,1
deves-p,culturesdiakandape,7,1922,1951,administrateur,1
et-deves,culturesdiakandape,1,1948,1948,administrateur,1
etabl-deves,culturesdiakandape,1,1951,1951,administrateur,1
faber-commissaires-des-comptes-a-varasson-a,culturesdiakandape,1,1945,1945,administrateur,1
godet-g,culturesdiakandape,3,1931,1937,administrateur,1
godet-r,culturesdiakandape,1,1951,1951,administrateur,1
gradis-g,culturesdiakandape,5,1933,1951,administrateur,1
