company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
agricoleindustriellesoudan,culturecotonniereniger,"Compagnie Agricole et Industrielle du Soudan, puis Agricole et Industrielle de l'Ouest africain","Compagnie de Culture cotonnière du Niger, puis Compagnie générale du Niger",6,bedouet-j; cahen-fuzier-e; grandet-h; hermann-du-pasquier; hirsch-h; villars-r
culturesdiakandape,plantationsambidedisisal,Cultures de Diakandapé,"Société des Plantations d'Ambidedi, sisal",6,begouen-m; calvet-g; godet-r; gradis-g; renoux-l; thams-c
agricoleindustriellesoudan,elevagenigerdire,"Compagnie Agricole et Industrielle du Soudan, puis Agricole et Industrielle de l'Ouest africain","Compagnie d'Élevage du Niger, Diré",5,cahen-fuzier-e; hermann-du-pasquier; hirsch-a; hirsch-h; villars-r
agricoleindustriellesoudan,culturesdiakandape,"Compagnie Agricole et Industrielle du Soudan, puis Agricole et Industrielle de l'Ouest africain",Cultures de Diakandapé,5,bedouet-j; begouen-m; chaumet; godet-r; renoux-l
culturesdiakandape,plantationshautevoltasisal,Cultures de Diakandapé,"Société des Plantations de la Haute-Volta, sisal",5,begouen-m; gradis-g; helbronner-h; renoux-l; thams-c
plantationsambidedisisal,plantationshautevoltasisal,"Société des Plantations d'Ambidedi, sisal","Société des Plantations de la Haute-Volta, sisal",5,begouen-m; gradis-g; massena-prince-d-essling-a; renoux-l; thams-c
culturecotonniereniger,elevagenigerdire,"Compagnie de Culture cotonnière du Niger, puis Compagnie générale du Niger","Compagnie d'Élevage du Niger, Diré",4,cahen-fuzier-e; hermann-du-pasquier; hirsch-h; villars-r
agricoleindustriellesoudan,plantationsambidedisisal,"Compagnie Agricole et Industrielle du Soudan, puis Agricole et Industrielle de l'Ouest africain","Société des Plantations d'Ambidedi, sisal",3,begouen-m; godet-r; renoux-l
agricoleindustriellesoudan,plantationshautevoltasisal,"Compagnie Agricole et Industrielle du Soudan, puis Agricole et Industrielle de l'Ouest africain","Société des Plantations de la Haute-Volta, sisal",2,begouen-m; renoux-l
culturecotonniereniger,culturesdiakandape,"Compagnie de Culture cotonnière du Niger, puis Compagnie générale du Niger",Cultures de Diakandapé,1,bedouet-j
etudesexplorationsoudan,minieresoudan,Société d'Études et d’exploration du Soudan,Société Minière du Soudan français,1,lagache-e
