company_key,company_name,attribute,value,year,source_ref,doc_id
minesoradieuvatbonneaventure,Société des mines d'or d'Adieu-Vat et Bonne-Aventure,capital,7.500.000 francs,1903,"Paris-Capital, 28 octobre 1903",antilles-guyane-adieu-vat-bonne-aventure-0489fa
minesoradieuvatbonneaventure,Société des mines d'or d'Adieu-Vat et Bonne-Aventure,head_office,"Paris, rue",1904,"L’Écho des mines et de la métallurgie, 4 août 1904",antilles-guyane-adieu-vat-bonne-aventure-0489fa
minesoradieuvatbonneaventure,Société des mines d'or d'Adieu-Vat et Bonne-Aventure,head_office,Paris,1904,"L’Écho des mines et de la métallurgie, 27 octobre 1904",antilles-guyane-adieu-vat-bonne-aventure-0489fa
minesoradieuvatbonneaventure,Société des mines d'or d'Adieu-Vat et Bonne-Aventure,capital,7.500.000 fr.,1905,"L’Écho des mines et de la métallurgie, 4 mars 1905",antilles-guyane-adieu-vat-bonne-aventure-0489fa
minesoradieuvatbonneaventure,Société des mines d'or d'Adieu-Vat et Bonne-Aventure,head_office,"11, rue Godot-de-Mauroy, Paris",1905,"L’Écho des mines et de la métallurgie, 4 mars 1905",antilles-guyane-adieu-vat-bonne-aventure-0489fa
minesoradieuvatbonneaventure,Société des mines d'or d'Adieu-Vat et Bonne-Aventure,capital,7.500.000 francs,1906,"Paris-Capital, 24 janvier 1906",antilles-guyane-adieu-vat-bonne-aventure-0489fa
minesoradieuvatbonneaventure,Société des mines d'or d'Adieu-Vat et Bonne-Aventure,head_office,Paris,1906,"Paris-Capital, 24 janvier 1906",antilles-guyane-adieu-vat-bonne-aventure-0489fa
minesoradieuvatbonneaventure,Société des mines d'or d'Adieu-Vat et Bonne-Aventure,capital,7.500.000 francs,1906,"Recueil des Assemblées générales, 1906",antilles-guyane-adieu-vat-bonne-aventure-0489fa
minesoradieuvatbonneaventure,Société des mines d'or d'Adieu-Vat et Bonne-Aventure,head_office,"contre lui, et, actuellement, M. G. Lemarquis. administrateur judiciaire",1906,"Recueil des Assemblées générales, 1906",antilles-guyane-adieu-vat-bonne-aventure-0489fa
minesoradieuvatbonneaventure,Société des mines d'or d'Adieu-Vat et Bonne-Aventure,head_office,"de la liquidation : 11, rue Godot-de-Mauroy",1912,"Recueil des Assemblées générales, 1912",antilles-guyane-adieu-vat-bonne-aventure-0489fa
royalbankcanada,The Royal Bank of Canada,capital,10 millions fr.,1922,Annuaire des entreprises coloniales,antilles-guyane-aec-1922-antilles-1c51af
banqueguadeloupe,Banque de la Guadeloupe,head_office,LA POINTE À PITRE (Guadeloupe),1922,Annuaire des entreprises coloniales,antilles-guyane-aec-1922-antilles-1c51af
continentaloverseatradingcoltd,The Continental and Oversea Trading Co Ltd,founded_date,1916-02-05,1922,Annuaire des entreprises coloniales,antilles-guyane-aec-1922-antilles-1c51af
senges,Sengès et Cie,head_office,Pointe-à-Pitre,1927,"Le Phare de Majunga, 20 août 1927",antilles-guyane-aec-1922-antilles-1c51af
