person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
engeringh-c,Engeringh,C. Engeringh; Ch. Engeringh; Charles Engeringh,8,8,33,administrateur,1912,1933,Plantations à participation française
bernard-j,Bernard,J. Bernard,8,8,32,administrateur,1912,1937,Plantations à participation française
swart-a,Swart,A. G. N. Swart; A. Swart; A.-G.-N. Swart; A.G.N. Swart,7,7,24,administrateur,1911,1940,Plantations à participation française
bernard-j-jacques,Bernard,Jacques Bernard,7,7,15,administrateur,1910,1935,Plantations à participation française
osterrieth-p,Osterrieth,P. Osterrieth; Paul Osterrieth,6,6,21,administrateur,1916,1937,Plantations à participation française
laloux-h,Laloux,H. Laloux; Henri Laloux; Henry Laloux,5,5,21,administrateur,1916,1953,Plantations à participation française
engeringh-h,Engeringh,H. Engeringh; Henri Engeringh; Henri Engeringh. 8,5,5,10,administrateur,1933,1953,Plantations à participation française
vereecken-h,Vereecken,H. Vereecken; Henri Vereecken; Henri Vereecken. 6,4,4,23,administrateur,1925,1953,Plantations à participation française
donnet-l,Donnet,L. D. J. Donnet; L. Donnet; Léon Donnet,4,4,10,administrateur,1912,1932,Plantations à participation française
cavadia-t,Cavadia,T. Cavadia; T.-G. Cavadia; Télémaque Cavadia,4,4,5,administrateur,1914,1917,Plantations à participation française
cavadia-j,Cavadia,J. Cavadia; Jean Cavadia,3,3,16,administrateur,1916,1948,Plantations à participation française
saint-girons-j,Saint-Girons,J. Saint-Girons; Jean Saint- Girons; Jean Saint-Girons,3,3,14,administrateur,1910,1935,Plantations à participation française
enthoven-j,Enthoven,J. Enthoven; J.-J.-K. Enthoven,3,3,8,administrateur,1917,1927,Plantations à participation française
heurtaux-varsavaux-g,Heurtaux-Varsavaux,G. Heurtaux- Varsavaux; G. Heurtaux-Varsavaux; Gustave Heurtaux-Varsavaux; Heurtaux-Varsavaux,3,3,8,administrateur,1911,1934,Plantations à participation française
varsavaux-h,Varsavaux. 8,Heurtaux Varsavaux; Heurtaux- Varsavaux; Heurtaux- Varsavaux. 8,3,3,6,administrateur,1911,1934,Plantations à participation française
lionel-marie-j,Lionel-Marie,J. Lionel-Marie; Jules Lionel-Marie,3,3,5,administrateur,1920,1953,Plantations à participation française
wright-h,Wright,H. H. Wright; H. Wright; Herbert Wright,3,3,5,administrateur,1917,1937,Plantations à participation française
van-romburgh-p,Van Romburgh,P. Van Romburgh; van Romburgh,2,2,18,administrateur,1912,1940,Plantations à participation française
tilloy-m,Tilloy,Maurice Tilloy,2,2,11,administrateur,1917,1948,Plantations à participation française
zannetto-g,Zannetto. 4,G. Zannetto; G. Zannetto. 1; G. Zannetto. 4; Georges Zannetto,2,2,8,administrateur,1920,1933,Plantations à participation française
ligtenberg-h,Ligtenberg,H. Ligtenberg,4,2,8,administrateur,1937,1953,Plantations à participation française
laloux-g,Laloux,G. Laloux; Georges Laloux,2,2,7,administrateur,1934,1953,Plantations à participation française
boyer-j,Boyer,J. Boyer,4,2,7,commissaire_aux_comptes,1948,1953,Plantations à participation française
tilloy,Tilloy,Tilloy,2,2,6,administrateur,1917,1940,Plantations à participation française
