person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
administrateurs-commissaires-mm-hubert-elsen,algemeenebelgischjavaschcultuurmaatschappij,1,1920,1920,administrateur,1
bernard-bruls-r,algemeenebelgischjavaschcultuurmaatschappij,1,1920,1920,administrateur,1
buffet-p,algemeenebelgischjavaschcultuurmaatschappij,1,1920,1920,president,1
de-decker-r,algemeenebelgischjavaschcultuurmaatschappij,1,1920,1920,vice_president,1
de-freville-de-lorme-c,algemeenebelgischjavaschcultuurmaatschappij,1,1920,1920,administrateur,1
fuchs-l,algemeenebelgischjavaschcultuurmaatschappij,1,1920,1920,administrateur,1
lionel-marie-j,algemeenebelgischjavaschcultuurmaatschappij,1,1920,1920,administrateur,1
veltman-k,algemeenebelgischjavaschcultuurmaatschappij,1,1920,1920,administrateur,1
siewertoz-w,amsterdamrubber,1,1937,1937,administrateur,1
van-leeuwen-bookamp-p,amsterdamrubber,1,1937,1937,administrateur,1
van-leeuwen-boomkamp-j,amsterdamrubber,1,1937,1937,administrateur,1
van-reesema,amsterdamrubber,1,1937,1937,administrateur,1
aux-statuts-c,belgischnederlandschecultuurmaatschappij,1,1920,1920,administrateur,1
avenith-jr-e,belgischnederlandschecultuurmaatschappij,1,1920,1920,administrateur,1
buffet-p,belgischnederlandschecultuurmaatschappij,1,1920,1920,vice_president,1
de-decker-r,belgischnederlandschecultuurmaatschappij,1,1920,1920,administrateur,1
elsen-h,belgischnederlandschecultuurmaatschappij,1,1920,1920,administrateur,1
fuchs-l,belgischnederlandschecultuurmaatschappij,1,1920,1920,administrateur,1
lionel-marie-j,belgischnederlandschecultuurmaatschappij,1,1920,1920,administrateur,1
tootal-e,belgischnederlandschecultuurmaatschappij,1,1920,1920,administrateur,1
veltman-k,belgischnederlandschecultuurmaatschappij,1,1920,1920,administrateur,1
bernard-j,caoutchoucsiboga,3,1917,1934,administrateur,1
catoire-g,caoutchoucsiboga,5,1920,1948,administrateur,1
cavadia-g-catoire-t,caoutchoucsiboga,1,1917,1917,administrateur,1
cavadia-j,caoutchoucsiboga,6,1917,1948,administrateur,1
christol-l,caoutchoucsiboga,2,1940,1948,administrateur,1
engeringh-c,caoutchoucsiboga,2,1917,1920,administrateur,1
engeringh-commissaires-des-comptes-p-vereecken-h,caoutchoucsiboga,3,1937,1948,administrateur,1
engeringh-h,caoutchoucsiboga,1,1934,1934,administrateur,1
osterrieth-p,caoutchoucsiboga,2,1934,1937,administrateur,1
swart-a,caoutchoucsiboga,3,1934,1940,administrateur,1
tilloy,caoutchoucsiboga,2,1917,1920,administrateur,1
tilloy-m,caoutchoucsiboga,4,1934,1948,administrateur,1
verley-bollaert-c,caoutchoucsiboga,1,1937,1937,administrateur,1
wattinne-g,caoutchoucsiboga,5,1917,1940,administrateur,1
j-b,culturecaoutchouckalitengah,1,1911,1911,administrateur,1
bernard-j,culturefrancojavanaise,2,1917,1933,administrateur,1
bernard-l,culturefrancojavanaise,1,1933,1933,administrateur,1
cavadia-t,culturefrancojavanaise,1,1917,1917,administrateur,1
d-ancona-c,culturefrancojavanaise,1,1933,1933,administrateur,1
de-crousaz-p,culturefrancojavanaise,1,1933,1933,administrateur,1
de-lyee-de-belleau-a,culturefrancojavanaise,1,1933,1933,administrateur,1
dumoulin-j,culturefrancojavanaise,2,1933,1933,administrateur,1
engeringh-c,culturefrancojavanaise,2,1917,1933,administrateur,1
enthoven-j,culturefrancojavanaise,1,1917,1917,administrateur,1
le-roy-e,culturefrancojavanaise,2,1933,1933,directeur,1
