person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
allain,Allain,Allain,2,2,11,administrateur,1911,1953,
allain-p,Allain,P. Allain,1,1,7,president_directeur_general,1927,1953,
mortier,Mortier,Mortier,1,1,5,administrateur,1912,1927,
hermenier-g,Hermenier. 3,G. Hermenier; G. Hermenier. 3,1,1,5,administrateur,1912,1927,
louppe-a,Louppe,A. Louppe,1,1,5,administrateur,1925,1940,
avisse-d,Avisse,Avisse,1,1,4,administrateur,1912,1925,
massenet,Massenet,Massenet,1,1,4,administrateur,1912,1925,
dore,Doré,Doré,1,1,3,administrateur,1912,1917,
mortier-p,Mortier,P. Mortier,1,1,3,administrateur,1940,1948,
bahuet-a,Bahuet,A. Bahuet,1,1,3,administrateur,1945,1953,
hermite-l,Hermite,L. Hermite,1,1,3,administrateur,1945,1953,
mellier,Mellier,Mellier,1,1,2,administrateur,1912,1914,
steinheil-a,Steinheil,A. Steinheil,1,1,2,administrateur,1912,1914,
hirsch,Hirsch,Hirsch,1,1,2,administrateur,1927,1933,
hirsch-h,Hirsch,H. Hirsch,1,1,2,administrateur,1937,1940,
cunin,Cunin,Cunin,1,1,2,administrateur,1937,1940,
pierre,Pierre,Pierre,1,1,1,administrateur,1911,1911,
marie,Marie,Marie,1,1,1,administrateur,1911,1911,
fantou-j,FANTOU,Joseph FANTOU,1,1,1,administrateur,1911,1911,
reille,Reille,Reille,1,1,1,administrateur,1917,1917,
bouilloux-lafont,Bouilloux-Lafont,Bouilloux-Lafont,1,1,1,administrateur,1917,1917,
bouvard,Bouvard,Bouvard,1,1,1,administrateur,1917,1917,
quellennec,Quellennec,Quellennec,1,1,1,administrateur,1917,1917,
richou,Richou,Richou,1,1,1,administrateur,1917,1917,
melian-a,Melian,A. Melian,1,1,1,administrateur,1917,1917,
grandmasson,Grandmasson,Grandmasson,1,1,1,administrateur,1917,1917,
monteiro-r,Monteiro,Rego Monteiro,1,1,1,administrateur,1917,1917,
sampaio,Sampaio,Sampaio,1,1,1,administrateur,1917,1917,
chogas-doria,Chogas-Doria,Chogas-Doria,1,1,1,administrateur,1917,1917,
cardozo-de-almeida-j,Cardozo de Almeida,J. Cardozo de Almeida,1,1,1,administrateur,1917,1917,
ed-c,Ed.,Claude Ed.,1,1,1,administrateur,1917,1917,
gallut-e,Gallut,E. Gallut,1,1,1,administrateur,1917,1917,
bozon,Bozon,Bozon,1,1,1,administrateur,1912,1912,
steinheil-e,Steinheil,E. Steinheil,1,1,1,administrateur,1917,1917,
huguenot,Huguenot,Huguenot,1,1,1,administrateur,1925,1925,
mortier-a,Mortier,A. Mortier,1,1,1,president,1933,1933,
manus-m,Manus,Manus,1,1,1,administrateur,1933,1933,
dior-j,Dior,J. Dior,1,1,1,administrateur,1953,1953,
r-louppe,R Louppe,R Louppe,1,1,1,administrateur,1953,1953,
capeh-l,Capeh,Lucien Capeh,1,0,1,commissaire_aux_comptes,1900,1900,
riviere-a,Rivière,Adrien Rivière,1,0,1,commissaire_aux_comptes,1900,1900,
