company_id,name,sectors,n_ties,n_directors,first_year,last_year
sucreriesbresiliennes,Sucreries brésiliennes,,86,28,1912,1959
creditfoncierbresilameriquesud,Crédit foncier du Brésil et de l'Amérique du Sud,,13,13,1917,1917
agricolecommercialebasamazone,Compagnie Agricole et Commerciale du Bas-Amazone,,6,6,1907,1907
sucrerielorena,Sucrerie de Lorena,,5,5,1922,1922
groupebouillouxlafontcreditfoncierbresil,groupe Bouilloux-Lafont Crédit foncier du Brésil,,4,4,1911,1913
sucrerieportofeliz,Sucrerie de Porto-Feliz,,4,4,1901,1901
sucrerievillaraffard,Sucrerie de Villa-Raffard,,4,3,1899,1911
sucreriepiracicaba,Sucrerie de Piracicaba,,3,3,1899,1899
exploitationagricoleitapeva,Exploitation agricole d’Itapeva,,2,2,1901,1901
sucreriecupim,Sucrerie de Cupim,,2,0,1900,1900
