person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
acieries,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
administrateurs-commissaires-mm-olinto-fontani,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
administrateurs-commissaires-mm-silvio-avondo,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
administrateurs-delegues-mm-ippolito-bondi,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
aeriens-t,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
belloni-a,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
bernard-j,acieriesforgeshautsfourneauxpiombino,2,1912,1912,administrateur,1
bondi-a,acieriesforgeshautsfourneauxpiombino,3,1912,1918,administrateur,1
bondi-i,acieriesforgeshautsfourneauxpiombino,2,1912,1912,administrateur,1
bondi-m,acieriesforgeshautsfourneauxpiombino,2,1912,1912,administrateur,1
cenni-g,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
cimenterie,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
condi-les-commissaires-o-fontani-a,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
conte-rosolino-orlando,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
contini-a,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
cylindres,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
darse-a,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
fenoglio-p,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
fera-c,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
fonderies,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
ghidigha-c,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
grossi-e,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
gulidi-m,acieriesforgeshautsfourneauxpiombino,2,1912,1912,administrateur,1
habitations,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
industriels-b,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
installation-du-bureau-chimique,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
installations-de-force,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
laminoirs,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
le-gall-l,acieriesforgeshautsfourneauxpiombino,2,1912,1912,administrateur,1
leopoldo-da-passano,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
lodolo-a,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
luigi-della-torre,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
luzzatto-a,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
metayer-m,acieriesforgeshautsfourneauxpiombino,3,1912,1918,administrateur,1
mieux-exercee-ainsi,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
moriani-c,acieriesforgeshautsfourneauxpiombino,1,1912,1912,secretaire,0
musatti-c,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
musatti-e,acieriesforgeshautsfourneauxpiombino,2,1912,1912,administrateur,1
nunes-franco-a,acieriesforgeshautsfourneauxpiombino,2,1918,1918,administrateur,1
odero-commissaires-suppleants-mm-eugenio-grassi-m,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
odero-m,acieriesforgeshautsfourneauxpiombino,3,1912,1918,administrateur,1
olivetti-g,acieriesforgeshautsfourneauxpiombino,2,1912,1912,administrateur,1
outils,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
pacifici-a,acieriesforgeshautsfourneauxpiombino,2,1918,1918,administrateur,1
poggi-g,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
poggioli-commissaire-suppleant-m-alberto-jacchia-v,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
ponts-de-chargement-a-la-mer,acieriesforgeshautsfourneauxpiombino,1,1912,1912,administrateur,1
raggio-a,acieriesforgeshautsfourneauxpiombino,1,1912,1912,vice_president,1
teodoro-kossuth-l,acieriesforgeshautsfourneauxpiombino,2,1912,1912,administrateur,1
vice-presidents-mm-max-bondi,acieriesforgeshautsfourneauxpiombino,1,1918,1918,administrateur,1
aviateur-a-paris,acierieslongwy,1,1920,1920,administrateur,1
de-marchena-a,acierieslongwy,1,1920,1920,administrateur,1
doty-j,acierieslongwy,1,1920,1920,administrateur,1
end-avenue-w,acierieslongwy,1,1920,1920,administrateur,1
estrine-l,acierieslongwy,1,1920,1920,administrateur,1
et-joseph-de-villeneuve-bargemont,acierieslongwy,1,1920,1920,administrateur,1
et-mm-e-vessiere,acierieslongwy,1,1920,1920,administrateur,1
et-paul-weiss,acierieslongwy,1,1920,1920,administrateur,1
et-pierre-schweitzer,acierieslongwy,1,1920,1920,administrateur,1
favre-j,acierieslongwy,1,1920,1920,administrateur,1
fitsch-j,acierieslongwy,1,1920,1920,administrateur,1
flaissier-m,acierieslongwy,1,1920,1920,administrateur,1
j-perchot,acierieslongwy,1,1920,1920,administrateur,1
jacquilliat-d,acierieslongwy,1,1920,1920,administrateur,1
kone-l,acierieslongwy,1,1920,1920,administrateur,1
laffon-e,acierieslongwy,1,1920,1920,administrateur,1
lindeboom-a,acierieslongwy,1,1920,1920,administrateur,1
