company_id,name,sectors,n_ties,n_directors,first_year,last_year
credit,Crédit français,Groupes financiers transcoloniaux,138,85,1905,1950
etudesentreprisescoloniales,Compagnie française d'Études et entreprises coloniales,Groupes financiers transcoloniaux,106,78,1918,1925
mineslaurium,Compagnie française des Mines du Laurium,Groupes miniers transcoloniaux,163,71,1880,1953
colonies,Compagnie Générale des colonies,Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,212,70,1921,1953
navigationsudatlantique,Compagnie de Navigation Sud-Atlantique,Documents généraux (par ordre chronologique); Transports maritimes,121,69,1913,1953
forgesacieriesnordest,Forges et aciéries du Nord et de l'Est,Groupes industriels transcoloniaux,138,68,1905,1953
transportsmaritimesvapeur,Société générale de transports maritimes à vapeur,Documents généraux (par ordre chronologique); Transports maritimes,264,66,1865,1953
unionmines,Union des mines,Groupes financiers transcoloniaux,171,59,1923,1948
tramways,Compagnie Générale Française de Tramways,Transports terrestres,187,58,1880,1953
banquetransatlantique,Banque transatlantique,Groupes financiers transcoloniaux,94,58,1891,1951
minierealmagrera,Société minière d'Almagrera,Groupes miniers transcoloniaux,62,58,1906,1925
financierecaoutchoucs,Financière des Caoutchoucs,Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,128,53,1912,1951
industriellefonciere,"L'Industrielle Foncière, puis Industrielle Foncière et Routière",Bâtiment et travaux publics; Groupes financiers transcoloniaux,106,53,1907,1948
unionindustriellecredit,Union industrielle de crédit,Groupes financiers transcoloniaux,118,49,1927,1953
chargeursreunis,Chargeurs réunis,Documents généraux (par ordre chronologique); Transports maritimes,83,49,1880,1937
aguilas,Compagnie d'Aguilas,Groupes miniers transcoloniaux,126,48,1882,1953
industrielleplatine,Cie industrielle du platine,Groupes miniers transcoloniaux,87,46,1901,1938
exploitationselectriques,"Exploitations électriques, puis Exploitations électriques et industrielles","Eau et assainissement, électricité (utilities)",54,46,1911,1938
creditfonciercolonial,Crédit foncier colonial,Groupes financiers transcoloniaux,51,46,1861,1938
mineraisfermagnetiquesmoktaelhadid,Cie des minerais de fer magnétiques de Mokta-el-Hadid,Groupes miniers transcoloniaux,118,45,1879,1938
tabacs,Compagnie Générale des Tabacs,Groupes industriels transcoloniaux,75,45,1919,1933
constructions,Société de constructions,Bâtiment et travaux publics,70,43,1922,1938
energieindustrielle,L'Énergie industrielle,"Eau et assainissement, électricité (utilities)",52,43,1919,1938
airfrance,Air France,Documents généraux (par ordre chronologique); Transports aériens,52,42,1933,1937
acieriesforgeshautsfourneauxpiombino,"Société des aciéries, forges et hauts fourneaux de Piombino",Groupes financiers transcoloniaux,58,41,1912,1918
