company_id_1,company_id_2,period,weight,shared_directors
tramway,tramways,1914_1929,11,ancion; aug-collignon; boulle-l; burrell-c; goury-du-roslan-l; guary-l; janssen; pavie-g; renaud; rostand-j-jules; soclet-a
industriellematerieltransport,industriellematerieltransportcimt,1914_1929,9,bauwens-m; carde-g; carde-p; cochez-m; delvallee-g; fremaux-p; ganne-m; laurain-h; metayer-m
centraleenergieelectrique,centraleenergieelectriquerouenchateauroux,1914_1929,9,allard-j; boulle-l; getten; homberg-o; lienart-p; poirier-h; schwob-g; teissier-du-cros-e; walch-e
constructions,eieditionsdocumentairesindustriellessoccap,1914_1929,9,abel-h; bancel-h; camus-h; gensel-h; pate-h; poire-a; richou-g-georges; thirion-c; walter-j-jean
acomptedividendeimpot,tramways,1914_1929,8,ancion-van-put-a; boulle-l; cordier-g; goury-du-roslan-l; guary-l; monmerque-a; pavie-g; rostand-j-jules
colonies,constructionafricaine,1914_1929,8,atthalin-a; charpentier; charpentier-j; fougerolle; fougerolle-p; j-ch-charpentier; rebuffel; rebuffel-c
fraissinetmarseillaisenavigationvapeur,marseillaisenavigationvapeurfraissinet,1914_1929,7,devise-f; fraissinet-a-albert; fraissinet-a-alfred; fraissinet-j; philippar-g; piaz-d; roussel-f
huelvacoppersulfurmines,huelvacoppersulfurminesltd,1914_1929,7,bondonneau-h; chanlaire-g; donnet-l; dyckhoff-g; gaillochet-h; ph-lyttelton-gell; roux-brahic-j
havraisepeninsulairenavigationvapeur,navigationtransoceanique,1914_1929,7,babin-chevaye-j; dislere-p; gueugnier-l; guillet-de-la-brosse-e; imbert-p; pamard-l; vallee-c
auxiliaireafricaine,auxiliaireafricainedeveloppementcommerce,1914_1929,6,frere-m; josse-a-adrien; maurel-l-lucien; nouvion-h; seguin-g-gaston; vezia-f
cheminsfertramwaysvargard,tramway,1914_1929,6,ancion; boulle-l; goury-du-roslan-l; guary-l; pavie-g; renaud
cheminsfertramwaysvargard,tramways,1914_1929,6,ancion; boulle-l; goury-du-roslan-l; guary-l; pavie-g; renaud
acomptedividendeimpot,tramway,1914_1929,5,boulle-l; goury-du-roslan-l; guary-l; pavie-g; rostand-j-jules
mineraisfermagnetiquesmoktaelhadid,moktaelhadid,1914_1929,5,beigbeder-d; bouruet-aubertot-h; cambefort-o; mauclere-e; puerari-h
commercialeindustriellecoteafrique,coteafrique,1914_1929,4,fouque-j-joseph; fraissinet-a-albert; fraissinet-a-alfred; magnan-a
anciensetablissementschpeyrissac,anciensetablissementschpeyrissaccoloniale,1914_1929,4,casteincau-e; dabadie-f; matignon-j; peyrissac-l
anciensetablissementschpeyrissaccoloniale,peyrissaccolonialeafrique,1914_1929,4,casteincau-e; gorgeu-m; guignard-e-edouard; peyrissac-l
exploitationsminieresindustrielles,usinesmetallurgiquesbasseloire,1914_1929,4,bernard-j-jules; goudchaux-m-mathieu; metayer-m; progneaux-e
benardjarislovsky,minesminerais,1914_1929,4,baszanger-j; deschars-l; strauss-a; strauss-e
acomptedividendeimpot,cheminsfertramwaysvargard,1914_1929,4,boulle-l; goury-du-roslan-l; guary-l; pavie-g
minesblaymard,minesblaymardbleymard,1914_1929,4,achalme; benard-l; carpentier; delecroix
charbonnages,produitschimiquescharbonnages,1914_1929,4,audy-p; bonnet-e; gaudet-r; mauselin-a
navigationpaquet,transportsmaritimesvapeur,1914_1929,3,daher-p; desbief-p; giraud-h-hubert
coteafrique,fraissinetmarseillaisenavigationvapeur,1914_1929,3,fraissinet-a-albert; fraissinet-a-alfred; fraissinet-j
coteafrique,marseillaisenavigationvapeurfraissinet,1914_1929,3,fraissinet-a-albert; fraissinet-a-alfred; fraissinet-j
auxiliaireafricaine,maurelprom,1914_1929,3,frere-m; maurel-l-lucien; prom
etablissementsmaurelhprom,maurelprom,1914_1929,3,maurel-j-jean; maurel-j-joseph; maurel-l-lucien
credit,tabacs,1914_1929,3,bouilloux-lafont; bouilloux-lafont-m-marcel; reille-a
auxiliaireafricaine,colonies,1914_1929,3,delmas; delmas-p-philippe; josse-a-adrien
constructions,mwalteradministrateurdelegue,1914_1929,3,bancel-h; brice-a; walter-j-jean
centraleenergieelectrique,centraleindustrieelectrique,1914_1929,3,homberg-o; poirier-h; walch-e
centraleenergieelectriquerouenchateauroux,centraleindustrieelectrique,1914_1929,3,homberg-o; poirier-h; walch-e
cheminsfertramwaysvargard,tramwayscambraisaintquentin,1914_1929,3,boulle-l; gregoire; guiffart-a
industriellefonciere,materiauxindustriels,1914_1929,3,blazeix-h; clos-j; off-lh
consortiumnord,financierecimentsindustrie,1914_1929,3,baudon-r; devilder-j; dupleix-p
descourscabaud,descourscabaudproduitsmetallurgiques,1914_1929,3,baguenault-de-puchesse-a; de-grandry-r; de-vaux-p
francowyomingoilcy,huelvacoppersulfurminesltd,1914_1929,3,bondonneau-h; fontaine-e; gaillochet-h
grandemaisonblanc,rouff,1914_1929,3,bloch-m; katz-m; worms-e
havraisepeninsulairenavigationvapeur,havraisepeninsulairenavigatonvapeur,1914_1929,3,latham-e; perier-f; tricot-l
produitschimiquescharbonnages,universelleexplosifsproduitschimiques,1914_1929,3,audy; gaudet-r; mauselin-a
energieelectrique,pyreneenneenergieelectrique,1914_1929,3,gallut; girod-de-l-ain; lacretelle-g
navigationsudatlantique,transportsmaritimesvapeur,1914_1929,2,breton-g; giraud-h-hubert
miniereribeira,minierevalburatmarignac,1914_1929,2,achalme-j; achalme-p
miniereribeira,outremer,1914_1929,2,achalme-j; achalme-p
