doc_id,pdf_url,entry_type,name_normalised,sector,country,region,year_start,year_end,title_raw
antilles-guyane-rhums-purs-371b10,https://entreprises-coloniales.fr/antilles-guyane/Rhums_purs.pdf,company,Compagnie des Rhums purs,Sociétés diverses,La Réunion,Madagascar et Djibouti,1922,1932,"Rhums purs (Compagnie des)(1922-1932), Paris"
antilles-guyane-sucreries-coloniales-82728f,https://entreprises-coloniales.fr/antilles-guyane/Sucreries_coloniales.pdf,company,Sucreries coloniales,Sociétés diverses,La Réunion,Madagascar et Djibouti,,,Sucreries coloniales : Guadeloupe et Réunion
inde-indochine-poinsard-et-veyret-7e7168,https://entreprises-coloniales.fr/inde-indochine/Poinsard_et_Veyret.pdf,company,Comptoirs d'Extrême-Orient Poinsard & Veyret,Commerce,Madagascar,Madagascar et Djibouti,,,Poinsard & Veyret (Comptoirs d'Extrême-Orient) : repli d'Indochine à Madagascar
inde-indochine-rizeries-frses-havre-37f505,https://entreprises-coloniales.fr/inde-indochine/Rizeries_frses_Havre.pdf,company,Société an. Rizeries françaises,Industries agro-alimentaires,Madagascar,Madagascar et Djibouti,1891,1927,"Rizeries françaises (Société an.)(SARF)(1891-1927), Le Havre"
madagascar-et-djibouti-aec-1922-comores-5900dc,https://entreprises-coloniales.fr/madagascar-et-djibouti/AEC_1922-Comores.pdf,source_document,Annuaire des entreprises coloniales,Documents généraux,Comores,Madagascar et Djibouti,1922,,Annuaire des entreprises coloniales (1922) : Comores
madagascar-et-djibouti-aec-1922-djibouti-362d73,https://entreprises-coloniales.fr/madagascar-et-djibouti/AEC_1922-Djibouti.pdf,source_document,Annuaire des entreprises coloniales,Documents généraux,Djibouti,Madagascar et Djibouti,1922,,Annuaire des entreprises coloniales (1922) : Djibouti
madagascar-et-djibouti-aec-1922-madagascar-1deb0e,https://entreprises-coloniales.fr/madagascar-et-djibouti/AEC_1922-Madagascar.pdf,source_document,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Madagascar,Madagascar et Djibouti,1922,,Annuaire des entreprises coloniales (1922) : Madagascar
madagascar-et-djibouti-aec-1922-reunion-892c62,https://entreprises-coloniales.fr/madagascar-et-djibouti/AEC_1922-Reunion.pdf,source_document,Annuaire des entreprises coloniales,Documents généraux,La Réunion,Madagascar et Djibouti,1922,,Annuaire des entreprises coloniales (1922) : La Réunion
madagascar-et-djibouti-aec-1926-djibouti-2f0cf0,https://entreprises-coloniales.fr/madagascar-et-djibouti/AEC_1926-Djibouti.pdf,source_document,Annuaire des entreprises coloniales,Documents généraux,Djibouti,Madagascar et Djibouti,1926,,Annuaire des entreprises coloniales (1926) : Djibouti
madagascar-et-djibouti-aec-1926-madagascar-770d3c,https://entreprises-coloniales.fr/madagascar-et-djibouti/AEC_1926-Madagascar.pdf,source_document,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Madagascar,Madagascar et Djibouti,1926,,"Annuaire des entreprises coloniales (1926) : Madagascar, Comores, La Réunion"
