person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
boucard-m,colonialepechecommerce,2,1907,1907,president,1
de-vilmorin-j,colonialepechecommerce,2,1907,1907,administrateur,1
de-vilmorin-p-philippe,colonialepechecommerce,2,1907,1907,vice_president,1
enjalbert,colonialepechecommerce,1,1907,1907,administrateur,1
enjalbert-j-jules,colonialepechecommerce,1,1907,1907,administrateur,1
guffroy-m,colonialepechecommerce,2,1907,1907,administrateur,1
marcou-g,colonialepechecommerce,2,1907,1907,secretaire,1
ungemach,colonialepechecommerce,1,1907,1907,administrateur,1
ungemach-l,colonialepechecommerce,1,1907,1907,administrateur,1
barris-p,exploitationportservicespublicsportetiennesuivirezzousportetienne,1,1930,1930,administrateur,1
corbin-p-paul,exploitationportservicespublicsportetiennesuivirezzousportetienne,1,1930,1930,administrateur,1
joyer-a,exploitationportservicespublicsportetiennesuivirezzousportetienne,1,1930,1930,administrateur,1
robert-a,exploitationportservicespublicsportetiennesuivirezzousportetienne,1,1930,1930,administrateur,1
