company_key,company_name,attribute,value,year,source_ref,doc_id
colonialepechecommerce,Compagnie Coloniale de pêche et commerce,head_office,social,1907,"La Cote de la Bourse et de la banque, 17 juin 1907",afrique-occidentale-cie-coloniale-peche-et-commerce-5c998d
colonialepechecommerce,Compagnie Coloniale de pêche et commerce,capital,750.000 fr.,1907,"La Nation, 27 septembre 1907",afrique-occidentale-cie-coloniale-peche-et-commerce-5c998d
colonialepechecommerce,Compagnie Coloniale de pêche et commerce,head_office,"est à Paris, 14, rue Tronchet",1907,"La Nation, 27 septembre 1907",afrique-occidentale-cie-coloniale-peche-et-commerce-5c998d
colonialepechecommerce,Compagnie Coloniale de pêche et commerce,head_office,"14, rue Tronchet, à Paris. — Petites",1908,"Cote de la Bourse et de la banque, 16 juin 1908",afrique-occidentale-cie-coloniale-peche-et-commerce-5c998d
colonialepechecommerce,Compagnie Coloniale de pêche et commerce,head_office,"14, rue Tronchet, à Paris, avant le",1910,"Cote de la Bourse et de la banque, 19 septembre 1910",afrique-occidentale-cie-coloniale-peche-et-commerce-5c998d
colonialepechecommerce,Compagnie Coloniale de pêche et commerce,head_office,"14, rue Tronchet, avant le 15 février 1911. — Petites",1911,"Cote de la Bourse et de la banque, 18 janvier 1911",afrique-occidentale-cie-coloniale-peche-et-commerce-5c998d
exploitationportservicespublicsportetiennesuivirezzousportetienne,Société d'Exploitation du port et des services publics de Port-Étienne. Suivi de Rezzous sur Port-Étienne,capital,8.000.000 fr.,,,afrique-occidentale-exploitation-port-etienne-sepe-1e3f30
exploitationportservicespublicsportetiennesuivirezzousportetienne,Société d'Exploitation du port et des services publics de Port-Étienne. Suivi de Rezzous sur Port-Étienne,head_office,Port-Étienne (Mauritanie),,,afrique-occidentale-exploitation-port-etienne-sepe-1e3f30
exploitationportservicespublicsportetiennesuivirezzousportetienne,Société d'Exploitation du port et des services publics de Port-Étienne. Suivi de Rezzous sur Port-Étienne,head_office,Port-Étienne (Mauritanie),1926,"BALO, 29 mars 1926",afrique-occidentale-exploitation-port-etienne-sepe-1e3f30
exploitationportservicespublicsportetiennesuivirezzousportetienne,Société d'Exploitation du port et des services publics de Port-Étienne. Suivi de Rezzous sur Port-Étienne,head_office,à Port-Étienne (Mauritanie,1928,"BALO, 3 décembre 1928",afrique-occidentale-exploitation-port-etienne-sepe-1e3f30
exploitationportservicespublicsportetiennesuivirezzousportetienne,Société d'Exploitation du port et des services publics de Port-Étienne. Suivi de Rezzous sur Port-Étienne,head_office,à Port-Étienne,1930,"L’Africain, 5 décembre 1930",afrique-occidentale-exploitation-port-etienne-sepe-1e3f30
exploitationportservicespublicsportetiennesuivirezzousportetienne,Société d'Exploitation du port et des services publics de Port-Étienne. Suivi de Rezzous sur Port-Étienne,head_office,Port-Étienne (Mauritanie),1939,"Les Annales coloniales, 21 mars 1939",afrique-occidentale-exploitation-port-etienne-sepe-1e3f30
exploitationportservicespublicsportetiennesuivirezzousportetienne,Société d'Exploitation du port et des services publics de Port-Étienne. Suivi de Rezzous sur Port-Étienne,head_office,"Port-Étienne, représentée par M. Édouard Bénédic , 40, rue Scheffer",1942,"Cahiers coloniaux, 5 septembre 1942",afrique-occidentale-exploitation-port-etienne-sepe-1e3f30
minesfermauritanie,Mines de fer de Mauritanie,capital,200 millions francs,1952,"L’Information financière, économique et politique, 29 mai 1952",afrique-occidentale-miferma-1952-1974-9b803c
minesfermauritanie,Mines de fer de Mauritanie,head_office,par l’achat de nouvelles sondeuses. Les études effectuées à F’Derit,1957,"L’Information financière, économique et politique, 29 mai 1957",afrique-occidentale-miferma-1952-1974-9b803c
minesfermauritanie,Mines de fer de Mauritanie,capital,46 milliards francs,1957,"L’Information financière, économique et politique, 9 août 1957",afrique-occidentale-miferma-1952-1974-9b803c
minesfermauritanie,Mines de fer de Mauritanie,capital,825 millions francs,1958,"L’Information financière, économique et politique, 8 février 1958",afrique-occidentale-miferma-1952-1974-9b803c
industriellepecheriesouestafricainlaspalmas,"Compagnie Industrielle des Pêcheries de l'Ouest-africain, Las Palmas",head_office,"Paris, rue d'Argenteuil, no 15",1912,"BALO, 4 novembre 1912, p. 934",afrique-occidentale-pecheries-ouest-africain-febd5d
industriellepecheriesouestafricainlaspalmas,"Compagnie Industrielle des Pêcheries de l'Ouest-africain, Las Palmas",head_office,"Paris, 15, rue d'Argenteuil",1912,"Les Annales coloniales, 16 novembre 1912, p. 3",afrique-occidentale-pecheries-ouest-africain-febd5d
portetienne,Port-Étienne,head_office,"et sous la direction de Dubois, lieutenant de Brüe, et celle, non",1903,"La Dépêche coloniale, 26 novembre 1903",afrique-occidentale-port-etienne-fondation-5e6d43
portetienne,Port-Étienne,head_office,"central, commode et sûr, de vastes entreprises de pêche, sur un des bancs les plus",1889,"Le Bien public, 20 juillet 1889",afrique-occidentale-port-etienne-fondation-5e6d43
portetienne,Port-Étienne,head_office,d'une exploitation intensive des crevettes (Poeneus,1912,"JORF, 15 décembre 1912",afrique-occidentale-port-etienne-fondation-5e6d43
