person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
pissard-l,Pissard,Léon Pissard; Pissard,2,2,4,president,1925,1940,
tanqueray-g,Tanqueray,G. Tanqueray; Georges Tanqueray,2,2,4,administrateur,1938,1948,
lefeuvre-meaulle-f,Lefeuvre-Méaulle,F. Lefeuvre-Méaulle; Lefeuvre-Méaulle,2,2,3,administrateur,1927,1938,
poirson-c,Poirson,Ch. Poirson,2,2,3,administrateur,1927,1938,
hausser-g,Hausser,G. Hausser; Gaston Hausser,2,2,3,administrateur,1929,1940,
mavrogordato-a,Mavrogordato,A. Mavrogordato,1,1,5,administrateur,1927,1948,
gravier-p,Gravier,P. Gravier; Paul Gravier,1,1,3,administrateur,1927,1940,
wallace-r,Wallace,Richard Wallace; Wallace,1,1,2,administrateur,1920,1920,
petroff-s,Petroff,S. Petroff; Stéphane Petroff,1,1,2,administrateur,1920,1920,
n-mavrogordato,N Mavrogordato,N Mavrogordato,1,1,2,president,1925,1938,
gtanqueray,G.Tanqueray,G.Tanqueray,1,1,2,administrateur,1927,1929,
mavrogordato-n,Mavrogordato,N. Mavrogordato; Nicolas Mavrogordato,1,1,2,administrateur,1929,1940,
georgiades-a,Georgiadès,Achille Georgiadès,1,1,2,administrateur,1945,1948,
suzineau,Suzineau,Suzineau,1,1,2,administrateur,1945,1948,
baumann-l,Baumann,Lucien Baumann,1,1,1,administrateur,1920,1920,
meneveaux-j,Meneveaux,Jean Meneveaux,1,1,1,administrateur,1920,1920,
et-paul-petroff,et Paul Petroff,et Paul Petroff,1,1,1,administrateur,1920,1920,
baumann,Baumann,Baumann,1,1,1,administrateur,1920,1920,
menevaux,Menevaux,Menevaux,1,1,1,administrateur,1920,1920,
loi,Loi,Loi,1,1,1,administrateur,1920,1920,
adm-mm-p-gravier,Adm.: MM. P Gravier,Adm.: MM. P Gravier,1,1,1,president,1925,1925,
mayer-p,Mayer,P. Mayer,1,1,1,president,1925,1925,
r-recouly,R Recouly,R Recouly,1,1,1,president,1925,1925,
g-tanqueray,G Tanqueray,G Tanqueray,1,1,1,president,1925,1925,
ing-a,Ing,Ing,1,1,1,president,1925,1925,
succursale,Succursale: 28,Succursale: 28,1,1,1,president,1925,1925,
dewez-l,Dewez,L. Dewez,1,1,1,administrateur,1929,1929,
goyard-j,Goyard,J. Goyard,1,1,1,administrateur,1929,1929,
lubovtch-e,Lubovtch,E. Lubovtch,1,1,1,administrateur,1929,1929,
pres-m-l-pissard,Prés.: M. L Pissard,Prés.: M. L Pissard,1,1,1,administrateur,1938,1938,
administr-mm-l-dewez,Administr.: MM. L. Dewez,Administr.: MM. L. Dewez,1,1,1,administrateur,1938,1938,
j-goyard,J Goyard,J Goyard,1,1,1,administrateur,1938,1938,
p-gravier,P Gravier,P Gravier,1,1,1,administrateur,1938,1938,
lubovitch-e,Lubovitch,E. Lubovitch,1,1,1,administrateur,1938,1938,
eug-lubovitch,Eug. Lubovitch,Eug. Lubovitch,1,1,1,administrateur,1940,1940,
geibel,Geibel,Geibel,1,1,1,administrateur,1945,1945,
chalvi,Chalvi,Chalvi,1,0,1,commissaire_aux_comptes,1937,1937,
et-farell-o-reilly,et Farell O'Reilly,et Farell O'Reilly,1,0,1,commissaire_aux_comptes,1937,1937,
