company_id_1,company_id_2,period,weight,shared_directors
miniereindustrielleplakalnitza,plakalnitza,1914_1929,1,pissard-l
miniereindustrielleplakalnitza,plakalnitza,1930_1944,2,hausser-g; tanqueray-g
