person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
baumann,grandsmoulinsbulgariebourgas,1,1920,1920,administrateur,1
baumann-l,grandsmoulinsbulgariebourgas,1,1920,1920,administrateur,1
et-paul-petroff,grandsmoulinsbulgariebourgas,1,1920,1920,administrateur,1
loi,grandsmoulinsbulgariebourgas,1,1920,1920,administrateur,1
menevaux,grandsmoulinsbulgariebourgas,1,1920,1920,administrateur,1
meneveaux-j,grandsmoulinsbulgariebourgas,1,1920,1920,administrateur,1
petroff-s,grandsmoulinsbulgariebourgas,2,1920,1920,administrateur,1
wallace-r,grandsmoulinsbulgariebourgas,2,1920,1920,administrateur,1
chalvi,leonpissardpresident,1,1937,1937,commissaire_aux_comptes,0
et-farell-o-reilly,leonpissardpresident,1,1937,1937,commissaire_aux_comptes,0
dewez-l,miniereindustrielleplakalnitza,1,1929,1929,administrateur,1
eug-lubovitch,miniereindustrielleplakalnitza,1,1940,1940,administrateur,1
geibel,miniereindustrielleplakalnitza,1,1945,1945,administrateur,1
georgiades-a,miniereindustrielleplakalnitza,2,1945,1948,administrateur,1
goyard-j,miniereindustrielleplakalnitza,1,1929,1929,administrateur,1
gravier-p,miniereindustrielleplakalnitza,3,1927,1940,administrateur,1
gtanqueray,miniereindustrielleplakalnitza,2,1927,1929,administrateur,1
hausser-g,miniereindustrielleplakalnitza,2,1929,1940,administrateur,1
lefeuvre-meaulle-f,miniereindustrielleplakalnitza,2,1927,1929,administrateur,1
lubovtch-e,miniereindustrielleplakalnitza,1,1929,1929,administrateur,1
mavrogordato-a,miniereindustrielleplakalnitza,5,1927,1948,administrateur,1
mavrogordato-n,miniereindustrielleplakalnitza,2,1929,1940,administrateur,1
pissard-l,miniereindustrielleplakalnitza,3,1927,1940,administrateur,1
poirson-c,miniereindustrielleplakalnitza,2,1927,1929,administrateur,1
suzineau,miniereindustrielleplakalnitza,2,1945,1948,administrateur,1
tanqueray-g,miniereindustrielleplakalnitza,3,1940,1948,president,1
ambroise-j,plakalnitza,1,1925,1925,president,1
goyard-j,plakalnitza,1,1938,1938,administrateur,1
gravier-p,plakalnitza,2,1925,1938,president,1
hausser-g,plakalnitza,1,1938,1938,administrateur,1
ing-a,plakalnitza,1,1925,1925,president,1
lefeuvre-meaulle-f,plakalnitza,1,1938,1938,administrateur,1
lubovitch-e,plakalnitza,1,1938,1938,administrateur,1
mavrogordato-a,plakalnitza,1,1938,1938,administrateur,1
mavrogordato-n,plakalnitza,2,1925,1938,president,1
mayer-p,plakalnitza,1,1925,1925,president,1
pissard-l,plakalnitza,2,1925,1938,president,1
poirson-c,plakalnitza,1,1938,1938,administrateur,1
recouly-r,plakalnitza,1,1925,1925,president,1
tanqueray-g,plakalnitza,2,1925,1938,president,1
