doc_id,company_key,company_name,member_key,name_clean,role,year,source_ref,sector,country,region
afrique-du-nord-africaine-de-travaux-d104a1,africainetravaux,Société Africaine de Travaux,centraleetudes,Société centrale d'études,vice_president,1924,"La Journée industrielle, 13 août 1924","Bâtiment et travaux publics, matériaux de construction, céramique",Algérie,Algerie
afrique-du-nord-africaine-liege-alger-71b003,africaineliegealgerhusseindeyazazga,"Compagnie Africaine du Liège, Alger, Hussein-Dey, Azazga",banquepriveemessieurspaulus,Banque privée. Messieurs Paulus,administrateur,1929,"L’Écho d’Alger, 20 octobre 1929","Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",Algérie,Algerie
afrique-du-nord-africaine-mines-et-transports-b3ef7b,africaineminestransports,Société africaine de mines et transports,ciesassurance,des Cies d'assurance,administrateur,1949,"BALO, 12 décembre 1949",Mines et carrières,Algérie,Algerie
afrique-du-nord-alfa-le-pontet-70adee,alfasocfabricationpatescellulose,"L'ALFA, Soc. an. pour la fabrication des pâtes de cellulose",mineslaurium,Mines de Laurium…],administrateur,1938,Annuaire industriel 1938,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",Algérie,Algerie
afrique-du-nord-alfa-le-pontet-70adee,alfasocfabricationpatescellulose,"L'ALFA, Soc. an. pour la fabrication des pâtes de cellulose",usinetraille,Usine à La Traille,administrateur,1938,Annuaire industriel 1938,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",Algérie,Algerie
afrique-du-nord-alger-eclairage-force-dcbf2c,algerienneeclairageforce,Société algérienne d'éclairage et de force,centraleenergieelectrique,Compagnie centrale d'énergie électrique,president,1937,Annuaire Desfossés 1937,"Eau, gaz, électricité (Utilities)",Algérie,Algerie
afrique-du-nord-alger-eclairage-force-dcbf2c,algerienneeclairageforce,Société algérienne d'éclairage et de force,centraleenergieelectrique,Compagnie centrale d'énergie électrique,president,1940,Annuaire Desfossés 1940,"Eau, gaz, électricité (Utilities)",Algérie,Algerie
afrique-du-nord-alger-eclairage-force-dcbf2c,algerienneeclairageforce,Société algérienne d'éclairage et de force,centraleenergieelectrique,Compagnie centrale d'énergie électrique,president,1945,Annuaire Desfossés 1945,"Eau, gaz, électricité (Utilities)",Algérie,Algerie
afrique-du-nord-alger-glace-hygienique-2808a5,algerienneglacehygieniqueentreposagefrigorifique,Compagnie Algérienne de glace hygiénique et d'entreposage frigorifique,drfrebatel,Dr F. Rebatel,president,1899,"Manuel des sociétés par actions de la région lyonnaise, 1899, p. 158-159",Industries agro-alimentaires,Algérie,Algerie
afrique-du-nord-algerienne-de-navigation-8282a4,algeriennenavigationafriquenordcharlesschiaffino,"Société Algérienne de Navigation pour l'Afrique du Nord, Charles Schiaffino et Cie",sonpremiergerant,Cie. Son premier gérant,conseil_surveillance,1944,"Furst, Bavière, 1871-Auschwitz, 1944",Transports maritimes et aériens,Algérie,Algerie
afrique-du-nord-algerienne-des-mines-1988d8,algeriennemines,"Société Algérienne des mines, puis Algérienne des Mines du Gueldaman",outredomaineminiergueldaman,outre le domaine minier du Gueldaman,administrateur,1930,"L’Écho de Bougie, 28 décembre 1930",Mines et carrières,Algérie,Algerie
afrique-du-nord-algerienne-des-mines-1988d8,algeriennemines,"Société Algérienne des mines, puis Algérienne des Mines du Gueldaman",chemins,Compagnie des chemins de,administrateur,1930,"L’Écho de Bougie, 28 décembre 1930",Mines et carrières,Algérie,Algerie
afrique-du-nord-algerienne-du-zinc-e28983,algeriennezinc,Société Algérienne du Zinc. Anc. Société nord-africaine du plomb,mineszellidja,Société des mines de Zellidja,administrateur,,,Mines et carrières,Algérie,Algerie
afrique-du-nord-algerienne-du-zinc-e28983,algeriennezinc,Société Algérienne du Zinc. Anc. Société nord-africaine du plomb,laboratoireetudesminieres,Laboratoire d'études minières,administrateur,,,Mines et carrières,Algérie,Algerie
afrique-du-nord-algerienne-du-zinc-e28983,algeriennezinc,Société Algérienne du Zinc. Anc. Société nord-africaine du plomb,saintjosephleadcompany,Saint-Joseph Lead Company,administrateur,,,Mines et carrières,Algérie,Algerie
afrique-du-nord-algerienne-du-zinc-e28983,algeriennezinc,Société Algérienne du Zinc. Anc. Société nord-africaine du plomb,minesincorpltd,Société Mines Incorp. Ltd,administrateur,,,Mines et carrières,Algérie,Algerie
afrique-du-nord-algerienne-exploitation-liege-ee3752,algerienneexploitationliege,Société Algérienne pour l'Exploitation du liège,industrielleville,Société industrielle de la ville,administrateur,1927,"Revue générale du froid, novembre-décembre 1927","Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",Algérie,Algerie
afrique-du-nord-algerienne-exploitation-liege-ee3752,algerienneexploitationliege,Société Algérienne pour l'Exploitation du liège,banquecolonialeetudes,Banque coloniale d'études,administrateur,1927,"Revue générale du froid, novembre-décembre 1927","Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",Algérie,Algerie
afrique-du-nord-algerienne-exploitation-liege-ee3752,algerienneexploitationliege,Société Algérienne pour l'Exploitation du liège,nordafricaineetudes,Société nord-africaine d'études,administrateur,1927,"Revue générale du froid, novembre-décembre 1927","Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",Algérie,Algerie
