company_id_1,company_id_2,period,weight,shared_directors
constructionelectrique,creditfoncieralgerietunisie,1914_1929,25,affreville; ain-bessem; algerie-alger; anthoine-a; ariste-s; aumale; barbedette-f; blida; boufarick; bouira; buhot-h; castiglione; colea; douera; dubourdieu-l; eug-regnault; eymard-c; gronier-e; guyotville; henri-c; journault-e; lebon-a; rouiba; saliege-h; zafiropulo-d
minesbouthaleb,mineschabetkohol,1914_1929,6,adm-mm-leon-boussand; buhot-h; carnot-e; chastel-a; f-ledoux; lebon-a
petolatdijon,petrolestliouanet,1914_1929,5,adm-mm-henri-de-peyerimhoff; chevaleau-e; homan-l; jordan-p; zafiropulo-d
banquealgerie,banqueindustrielleafriquenord,1914_1929,4,boyer; galicier-a; moatti; th-rodocanachi
etudesminieresindustrielles,exploitationsforestieresminierespetitekabylie,1914_1929,3,germain; joly; sepulchre-commissaires-mm-c-sepulchre-j
minesalgerietunisieomnium,phosphatesconstantine,1914_1929,3,de-montureux; juge-a; kapferer-m
omniumminesusines,phosphatesconstantine,1914_1929,3,de-valencay; kapferer-m; schiaffino-l
cheminsferroutesalgerie,minesboudjoudoun,1914_1929,3,devise-f; janicot-x; tanon-a
cheminsferouestalgerien,creditalgerien,1914_1929,3,favereaux-g; goudchaux-c; peytel-j
algeriennemateriauxconstruction,nordafricaineetudesentreprises,1914_1929,2,froment-guieysse-g; lemoigne-e
africainearmement,constructionelectrique,1914_1929,2,godet-r; laminoirs-du-havre
africainearmement,hutchinson,1914_1929,2,crighton; houet-p
chaines,fichet,1914_1929,2,nancy; turin
constructionelectrique,minesbouthaleb,1914_1929,2,buhot-h; lebon-a
constructionelectrique,mineschabetkohol,1914_1929,2,buhot-h; lebon-a
creditfoncieralgerietunisie,minesbouthaleb,1914_1929,2,buhot-h; lebon-a
creditfoncieralgerietunisie,mineschabetkohol,1914_1929,2,buhot-h; lebon-a
feutresrok,senellemaubeuge,1914_1929,2,mulhouse; reims
royaleasturienneminesdirection,senellemaubeuge,1914_1929,2,amiens; reims
fonciereimmobilierefranceafriquenord,omniumminesusines,1914_1929,2,ansbacher-t; schiaffino-l
minesalgerietunisieomnium,omniumminesusines,1914_1929,2,ansbacher-t; kapferer-m
omniumminesalgerietunisie,omniumminesusines,1914_1929,2,ansbacher-t; de-valencay
mineschellala,minieredjendli,1914_1929,2,jalabert-e; urruty-f
minesouastamesloula,minieredjendli,1914_1929,2,marlier-j; urruty-f
mineszaccar,ouenza,1914_1929,2,baguenault-de-puchesse; kroller-a
minierefrancoafricaine,minieremetallurgiquecaronte,1914_1929,2,bronze; pres-bone-fonderies-a-gaillon
minesboudjoudoun,minieredjebelfelten,1914_1929,2,petit-j; tanon-a
omniumminesalgerietunisie,phosphatesconstantine,1914_1929,2,de-valencay; kapferer
abrifamilialoranais,minoteriereneesclapezrelizane,1914_1929,1,hernandez-j
acconagecharbonnagejullian,charbonnierenordafricain,1914_1929,1,laurens-j
africainetravaux,velvetrum,1914_1929,1,ferrando-h
airliquide,expansionnordafricaine,1914_1929,1,brissonnet-e
alfa,hydroelectriqueafriquenord,1914_1929,1,manufactures
alfa,expansionnordafricaine,1914_1929,1,martin-l
alfa,liege,1914_1929,1,roudy-a
algeriennenavigationafriquenord,phosphatesconstantine,1914_1929,1,th-ansbacher
algeriennenavigationafriquenord,constructionelectrique,1914_1929,1,boulogne-g
algeriennemateriauxconstruction,secteurelectriquevoutesalger,1914_1929,1,froment-guieysse-g
nordafricaineetudesentreprises,secteurelectriquevoutesalger,1914_1929,1,froment-guieysse-g
africainearmement,expansionnordafricaine,1914_1929,1,martin
chaines,manufacturetapisorient,1914_1929,1,nancy
fichet,manufacturetapisorient,1914_1929,1,nancy
chaines,senellemaubeuge,1914_1929,1,barcelone
chaines,tissagesmecaniquesisere,1914_1929,1,barcelone
senellemaubeuge,tissagesmecaniquesisere,1914_1929,1,barcelone
constructionelectrique,leach,1914_1929,1,lebon-a
creditfoncieralgerietunisie,leach,1914_1929,1,lebon-a
leach,minesbouthaleb,1914_1929,1,lebon-a
leach,mineschabetkohol,1914_1929,1,lebon-a
cheminsferroutesalgerie,constructionelectrique,1914_1929,1,buhot-h
cheminsferroutesalgerie,creditfoncieralgerietunisie,1914_1929,1,buhot-h
cheminsferroutesalgerie,minesbouthaleb,1914_1929,1,buhot-h
cheminsferroutesalgerie,mineschabetkohol,1914_1929,1,buhot-h
constructionelectrique,petolatdijon,1914_1929,1,zafiropulo-d
constructionelectrique,petrolestliouanet,1914_1929,1,zafiropulo-d
creditfoncieralgerietunisie,petolatdijon,1914_1929,1,zafiropulo-d
creditfoncieralgerietunisie,petrolestliouanet,1914_1929,1,zafiropulo-d
constructionelectrique,domainequatrechemins,1914_1929,1,henri-c
creditfoncieralgerietunisie,domainequatrechemins,1914_1929,1,henri-c
cellulosesafriquenord,constructionelectrique,1914_1929,1,barbedette-f
cellulosesafriquenord,creditfoncieralgerietunisie,1914_1929,1,barbedette-f
feutresrok,houplain,1914_1929,1,tours
feutresrok,royaleasturienneminesdirection,1914_1929,1,reims
feutresrok,fichet,1914_1929,1,mulhouse
feutresrok,tramwaysalgeriens,1914_1929,1,mulhouse
fichet,senellemaubeuge,1914_1929,1,mulhouse
fichet,tramwaysalgeriens,1914_1929,1,mulhouse
senellemaubeuge,tramwaysalgeriens,1914_1929,1,mulhouse
fichet,velvetrum,1914_1929,1,alexandrie
houplain,manufacturetapisorient,1914_1929,1,calais
hydroelectriqueafriquenord,leach,1914_1929,1,lebon-p
fonciereimmobilierefranceafriquenord,minesalgerietunisieomnium,1914_1929,1,ansbacher-t
fonciereimmobilierefranceafriquenord,omniumminesalgerietunisie,1914_1929,1,ansbacher-t
minesalgerietunisieomnium,omniumminesalgerietunisie,1914_1929,1,ansbacher-t
minesalgerietunisieomnium,minesbouthaleb,1914_1929,1,juge-a
minesalgerietunisieomnium,minieredjendli,1914_1929,1,juge-a
minesbouthaleb,minieredjendli,1914_1929,1,juge-a
minesbouthaleb,phosphatesconstantine,1914_1929,1,juge-a
minieredjendli,phosphatesconstantine,1914_1929,1,juge-a
minesbouthaleb,minesoranie,1914_1929,1,chastel-a
mineschabetkohol,minesoranie,1914_1929,1,chastel-a
mineschellala,minesferrouina,1914_1929,1,urruty-f
mineschellala,minesouastamesloula,1914_1929,1,urruty-f
minesferrouina,minesouastamesloula,1914_1929,1,urruty-f
minesferrouina,minieredjendli,1914_1929,1,urruty-f
