company_id,name,sectors,n_ties,n_directors,first_year,last_year
creditfoncieralgerietunisie,Crédit foncier d'Algérie-Tunisie,"Banques et groupes financiers, assurances; Documents généraux (par ordre chronologique)",242,93,1912,1953
banquealgerie,BANQUE DE L'ALGERIE,"Banques et groupes financiers, assurances",127,69,1881,1948
ouenza,Société de l'Ouenza,Mines et carrières,92,65,1914,1948
algerienne,Compagnie algérienne,"Banques et groupes financiers, assurances; Documents généraux (par ordre chronologique); Industries agro-alimentaires",146,55,1874,1953
banqueindustrielleafriquenord,Banque industrielle de l'Afrique du Nord,"Banques et groupes financiers, assurances",125,45,1919,1953
creditalgerien,"Crédit algérien, puis Crédit privé","Banques et groupes financiers, assurances",121,45,1880,1951
cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,"Transports terrestres, garages automobiles et agricoles",120,42,1906,1953
cheminsferouestalgerien,Compagnie des Chemins de fer de l'Ouest-Algérien,"Transports terrestres, garages automobiles et agricoles",95,42,1879,1942
tramwaysalgeriens,Société des Tramways algériens,"Transports terrestres, garages automobiles et agricoles",124,40,1907,1953
minieredjebelfelten,Société minière du Djebel-Felten,Documents généraux (par ordre chronologique); Mines et carrières,66,37,1910,1953
alfa,L'Alfa,"Documents généraux (par ordre chronologique); Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",94,35,1921,1953
tramwayselectriquesoran,Tramways électriques d'Oran,"Transports terrestres, garages automobiles et agricoles",85,33,1901,1953
papeteriesnavarre,PAPETERIES NAVARRE,Documents généraux (par ordre chronologique),32,32,1910,1910
phosphatesconstantine,Compagnie des Phosphates de Constantine,Documents généraux (par ordre chronologique); Mines et carrières,74,31,1912,1953
industriellepetrolesafriquenord,Compagnie Industrielle des Pétroles de l'Afrique du Nord,Pétrole et gaz,58,28,1922,1948
omniumminesalgerietunisie,Omnium Société générale de mines d'Algérie-Tunisie,Mines et carrières,58,26,1906,1953
centraleusinespapier,Société centrale des usines à papier,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",38,26,1940,1953
entreprisemaritimecommerciale,L'Entreprise maritime et commerciale,Transports maritimes et aériens,33,26,1921,1938
algerienneproduitschimiquesengrais,Société Algérienne de produits chimiques et d'engrais,Industries chimiques,72,25,1920,1953
socouenza,Soc. de l'OUENZA,Documents généraux (par ordre chronologique),26,25,1910,1925
regiefoncierevillealger,Régie foncière de la ville d'Alger,Foncières et immobilières,50,24,1937,1953
minesouastamesloula,Compagnie des mines de Ouasta et de Mesloula,Documents généraux (par ordre chronologique); Mines et carrières,74,23,1910,1948
unionfabriquesengraisproduitschimiquessuperphosphates,"Union française de fabriques d'engrais, de produits chimiques et de superphosphates, puis Union française d'engrais et de produits chimiques",Mines et carrières,46,23,1919,1944
mineskefoumtheboulprescalle,"Mines de Kef-Oum-Théboul, près La Calle",Mines et carrières,29,23,1856,1914
domainechapeaugendarme,Domaine du Chapeau de Gendarme,Industries agro-alimentaires,63,21,1920,1953
mineschabetkohol,Compagnie des mines de Chabet-Kohol,Mines et carrières,32,21,1911,1926
cenpasoccentraleusinespapiers,"CENPA, Soc. Centrale des Usines à Papiers","Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",24,21,1938,1938
mineszincguergour,Société des mines de zinc du Guergour,Mines et carrières,24,21,1922,1938
minesfer,Société Française des mines de fer,Mines et carrières,23,21,1909,1932
socvelvetrum,Soc. an. du VELVET-RUM,Documents généraux (par ordre chronologique),21,21,1919,1919
nordafricainecimentslafarge,Société NORD-AFRICAINE des CIMENTS de LAFARGE,"Bâtiment et travaux publics, matériaux de construction, céramique; Documents généraux (par ordre chronologique)",39,20,1910,1953
phosphatesdyr,Compagnie des Phosphates du Dyr,Mines et carrières,26,20,1899,1938
approvisionnementnordafricaine,Société d'Approvisionnement nord-africaine,Commerce,23,20,1922,1926
socalsaciennefilaturetissagejute,Soc. alsacienne de FILATURE et de TISSAGE de JUTE,Documents généraux (par ordre chronologique),20,20,1925,1925
aeriennefrancealgerie,Compagnie Aérienne France-Algerie,Transports maritimes et aériens,20,20,1925,1925
zincguergour,Zinc du Guergour,Mines et carrières,57,19,1914,1953
algerienneeclairageforce,Société Algérienne d'éclairage et de force,"Eau, gaz, électricité (Utilities)",43,19,1922,1945
unionelectriquegaziereafriquenord,Union électrique et gazière de l'Afrique du Nord,"Eau, gaz, électricité (Utilities)",32,19,1937,1945
industrielleafriquenordtraitementsousproduitsvigneolivier,Société Industrielle de l'Afrique du Nord pour le traitement des sous-produits de la vigne et de l'olivier,Industries chimiques,28,19,1922,1926
cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,"Transports terrestres, garages automobiles et agricoles",27,19,1906,1922
fonciereimmobilierevillealger,Compagnie Foncière et Immobilière de la Ville d'Alger,Foncières et immobilières,24,19,1906,1922
vinsmidialgeriebezierssete,"Cie générale des Vins du Midi et d'Algérie, Béziers, Sète",Commerce,24,19,1922,1926
fabriquealsaciennesieges,Fabrique alsacienne de SIÈGES,Documents généraux (par ordre chronologique),19,19,1921,1921
minesferrouina,Société des mines de fer Rouina,Mines et carrières,41,18,1914,1933
minieremzaita,Compagnie minière du M'Zaïta,Mines et carrières,33,18,1933,1953
industrielleimmobiliere,Cie Industrielle et Immobilière,"Documents généraux (par ordre chronologique); Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",18,18,1910,1924
afriquenord,AFRIQUE du NORD,"Bâtiment et travaux publics, matériaux de construction, céramique",18,18,1938,1938
minieredjendli,Compagnie minière du Djendli,Mines et carrières,55,17,1906,1938
raffineriessoufrereunies,Raffineries de soufre réunies,Industries chimiques,43,17,1912,1953
vinsmidialgerie,Compagnie générale des vins du Midi et d'Algérie,Commerce,28,17,1933,1950
expansionnordafricaine,Expansion nord-africaine,"Banques et groupes financiers, assurances",25,17,1920,1924
minieremetallurgiquecaronte,Compagnie minière et métallurgique de Caronte,Mines et carrières,18,17,1921,1925
agricoleoranaise,Compagnie Agricole Oranaise,Industries agro-alimentaires,32,16,1919,1926
grandstravauxalgeriens,Grands Travaux algériens,"Bâtiment et travaux publics, matériaux de construction, céramique",27,16,1922,1926
tramwayselectriquesconstantine,Tramways électriques de Constantine,"Transports terrestres, garages automobiles et agricoles",23,16,1924,1926
cellulosesafriquenord,Société des Celluloses de l'Afrique française du Nord,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",21,16,1922,1925
socentreprisemaritimecommerciale,Soc. an. l'ENTREPRISE MARITIME et COMMERCIALE,Documents généraux (par ordre chronologique),16,16,1938,1938
domainejulienguethna,Domaine Julien de la Guethna,Industries agro-alimentaires,16,16,1930,1930
secteurelectriquevoutesalger,Secteur électrique des Voûtes d'Alger,"Eau, gaz, électricité (Utilities)",45,15,1929,1953
agricolealgeriennebertagna,Société agricole algérienne Bertagna,Industries agro-alimentaires,34,15,1931,1953
filtreriefrancoalgerienne,Filtrerie franco-algérienne,Industries agro-alimentaires,33,15,1929,1938
allianceafricaineassurancesreassurances,"Alliance africaine, Compagnie française d'assurances et de réassurances","Banques et groupes financiers, assurances",32,15,1922,1926
etudesminieresbougie,Société d'Études minières de Bougie,Mines et carrières,20,15,1910,1926
algerienneetudesentreprisesagricolescommercialesindustrielles,"Société Algérienne d’Études et d'entreprises agricoles, commerciales et industrielles, puis Crédit industriel algérien","Banques et groupes financiers, assurances",19,15,1920,1926
immobilierealgerie,Société Immobilière d'Algérie,Foncières et immobilières,19,15,1906,1926
detartrageconstructionsmecaniques,Cie de Détartrage et constructions mécaniques,"Documents généraux (par ordre chronologique); Métallurgie, constructions navales",17,15,1926,1938
algeriennehouillesagglomeresalgerphilippevillebougietenesmostaganemarzew,"Société Algérienne de Houilles et Agglomérés, Alger, Philippeville, Bougie, Ténès, Mostaganem et Arzew",Commerce,16,15,1922,1922
socindustrielletelephones,Soc. Industrielle des TÉLÉPHONES,Documents généraux (par ordre chronologique),16,15,1919,1919
alfasocfabricationpatescellulose,"L'ALFA, Soc. an. pour la fabrication des pâtes de cellulose","Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",15,15,1938,1938
socetablghouplain,Soc. des Etabl. G HOUPLAIN,Documents généraux (par ordre chronologique),15,15,1925,1925
internationalewagonslits,Cie internationale des WAGONS-LITS,Documents généraux (par ordre chronologique),15,15,1919,1919
moulinscooperatifsmascara,Moulins coopératifs de Mascara,Industries agro-alimentaires,15,15,1930,1930
minesferlarrath,Compagnie des mines de fer de Larrath,Mines et carrières,39,14,1914,1929
manufacturetabacscigarescigarettesjbastos,"Manufacture de tabacs, cigares et cigarettes J. Bastos",Industries agro-alimentaires,23,14,1922,1938
minesguelma,Société des mines de Guelma,Mines et carrières,23,14,1905,1910
distilleriebadoilmustapha,"Distillerie Badoil, Mustapha",Industries agro-alimentaires,16,14,1888,1888
minesboudjoudoun,Société des mines de Boudjoudoun,Mines et carrières,16,14,1920,1926
corvinomenny,CORVINO et MENNY,Documents généraux (par ordre chronologique),15,14,1938,1938
