person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
cornu-h,agencecentraleparis,1,1951,1951,administrateur,1
dupuis-rieul,agencecentraleparis,1,1951,1951,administrateur,1
dussac-e,agencecentraleparis,1,1951,1951,administrateur,1
foucque-e,agencecentraleparis,1,1951,1951,administrateur,1
isautier-a,agencecentraleparis,1,1951,1951,administrateur,1
martiff-a,agencecentraleparis,1,1951,1951,administrateur,1
payet-r,agencecentraleparis,1,1951,1951,administrateur,1
rabot-j,agencecentraleparis,1,1951,1951,president,1
repiquet-g,agencecentraleparis,1,1951,1951,administrateur,1
ant-baret,banquereunion,1,1922,1922,administrateur,1
foucque-a,banquereunion,1,1922,1922,administrateur,1
gerard-c,banquereunion,1,1922,1922,administrateur,1
giron-de-la-massuere-l,banquereunion,1,1922,1922,administrateur,1
vergoz-s,banquereunion,1,1922,1922,administrateur,1
auber-j-jules,bourbonnaisecredit,1,1922,1922,administrateur,1
blay-a,bourbonnaisecredit,1,1922,1922,administrateur,1
de-guigne-a,bourbonnaisecredit,1,1922,1922,administrateur,1
desaifres-l,bourbonnaisecredit,2,1922,1922,president,1
michel-g-georges,bourbonnaisecredit,1,1922,1922,administrateur,1
alexandre-p,colonialeagricolecommercialeindustriellesucreriescoloniales,3,1922,1937,administrateur,1
alimentation,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1937,1937,administrateur,1
araoux-h,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,administrateur,1
artaud-a-adrien,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1922,1926,president,1
aupetit-a-albert,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1937,1937,vice_president,1
barnaud-p,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1951,1951,administrateur,1
baugnies,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,administrateur,1
baugnies-g,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1926,1926,administrateur,1
bimbeloterie,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1926,1926,administrateur,1
boulloche-l,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,president,1
briand-g,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1922,1926,administrateur,1
buzon-j,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1937,1937,administrateur,1
castelnau-p,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1951,1951,administrateur,1
chabanne-l,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1951,1951,administrateur,1
chatel-j,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1922,1926,administrateur,1
chaussures,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1951,1951,administrateur,1
chouchou-albert-blay,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,administrateur,1
comest,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,administrateur,1
comestibles,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1926,1926,administrateur,1
consign,colonialeagricolecommercialeindustriellesucreriescoloniales,5,1922,1926,administrateur,1
consignation,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1926,1926,administrateur,1
de-mones-del-pujol-g,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1926,1926,administrateur,1
devies-m,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1937,1951,president,1
ehrmann-h,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,administrateur,1
essences-m-lagrave,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,administrateur,1
eug-mutignon,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1926,1926,administrateur,1
fantauzzi-j,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1937,1937,administrateur,1
faure-beaulieu-b,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1937,1951,administrateur,1
girard-m-max,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1926,1926,administrateur,1
giraud,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,administrateur,1
grandjean-c,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1922,1926,president,1
guionin-h,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1937,1951,administrateur,1
harth-g,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1937,1937,administrateur,1
hersent-g,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1951,1951,administrateur,1
import,colonialeagricolecommercialeindustriellesucreriescoloniales,3,1937,1937,administrateur,1
jacqueminet-a,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1922,1926,administrateur,1
labarrere-a,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1922,1926,administrateur,1
lagrave-m,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1922,1926,administrateur,1
level-e,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1926,1926,president,1
levita-j,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1937,1937,administrateur,1
marbeau-p,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1937,1951,administrateur,1
mobiliere-s,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,administrateur,1
mutignon-e,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,administrateur,1
nissim-l,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1922,1926,administrateur,1
prod-madagascar,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,administrateur,1
quincaill,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1922,1922,administrateur,1
rehm-v,colonialeagricolecommercialeindustriellesucreriescoloniales,2,1922,1937,administrateur,1
rhem-v,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1926,1926,administrateur,1
richemond-j,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1937,1937,administrateur,1
schneider-c,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1951,1951,president,1
tissus,colonialeagricolecommercialeindustriellesucreriescoloniales,3,1922,1951,administrateur,1
vernes-g,colonialeagricolecommercialeindustriellesucreriescoloniales,1,1951,1951,administrateur,1
boulle-v,colonialeindustriellecommerciale,1,1926,1926,administrateur_delegue,1
cauvin-m,colonialeindustriellecommerciale,1,1926,1926,administrateur,1
baugnies-c,creditfonciercolonial,1,1922,1922,administrateur,1
briand-g,creditfonciercolonial,1,1922,1922,administrateur,1
del-porto-a,creditfonciercolonial,1,1922,1922,vice_president,1
grandjean-c,creditfonciercolonial,1,1922,1922,president,1
jacqueminet-a,creditfonciercolonial,1,1922,1922,administrateur,1
mutignon-e,creditfonciercolonial,1,1922,1922,administrateur,1
rehm-v,creditfonciercolonial,1,1922,1922,administrateur,1
ballu-j,essencesbourbonnaises,1,1926,1926,administrateur,1
bories,essencesbourbonnaises,1,1926,1926,administrateur,1
chatel-p,essencesbourbonnaises,1,1926,1926,administrateur,1
de-langlais-r,essencesbourbonnaises,1,1926,1926,administrateur,1
fournier,essencesbourbonnaises,1,1926,1926,administrateur,1
jochaud-de-plessix-j,essencesbourbonnaises,1,1926,1926,administrateur,1
mendes-c,essencesbourbonnaises,1,1926,1926,administrateur,1
moreau-g,essencesbourbonnaises,1,1926,1926,administrateur,1
schlienger-e,essencesbourbonnaises,1,1926,1926,administrateur,1
bonnefon-l,francobourbonnaise,2,1922,1926,directeur,0
dalais-g,grandsbois,2,1926,1937,administrateur,1
dupont-l,grandsbois,2,1926,1937,administrateur,1
hugot-a-anatole,grandsbois,2,1926,1937,administrateur,1
le-vigoureux-v,grandsbois,1,1926,1926,administrateur,1
saint-andre-m,grandsbois,1,1937,1937,administrateur,1
saint-leu-piere-roger,grandsbois,1,1937,1937,administrateur,1
saint-leu-raphael-vidot,grandsbois,1,1937,1937,administrateur,1
breguet-j,hydroelectriquereunionhe,1,1937,1937,president,1
de-saint-laumer-j,hydroelectriquereunionhe,1,1937,1937,administrateur,1
de-tourris-c,hydroelectriquereunionhe,1,1937,1937,administrateur,1
delegue-a-la-reunion,hydroelectriquereunionhe,1,1937,1937,administrateur,1
heliard-a,hydroelectriquereunionhe,1,1937,1937,administrateur,1
hugot-a-anatole,hydroelectriquereunionhe,1,1937,1937,administrateur,1
incertains-r,hydroelectriquereunionhe,1,1937,1937,administrateur,1
petit-g,hydroelectriquereunionhe,1,1937,1937,administrateur,1
romer-h,hydroelectriquereunionhe,1,1937,1937,administrateur,1
cerneau,immobilierereunion,1,1951,1951,administrateur,1
cornu-h,immobilierereunion,1,1951,1951,administrateur,1
foucque-a,immobilierereunion,1,1951,1951,administrateur,1
gaultier,immobilierereunion,1,1951,1951,administrateur,1
hanning,immobilierereunion,1,1951,1951,administrateur,1
kichenin,immobilierereunion,1,1951,1951,administrateur,1
marx,immobilierereunion,1,1951,1951,administrateur,1
pinguet-j,immobilierereunion,1,1951,1951,administrateur,1
rabot-j,immobilierereunion,1,1951,1951,president,1
benard-l,parisbourbondeveloppementrelationsentre,1,1937,1937,president,1
decler-c,parisbourbondeveloppementrelationsentre,1,1937,1937,administrateur_delegue,1
desbief-a,parisbourbondeveloppementrelationsentre,1,1937,1937,administrateur,1
benard-l,parisbourbondeveloppementrelationsentrefrance,1,1951,1951,administrateur,1
decler-c,parisbourbondeveloppementrelationsentrefrance,1,1951,1951,administrateur,1
benard-l,raphaeldouyere,1,1937,1937,administrateur,1
hugot-a,raphaeldouyere,1,1937,1937,administrateur,1
williams-j,raphaeldouyere,1,1937,1937,president,1
alexandre-p,rhumspurs,3,1922,1931,administrateur,1
benard-l,rhumspurs,1,1931,1931,administrateur,1
bernard-l-lucien,rhumspurs,1,1930,1930,administrateur,1
bonnet-p-paul,rhumspurs,1,1930,1930,administrateur,1
briand-g,rhumspurs,3,1922,1931,administrateur,1
brunet-p,rhumspurs,2,1931,1931,administrateur,1
ceineray-p,rhumspurs,4,1922,1931,administrateur,1
champsfleur,rhumspurs,1,1922,1922,administrateur,1
chater-e,rhumspurs,1,1922,1922,administrateur,1
coulisse,rhumspurs,1,1931,1931,administrateur,1
de-mones-del-pujol-g,rhumspurs,3,1930,1931,administrateur,1
emden-c,rhumspurs,3,1930,1931,administrateur,1
jacqueminet-a,rhumspurs,4,1922,1931,administrateur,1
menasche-j,rhumspurs,1,1922,1922,administrateur,1
mutignon-e,rhumspurs,2,1922,1930,administrateur,1
mutingon-e,rhumspurs,1,1931,1931,administrateur,1
rehm-v,rhumspurs,3,1922,1931,administrateur,1
rendu-a,rhumspurs,3,1922,1931,administrateur,1
rendu-m,rhumspurs,1,1922,1922,administrateur,1
roi-m,rhumspurs,1,1922,1922,administrateur,1
alexandre-p,sucreriescoloniales,5,1927,1940,administrateur,1
artaud-a,sucreriescoloniales,5,1923,1933,administrateur,1
aupetit-a,sucreriescoloniales,2,1937,1940,president,1
barnaud-p,sucreriescoloniales,1,1950,1950,administrateur,1
baugnies-a,sucreriescoloniales,2,1923,1925,administrateur,1
baugnies-g,sucreriescoloniales,3,1927,1933,administrateur,1
benard,sucreriescoloniales,1,1927,1927,administrateur,1
benard-l,sucreriescoloniales,2,1929,1933,administrateur,1
boulloche-l,sucreriescoloniales,2,1920,1920,administrateur,1
briand,sucreriescoloniales,3,1923,1927,administrateur,1
briand-g,sucreriescoloniales,3,1925,1933,administrateur,1
buzon-j,sucreriescoloniales,3,1937,1945,administrateur,1
caquas-j,sucreriescoloniales,3,1937,1945,administrateur,1
castelnau-p,sucreriescoloniales,4,1945,1953,administrateur,1
chabanne-l,sucreriescoloniales,3,1948,1953,administrateur,1
claudon-l,sucreriescoloniales,1,1948,1948,administrateur,1
de-lesparda-p,sucreriescoloniales,1,1925,1925,administrateur,1
de-margerie-j,sucreriescoloniales,1,1950,1950,administrateur,1
del-porto-a,sucreriescoloniales,5,1923,1933,administrateur,1
devies,sucreriescoloniales,4,1937,1948,president,1
devies-m,sucreriescoloniales,1,1950,1950,president,1
et-eugene-montignon,sucreriescoloniales,1,1925,1925,administrateur,1
fantauzzi-j,sucreriescoloniales,4,1937,1948,administrateur,1
faure-beaulieu-b,sucreriescoloniales,6,1937,1953,administrateur,1
furst-a,sucreriescoloniales,3,1927,1933,administrateur,1
gouverneur-general-honoraire-des-colonies,sucreriescoloniales,1,1920,1920,administrateur,1
grandjean,sucreriescoloniales,1,1920,1920,administrateur,1
grandjean-c,sucreriescoloniales,1,1920,1920,administrateur,1
grandjean-g,sucreriescoloniales,1,1927,1927,administrateur,1
guionin-h,sucreriescoloniales,6,1937,1953,administrateur,1
hardt-g,sucreriescoloniales,4,1929,1940,administrateur,1
hersent-g-gilbert,sucreriescoloniales,1,1950,1950,administrateur,1
immobiliere,sucreriescoloniales,1,1920,1920,administrateur,1
jacqueminet-a,sucreriescoloniales,2,1923,1925,administrateur,1
jourdain-j,sucreriescoloniales,1,1953,1953,president_directeur_general,1
labarrere-a,sucreriescoloniales,2,1920,1920,administrateur,1
lemoine-v,sucreriescoloniales,1,1953,1953,administrateur,1
leon-n,sucreriescoloniales,3,1927,1933,administrateur,1
level-e,sucreriescoloniales,4,1925,1933,administrateur,1
levita-j,sucreriescoloniales,3,1937,1945,administrateur,1
marbeau-p,sucreriescoloniales,5,1937,1953,administrateur,1
marbeau-p-pierre,sucreriescoloniales,1,1950,1950,administrateur,1
mutignon-e,sucreriescoloniales,4,1923,1929,administrateur,1
ratier-a,sucreriescoloniales,1,1948,1948,administrateur,1
rehm,sucreriescoloniales,5,1923,1933,administrateur,1
rehm-v,sucreriescoloniales,1,1937,1937,administrateur,1
richemond-j,sucreriescoloniales,1,1933,1933,administrateur,1
schneider-c,sucreriescoloniales,3,1945,1950,administrateur,1
vernes-g,sucreriescoloniales,3,1948,1953,administrateur,1
alexandre-p,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,administrateur,1
artaud-a-adrien,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,president,1
baugnies-g,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,administrateur,1
boulloche-l,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,vice_president,1
briand-g,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,administrateur,1
ehrmann-h,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,administrateur,1
grandjean-c,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,vice_president,1
jacqueminet-a,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,administrateur,1
labarrere-a,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,administrateur,1
mobiliere-s,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,administrateur,1
mutignon-e,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,administrateur,1
nissim-l,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,administrateur,1
rehm-v,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,administrateur,1
st-paul-vue-belle,sucreriescolonialescolonialeagricolecommerciale,1,1922,1922,administrateur,1
