person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
rehm-v,Rehm,Rehm; V. Rehm; Victor Rehm,5,5,13,administrateur,1922,1937,Documents généraux; Sociétés diverses
mutignon-e,Mutignon,Eugène Mutignon; Mutignon,5,5,9,administrateur,1922,1930,Documents généraux; Sociétés diverses
benard-l,Bénard,L. Bénard; Lucien Bénard; Léonus Bénard,5,5,6,administrateur,1929,1951,Documents généraux; Sociétés diverses
alexandre-p,Alexandre,P. Alexandre; Paul Alexandre,4,4,11,administrateur,1922,1940,Documents généraux; Sociétés diverses
briand-g,Briand,G. Briand; Gustave Briand,4,4,9,administrateur,1922,1933,Documents généraux; Sociétés diverses
grandjean-c,Grandjean,Ch. Grandjean; Charles Grandjean,4,4,5,president,1920,1926,Documents généraux; Sociétés diverses
jacqueminet-a,Jacqueminet,A. Jacqueminet; Aristide Jacqueminet; Jacqueminet,3,3,8,administrateur,1922,1931,Documents généraux; Sociétés diverses
artaud-a,Artaud,A. Artaud; Adrien Artaud,3,3,8,administrateur,1922,1933,Documents généraux; Sociétés diverses
labarrere-a,Labarrère,Alfred Labarrère; Labarrère,3,3,5,administrateur,1920,1926,Documents généraux; Sociétés diverses
boulloche-l,Boulloche,Boulloche; Léon Boulloche,3,3,4,administrateur,1920,1922,Documents généraux; Sociétés diverses
hugot-a,Hugot,A. Hugot; Anatole Hugot,3,3,4,administrateur,1926,1937,Documents généraux
baugnies,Baugnies,Baugnies,3,3,3,administrateur,1922,1922,Documents généraux; Sociétés diverses
guionin-h,Guionin,H. Guionin; Hubert Guionin,2,2,8,administrateur,1937,1953,Documents généraux; Sociétés diverses
faure-beaulieu-b,Faure-Beaulieu,B. Faure- Beaulieu; B. Faure-Beaulieu,2,2,7,administrateur,1937,1953,Documents généraux; Sociétés diverses
marbeau-p,Marbeau,P. Marbeau,2,2,7,administrateur,1937,1953,Documents généraux; Sociétés diverses
del-porto-a,Del Porto,Del Porto,2,2,6,administrateur,1922,1933,Documents généraux; Sociétés diverses
level-e,Level,Émile Level,2,2,5,administrateur,1925,1933,Documents généraux; Sociétés diverses
fantauzzi-j,Fantauzzi,J. Fantauzzi,2,2,5,administrateur,1937,1948,Documents généraux; Sociétés diverses
de-mones-del-pujol-g,de Monès del Pujol,Gilbert de Mones del Pujol; Gilbert de Monès del Pujol,2,2,4,administrateur,1926,1931,Documents généraux; Sociétés diverses
briand,Briand,Briand,2,2,4,administrateur,1922,1927,Documents généraux; Sociétés diverses
baugnies-g,Baugnies,G. Baugnies,2,2,4,administrateur,1926,1933,Documents généraux; Sociétés diverses
buzon-j,Buzon,J.-P. Buzon,2,2,4,administrateur,1937,1945,Documents généraux; Sociétés diverses
levita-j,Levita,J. Levita,2,2,4,administrateur,1937,1945,Documents généraux; Sociétés diverses
schneider-c,Schneider,Ch. Schneider; Charles Schneider,2,2,4,administrateur,1945,1951,Documents généraux; Sociétés diverses
castelnau-p,Castelnau,P. Castelnau,2,2,4,administrateur,1945,1953,Documents généraux; Sociétés diverses
chabanne-l,Chabanne,L. Chabanne,2,2,4,administrateur,1948,1953,Documents généraux; Sociétés diverses
nissim-l,Nissim,Léon Nissim,2,2,3,administrateur,1922,1926,Documents généraux; Sociétés diverses
aupetit-a,Aupetit,A. Aupetit; Albert Aupetit,2,2,3,president,1937,1940,Documents généraux; Sociétés diverses
vernes-g,Vernes,G. Vernes,2,2,3,administrateur,1948,1953,Documents généraux; Sociétés diverses
devies-m,Devies,Maurice Devies,2,2,3,president,1937,1951,Documents généraux; Sociétés diverses
ehrmann-h,Ehrmann,Henri Ehrmann,2,2,2,administrateur,1922,1922,Documents généraux; Sociétés diverses
mobiliere-s,mobilière,Sté mobilière,2,2,2,administrateur,1922,1922,Documents généraux; Sociétés diverses
richemond-j,Richemond,J. Richemond; Jean Richemond,2,2,2,administrateur,1933,1937,Documents généraux; Sociétés diverses
barnaud-p,Barnaud,P. Barnaud,2,2,2,administrateur,1950,1951,Documents généraux; Sociétés diverses
foucque-a,Foucque,Albert Foucque,2,2,2,administrateur,1922,1951,Documents généraux
decler-c,Decler,Charles Decler,2,2,2,administrateur_delegue,1937,1951,Documents généraux
rabot-j,Rabot,Jean Rabot; Rabot,2,2,2,president,1951,1951,Documents généraux
cornu-h,Cornu,Henri Cornu,2,2,2,administrateur,1951,1951,Documents généraux
consign,Consign,Consign,1,1,5,administrateur,1922,1926,Documents généraux
ceineray-p,Ceineray,Pierre Ceineray,1,1,4,administrateur,1922,1931,Sociétés diverses
hardt-g,Hardt,G. Hardt,1,1,4,administrateur,1929,1940,Sociétés diverses
