company_id,name,sectors,n_ties,n_directors,first_year,last_year
banqueindochine,Banque de l’Indochine,"Banque, gérance, assurances…; Documents généraux (par ordre chronologique)",134,92,1887,1948
unioncommercialeindochinoiseafricaine,L'Union commerciale indochinoise et africaine,Commerce; Documents généraux (par ordre chronologique),204,67,1887,1971
indochinoiseculturestropicales,Société Indochinoise des Cultures tropicales,Documents généraux (par ordre chronologique); Héveas et caoutchouc,127,64,1890,1954
duval,Duval,Documents généraux (par ordre chronologique),60,56,1906,1906
entreprisesasiatiques,Société d'Entreprises asiatiques,"Bâtiment-travaux publics, matériaux de construction, céramiques; Documents généraux (par ordre chronologique)",69,55,1890,1938
tsanhhaptsaofreres,Tsanh Hap Tsao frères,Documents généraux (par ordre chronologique),57,54,1931,1931
caoutchoucspadang,Compagnie des Caoutchoucs de Padang,Documents généraux (par ordre chronologique); Héveas et caoutchouc,137,49,1890,1953
indochinoiseelectricite,Société Indochinoise d'électricité,"Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities)",132,48,1890,1971
minesetainhauttonkin,Société des Mines d'étain du Haut-Tonkin,Documents généraux (par ordre chronologique); Mines,85,45,1890,1971
tramways,Compagnie Générale Française de Tramways,Documents généraux (par ordre chronologique); Transports terrestres et garages,157,44,1890,1971
cheminsferindochineyunnan,Compagnie française des Chemins de fer de l'Indochine et du Yunnan,Documents généraux (par ordre chronologique); Transports terrestres et garages,101,44,1890,1971
francoindochinoise,Compagnie Franco-indochinoise,"Documents généraux (par ordre chronologique); Rizières, rizeries, négoce de riz et autres céréales",88,44,1900,1951
rizeriesextremeorient,Rizeries d'Extrême-Orient,"Documents généraux (par ordre chronologique); Rizières, rizeries, négoce de riz et autres céréales",56,44,1890,1993
allumettes,Société Française des Allumettes,"Bois, meubles, papier, allumettes; Documents généraux (par ordre chronologique)",56,44,1925,1938
oxygeneacetyleneextremeorient,Société d’Oxygène et d’acétylène d’Extrême-Orient,Documents généraux (par ordre chronologique); Industries diverses,59,42,1890,1971
messageriesfluvialescochinchine,Messageries fluviales de Cochinchine,Documents généraux (par ordre chronologique); Groupes indochinois et dirigeants d'affaires diverses,106,41,1881,1953
heveastayninh,Société des hévéas de Tayninh,Documents généraux (par ordre chronologique); Héveas et caoutchouc,53,41,1890,1954
constructionsmecaniques,Constructions mécaniques,Documents généraux (par ordre chronologique),42,41,1925,1938
charbonnagestonkin,Charbonnages du Tonkin,Documents généraux (par ordre chronologique); Mines,76,40,1890,1971
francoannamitetextileexportation,Société franco-annamite textile et d'exportation,Cuirs et textiles; Documents généraux (par ordre chronologique),54,40,1890,1922
bienhoaindustrielleforestiere,Biênhoà industrielle et forestière,"Bois, meubles, papier, allumettes; Documents généraux (par ordre chronologique); Héveas et caoutchouc",49,40,1890,1953
etudesexploitationsminieresindochine,Société d'Études et d'exploitations minières de l’Indochine,Documents généraux (par ordre chronologique); Mines,84,38,1890,1971
