doc_id,pdf_url,entry_type,name_normalised,sector,country,region,year_start,year_end,title_raw
inde-indochine-a-b-david-cie-c8f4b7,https://entreprises-coloniales.fr/inde-indochine/A._B._David_&_Cie.pdf,company,David et Cie,Commerce,Indochine,Indochine,,,"David et Cie (Aaron Brook), Saïgon"
inde-indochine-a-la-menagere-hanoi-0f7510,https://entreprises-coloniales.fr/inde-indochine/A_la_Menagere-Hanoi.pdf,company,À la Ménagère,Commerce,Indochine,Indochine,,,"À la Ménagère (Nebelung frères, puis Deschamps et Cie), Hanoï, Haïphong : quincaillerie"
inde-indochine-a-la-ville-de-prague-hanoi-0240e3,https://entreprises-coloniales.fr/inde-indochine/A_la_Ville_de_Prague-Hanoi.pdf,company,Zitech À la ville de Prague,Commerce,Indochine,Indochine,,,"Zitech (Émilie) À la ville de Prague, Hanoï : curiosités, objets d'art"
inde-indochine-a-r-marty-haiphong-31517c,https://entreprises-coloniales.fr/inde-indochine/A.-R._Marty-Haiphong.pdf,person,Marty,Commerce,Indochine,Indochine,,,"Marty (Auguste-Raphaël), Haïphong : commerçant"
inde-indochine-aapfi-fbd517,https://entreprises-coloniales.fr/inde-indochine/AAPFI.pdf,source_document,"Association amicale des colons et fonctionnaires civils de l'Indo-Chine, Indo-Chinois de Paris, Association amicale et de prévoyance des Français d'Indochine",Amicales régionales et professionnelles : les petites patries à l'ombre de la grande ; amitié et solidarité,Indochine,Indochine,,,"Association amicale des colons et fonctionnaires civils de l'Indo-Chine, Indo-Chinois de Paris, Association amicale et de prévoyance des Français d'Indochine, Paris"
inde-indochine-abattoirs-annam-98f719,https://entreprises-coloniales.fr/inde-indochine/Abattoirs_Annam.pdf,company,Abattoirs de l'Annam. Le commerce du bétail en Annam en 1933,"Élevage, abattage, boucherie",Indochine,Indochine,,,Abattoirs de l'Annam. Le commerce du bétail en Annam en 1933
inde-indochine-abattoirs-haiphong-358c6b,https://entreprises-coloniales.fr/inde-indochine/Abattoirs_Haiphong.pdf,company,Abattoirs de Haïphong,"Élevage, abattage, boucherie",Indochine,Indochine,,,Abattoirs de Haïphong
inde-indochine-abattoirs-hanoi-aaab21,https://entreprises-coloniales.fr/inde-indochine/Abattoirs_Hanoi.pdf,company,Abattoirs de Hanoï,"Élevage, abattage, boucherie",Indochine,Indochine,,,Abattoirs de Hanoï
inde-indochine-abattoirs-regionaux-saigon-cholon-73a7af,https://entreprises-coloniales.fr/inde-indochine/Abattoirs_regionaux_Saigon-Cholon.pdf,company,Abattoirs régionaux de Saïgon-Cholon,"Élevage, abattage, boucherie",Indochine,Indochine,,,Abattoirs régionaux de Saïgon-Cholon
inde-indochine-abattoirs-thanh-hoa-09189b,https://entreprises-coloniales.fr/inde-indochine/Abattoirs_Thanh-hoa.pdf,company,"Abattoirs de Thanh-hoa, bouverie modèle de Nông-Công","Élevage, abattage, boucherie",Indochine,Indochine,,,"Abattoirs de Thanh-hoa, bouverie modèle de Nông-Công"
inde-indochine-achard-chimie-lamgio-b2c629,https://entreprises-coloniales.fr/inde-indochine/Achard_Chimie-Lamgio.pdf,company,"Fabrique de produits chimiques Casimir Louis Achard, Lam-Gio",Industries diverses,Indochine,Indochine,1916,1919,"Fabrique de produits chimiques Casimir Louis Achard (1916-1919), Lam-Gio"
inde-indochine-achard-entrepr-tonkin-5efa52,https://entreprises-coloniales.fr/inde-indochine/Achard_Entrepr.-Tonkin.pdf,person,Achard,"Bâtiment-travaux publics, matériaux de construction, céramiques",Indochine,Indochine,,,"Achard (Casimir Louis), Haïphong, Hanoï : entrepreneur du bâtiment, industriel en chimie, journaliste, patron de journal"
inde-indochine-acric-24a2ef,https://entreprises-coloniales.fr/inde-indochine/ACRIC.pdf,company,Agence collective de représentations industrielles en Indochine,Commerce,Indochine,Indochine,1924,1933,"Agence collective de représentations industrielles en Indochine (ACRIC)(1924-1933), Saïgon, Hanoï"
inde-indochine-adolphe-krug-hanoi-46c069,https://entreprises-coloniales.fr/inde-indochine/Adolphe_Krug-Hanoi.pdf,person,Krug,"Bâtiment-travaux publics, matériaux de construction, céramiques",Indochine,Indochine,,,"Krug (Adolphe), Hanoï : géomètre expert, entrepreneur, colon, industriel …"
inde-indochine-adolphe-lagrange-621de9,https://entreprises-coloniales.fr/inde-indochine/Adolphe_Lagrange.pdf,person,Lagrange,"Eau et assainissement, électricité (Utilities)",Indochine,Indochine,,,Lagrange (Adolphe) : l'ingénieur eurasien qui électrifia l'Annam et le Laos
inde-indochine-adrien-vidal-haiphong-051913,https://entreprises-coloniales.fr/inde-indochine/Adrien_Vidal-Haiphong.pdf,person,Vidal,"Bâtiment-travaux publics, matériaux de construction, céramiques",Indochine,Indochine,,,"Vidal (Adrien)(Redessan, 1844-Haïphong, 1913), Haïphong : entrepreneur"
inde-indochine-aec-1922-indochine-c3f1fb,https://entreprises-coloniales.fr/inde-indochine/AEC_1922-Indochine.pdf,source_document,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Indochine,Indochine,1922,,Annuaire des entreprises coloniales (1922) : l'Indochine
