company_key,company_name,attribute,value,year,source_ref,doc_id
menagere,À la Ménagère,head_office,"63, faubourg",1907,"La Loi, 17 avril 1907",inde-indochine-a-la-menagere-hanoi-0f7510
agencecollectiverepresentationsindustriellesindochine,Agence collective de représentations industrielles en Indochine,capital,100.000 fr.,1916,"JORF, 31 juillet 1916",inde-indochine-acric-24a2ef
agencecollectiverepresentationsindustriellesindochine,Agence collective de représentations industrielles en Indochine,head_office,est à Paris,1916,"JORF, 31 juillet 1916",inde-indochine-acric-24a2ef
agencecollectiverepresentationsindustriellesindochine,Agence collective de représentations industrielles en Indochine,head_office,de cette agence,1947,"Mostaganem, 1862-Paris VIIIe, 1947",inde-indochine-acric-24a2ef
agencecollectiverepresentationsindustriellesindochine,Agence collective de représentations industrielles en Indochine,head_office,"10, Mont-Dore. — Liquid. : M. Henri HARBURGER. — Annonces de",1933,"Archives commerciales de la France, 15 octobre 1933",inde-indochine-acric-24a2ef
banqueindochine,Banque de l'Indo-Chine,capital,72 millions fr.,1922,Annuaire des entreprises coloniales,inde-indochine-aec-1922-indochine-c3f1fb
banqueindustriellechine,Banque industrielle de Chine,founded_date,1913-07-05,1922,Annuaire des entreprises coloniales,inde-indochine-aec-1922-indochine-c3f1fb
hongkongshanghaibankingcorporation,Hong-Kong and Shanghai Banking corporation,head_office,HONG-KONG,1922,Annuaire des entreprises coloniales,inde-indochine-aec-1922-indochine-c3f1fb
bonnefoyfreres52,Bonnefoy frères 52,head_office,Saïgon,1922,Annuaire des entreprises coloniales,inde-indochine-aec-1922-indochine-c3f1fb
commercenavigationextremeorient,Cie de commerce et de navigation d'Extrême-Orient,founded_date,1909-09-29,1922,Annuaire des entreprises coloniales,inde-indochine-aec-1922-indochine-c3f1fb
exportationextremeorient,Cie d'exportation d'Extrême-Orient,founded_date,1914-04-13,1922,Annuaire des entreprises coloniales,inde-indochine-aec-1922-indochine-c3f1fb
francoasiatiquepetroles,Cie franco-asiatique des pétroles,founded_date,1911-04-06,1922,Annuaire des entreprises coloniales,inde-indochine-aec-1922-indochine-c3f1fb
optorg,Cie Optorg,founded_date,1919-10-17,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
comptoircommercialcaoutchoucscochinchine,Comptoir commercial des caoutchoucs de Cochinchine,founded_date,1920-08-01,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
courtinat,A. Courtinat et Cie,head_office,"et maison de vente à Saïgon, rue Catinat",1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
jfiard,J. Fiard et Cie,head_office,Tourane (Annam),1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
jacque,L. Jacque et Cie,head_office,"69, rue Catinat, Saïgon)",1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
pmassol,P. Massol et Cie,head_office,SAIGON),1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
louisogliastro,Louis Ogliastro et Cie,head_office,Saïgon (Cochinchine),1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
comptoirsextremeorientpoinsardveyretmaisonachat,"Comptoirs d'Extrême-Orient Poinsard et Veyret, Maison d'achat",founded_date,1920,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
comptoirsextremeorientpoinsardveyretmaisonachat,"Comptoirs d'Extrême-Orient Poinsard et Veyret, Maison d'achat",head_office,HAÏPHONG,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
commercialelaos,Société commerciale du Laos,founded_date,1922-03-28,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
commercialetonkin,Société commerciale du Tonkin,head_office,Cologne). Charles épouse Béatrice Tobin (1878-1958),1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
francoannamitetextileexportation,Société franco-annamite textile et d'exportation,founded_date,1920-09-15,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
francoannamitetextileexportation,Société franco-annamite textile et d'exportation,head_office,Nam-Dinh (Tonkin),1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
industrielleexportationextremeorient,Société industrielle d'exportation en Extrême-Orient,founded_date,1921-12-01,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
industrielleexportationextremeorient,Société industrielle d'exportation en Extrême-Orient,head_office,"et exploitation : 31, boulevard Carreau, Hanoï",1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
marseillaiseoutremer,Société marseillaise d'outre-mer,founded_date,1919-10-01,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
marseillaiseoutremer,Société marseillaise d'outre-mer,head_office,"SAIGON, Cochinchine)",1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
unioncommercialeindochinoiseafricaine,Union commerciale indochinoise et africaine,founded_date,1904-08-12,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
cheminsfergarantiscoloniesfrancaises,Cie des chemins de fer garantis des colonies françaises,founded_date,1881-11-15,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
eauxelectriciteindochine,Cie des eaux et d'électricité de l'Indochine,founded_date,1900-04-02,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
cheminsferindochineyunnan,Cie française des chemins de fer de l'Indochine et du Yunnan,founded_date,1901-08-10,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
cheminsferindochineyunnan,Cie française des chemins de fer de l'Indochine et du Yunnan,capital,17.500.000 fr.,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb
