person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
monnier-l,Monnier,L. Monnier; Louis Monnier,1,1,12,administrateur,1910,1948,
gascuel-l,Gascuel,L. Gascuel; Louis Gascuel,1,1,8,administrateur,1923,1938,
robellaz-f,Robellaz,F. Robellaz; Fernand Robellaz,1,1,6,administrateur,1925,1938,
langrogne-e,Langrogne,E. Langrogne; Ernest Langrogne; Langrogne,1,1,5,administrateur,1931,1940,
lafond-h,Lafond,H. Lafond,1,1,5,president,1937,1953,
monnier-j,Monnier,J. Monnier,1,1,5,administrateur,1937,1953,
pannetier-g,Pannetier,G. Pannetier,1,1,5,administrateur,1937,1953,
charbonnel-h,Charbonnel,H. Charbonnel; Henry Charbonnel,1,1,4,administrateur,1910,1927,
devise-f,Devise,F. Devise; Fernand Devise,1,1,4,administrateur,1910,1925,
harth-g,Harth,G. Harth; Georges Harth,1,1,4,administrateur,1933,1940,
merigeault,Merigeault,Merigeault,1,1,3,administrateur,1929,1933,
nevejans,Nevejans,Nevejans,1,1,3,administrateur,1929,1933,
nevejans-p,Nevejans,P. Nevejans; Paul Nevejans,1,1,3,administrateur,1937,1940,
barnabe-f,Barnabé,F. Barnabé,1,1,3,administrateur,1945,1953,
duby-a,Duby,A. Duby,1,1,3,administrateur,1945,1953,
mallet-c,Mallet,Ch. Mallet,1,1,2,administrateur,1937,1940,
puerari-j,Puerari,J. Puerari,1,1,2,administrateur,1948,1953,
harth-a,Harth,A. Harth,1,1,2,administrateur,1948,1953,
pallier-j,Pallier,J. Pallier,1,1,2,administrateur,1948,1953,
dupasseur-e,Dupasseur,Édouard Dupasseur,1,1,1,administrateur,1910,1910,
d-eichthal-w,d'Eichthal,William d'Eichthal,1,1,1,administrateur,1912,1912,
harth,Harth,Harth,1,1,1,administrateur,1931,1931,
develotte-e,Develotte,E. Develotte,1,1,1,administrateur,1931,1931,
perrin-s,Perrin,S. Perrin,1,1,1,administrateur,1931,1931,
du-castel-e,du Castel,Étienne du Castel,1,1,1,president,1938,1938,
merigeault-e,Merigeault,Émilien Merigeault,1,1,1,president,1938,1938,
fay-g,Fay,G. Fay,1,1,1,administrateur,1945,1945,
chr-monnier,Chr. Monnier,Chr. Monnier,1,1,1,administrateur,1953,1953,
