person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
barnabe-f,mineshuaron,3,1945,1953,administrateur,1
charbonnel-h,mineshuaron,4,1910,1927,administrateur,1
chr-monnier,mineshuaron,1,1953,1953,administrateur,1
d-eichthal-w,mineshuaron,1,1912,1912,administrateur,1
develotte-e,mineshuaron,1,1931,1931,administrateur,1
devise-f,mineshuaron,4,1910,1925,administrateur,1
du-castel-e,mineshuaron,1,1938,1938,president,1
duby-a,mineshuaron,3,1945,1953,administrateur,1
dupasseur-e,mineshuaron,1,1910,1910,administrateur,1
fay-g,mineshuaron,1,1945,1945,administrateur,1
fonderies-d-alais,mineshuaron,1,1912,1912,administrateur,1
fonderies-de-pontgibaud,mineshuaron,1,1912,1912,administrateur,1
gascuel-l,mineshuaron,8,1923,1938,administrateur,1
harth,mineshuaron,1,1931,1931,administrateur,1
harth-a,mineshuaron,2,1948,1953,administrateur,1
harth-g,mineshuaron,4,1933,1940,administrateur,1
lafond-h,mineshuaron,5,1937,1953,president,1
langrogne-e,mineshuaron,5,1931,1940,administrateur,1
mallet-c,mineshuaron,2,1937,1940,administrateur,1
merigeault,mineshuaron,3,1929,1933,administrateur,1
merigeault-e,mineshuaron,1,1938,1938,president,1
monnier-j,mineshuaron,5,1937,1953,administrateur,1
monnier-l,mineshuaron,12,1910,1948,administrateur,1
nevejans,mineshuaron,3,1929,1933,administrateur,1
nevejans-p,mineshuaron,3,1937,1940,administrateur,1
pallier-j,mineshuaron,2,1948,1953,administrateur,1
pannetier-g,mineshuaron,5,1937,1953,administrateur,1
perrin-s,mineshuaron,1,1931,1931,administrateur,1
puerari-j,mineshuaron,2,1948,1953,administrateur,1
robellaz-f,mineshuaron,6,1925,1938,administrateur,1
