company_id,name,sectors,n_ties,n_directors,first_year,last_year
centreafrique,Centre-Afrique,industrie,10,8,1914,1919
brasserieslogonemoundouboissonsglacierestchadndjamenabrasseriestchad,"Brasseries du Logone, Moundou, Boissons et glacières du Tchad, N'Djaména, Brasseries du Tchad",industrie,1,0,,
