person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
cahen-fuzier-e,Cahen-Fuzier,Cahen-Fuzier; Edouard Cahen-Fuzier; Édouard Cahen-Fuzier,2,2,5,administrateur,1922,1926,industries agro-alimentaires
munich-p,Munich,Paul Munich,2,2,4,president,1929,1949,Industries; industries agro-alimentaires
munich-j,Munich,Jean Munich,2,2,4,administrateur,1929,1949,Industries; industries agro-alimentaires
ravaux-r,Ravaux,Ravaux; René Ravaux,2,2,3,administrateur,1937,1951,industries agro-alimentaires
calcat-f,Calcat,F. Calcat; Fernand Calcat,2,2,3,administrateur,1924,1935,industries agro-alimentaires
tabacs,Tabacs,Tabacs; … Tabacs,2,2,3,administrateur,1929,1929,industries agro-alimentaires
jacquy-p,Jacquy,P. Jacquy,2,2,3,president,1935,1951,industries agro-alimentaires
guy-l,Guy,L. Guy,2,2,3,administrateur,1935,1951,industries agro-alimentaires
bonhomme-l,Bonhomme,L. Bonhomme,2,2,3,administrateur,1935,1951,industries agro-alimentaires
beaujolin-j,Beaujolin,Julien Beaujolin; Julien-Louis Beaujolin,2,2,2,president,1950,1951,Commerce; industries agro-alimentaires
girod-f,Girod,François Girod,2,2,2,administrateur,1950,1951,Commerce; industries agro-alimentaires
hirsch-m,Hirsch,Marcel Hirsch,2,2,2,administrateur,1924,1926,industries agro-alimentaires
petrofina,Pétrofina,Pétrofina,2,2,2,administrateur,1929,1929,industries agro-alimentaires
vega,Véga,Véga,2,2,2,administrateur,1929,1929,industries agro-alimentaires
purfina-transport,Purfina-Transport,Purfina-Transport,2,2,2,administrateur,1929,1929,industries agro-alimentaires
edition,Édition,Édition,2,2,2,administrateur,1929,1929,industries agro-alimentaires
franco-americaine-l,franco-américaine,Librairie franco-américaine,2,2,2,administrateur,1929,1929,industries agro-alimentaires
thes-de-l-indochine,Thés de l'Indochine,Thés de l'Indochine,2,2,2,administrateur,1929,1929,industries agro-alimentaires
palmeraies-du-cameroun,Palmeraies du Cameroun,Palmeraies du Cameroun,2,2,2,administrateur,1929,1929,industries agro-alimentaires
cotonniere-du-niger-c,cotonnière du Niger,Culture cotonnière du Niger,2,2,2,administrateur,1929,1929,industries agro-alimentaires
fink-herault-y,Fink-Hérault,Fink-Hérault; Yvan Fink-Hérault,2,2,2,administrateur,1935,1951,industries agro-alimentaires
toudet-f,Toudet,F. Toudet,1,1,4,administrateur,1929,1940,industries agro-alimentaires
becker,Becker,Becker,1,1,4,administrateur,1929,1940,industries agro-alimentaires
fay-j,Faÿ,Jacques Faÿ,1,1,4,administrateur,1929,1949,Industries
longere-g,Longère,G. Longère; Georges-Étienne Longère,1,1,3,administrateur,1928,1935,industries agro-alimentaires
humarau-j,Humarau,J.-F. Humarau,1,1,2,administrateur,1929,1931,industries agro-alimentaires
michel-a,Michel,A. Michel,1,1,2,administrateur,1929,1931,industries agro-alimentaires
bonnier-g,Bonnier,G. Bonnier,1,1,2,administrateur,1937,1940,industries agro-alimentaires
simon,Simon,Simon,1,1,2,administrateur,1937,1940,industries agro-alimentaires
bonnemaison-p,Bonnemaison,P. Bonnemaison,1,1,2,administrateur,1937,1940,industries agro-alimentaires
batsere-l,Batsere,L. Batsere,1,1,2,administrateur,1937,1940,industries agro-alimentaires
