company_id,name,sectors,n_ties,n_directors,first_year,last_year
nationaletonneliere,"Société Nationale Tonnelière, puis Nationale du Cameroun",industries agro-alimentaires,22,19,1919,1936
tabacscameroun,"Cie des Tabacs du Cameroun, puis Tabacs et plantations du Cameroun, puis Plantations de Nyombé-Penja",industries agro-alimentaires,24,18,1922,1937
caoutchoucscacaoscameroun,Société des Caoutchoucs et cacaos du Cameroun,industries agro-alimentaires,29,15,1929,1940
colonialedistributionenergieelectrique,"Compagnie Coloniale de Distribution d'énergie électrique, puis Centrale de distribution d'énergie électrique",Industries,23,13,1929,1949
palmeraiescameroun,Compagnie des Palmeraies du Cameroun,industries agro-alimentaires,17,13,1924,1930
brasseriescameroun,Société anonyme des Brasseries du Cameroun,industries agro-alimentaires,12,12,1953,1953
plantationsfoumbankouti,"Plantations de Foumban, Kouti",industries agro-alimentaires,14,11,1930,1950
pastoraleafricaine,Cie pastorale africaine,industries agro-alimentaires,10,10,1951,1954
pastoralecommercialeafricaine,"Compagnie Pastorale et Commerciale africaine, puis Pastorale africaine",industries agro-alimentaires,13,9,1928,1935
africaineforestiereagricole,Société africaine forestière et agricole,industries agro-alimentaires,9,9,1951,1951
cotonnierenordcamerountchad,Société Cotonnière du Nord-Cameroun et du Tchad,industries agro-alimentaires,12,8,1928,1935
ouestcameroun,Cie Ouest-Cameroun,industries agro-alimentaires,8,8,1951,1951
sudkamerungesellschaft,Sud-Kamerun Gesellschaft,industries agro-alimentaires,8,8,1903,1903
etablissementsjosephmas,Établissements Joseph Mas,Commerce,8,7,1930,1930
bongolalokundji,Bongola-Lokundji,industries agro-alimentaires,7,7,1951,1951
materielcolonial,Le Matériel colonial,Commerce,7,7,1951,1951
agricoleforestierecameroun,Compagnie Agricole et forestière du Cameroun,industries agro-alimentaires,5,5,1951,1951
etablissementscomptoirsgeorgessavoie,Établissements et comptoirs Georges Savoie,Commerce,5,5,1927,1927
niabang,Société Niabang,industries agro-alimentaires,5,5,1933,1933
omniumforestierafricain,Omnium forestier africain,industries agro-alimentaires,5,4,1925,1925
etablissementstabourel,Société des Établissements Tabourel,Commerce,3,3,1924,1924
africaineindustrielleforestiere,Compagnie Africaine Industrielle et Forestière,industries agro-alimentaires,3,3,1935,1935
