company_key,company_name,attribute,value,year,source_ref,doc_id
agricoleforestierecameroun,Cie agricole et forestière du Cameroun (ex,founded_date,1926-07-19,1951,"AEC 1951, p. 587",afrique-equatoriale-agric-forest-cameroun-9a1e92
agricoleforestierecameroun,Cie agricole et forestière du Cameroun (ex,capital,100 millions fr.,1951,"AEC 1951, p. 587",afrique-equatoriale-agric-forest-cameroun-9a1e92
agricoleforestierecameroun,Cie agricole et forestière du Cameroun (ex,head_office,"Paris, 26, rue Laffitte [= Bq internationale de Commerce]",1951,"AEC 1951, p. 587",afrique-equatoriale-agric-forest-cameroun-9a1e92
bongolalokundjenyong,Bongola-Lokundje-N'Yong,capital,4.750.000 francs,,,afrique-equatoriale-bongola-lokundje-nyong-9dba61
bongolalokundjenyong,Bongola-Lokundje-N'Yong,head_office,Douala (Cameroun),,,afrique-equatoriale-bongola-lokundje-nyong-9dba61
bongolalokundjenyong,Bongola-Lokundje-N'Yong,head_office,— Durée,1927,"Journal officiel des territoires occupés de l’ancien Cameroun, 15 février 1927",afrique-equatoriale-bongola-lokundje-nyong-9dba61
bongolalokundjenyong,Bongola-Lokundje-N'Yong,founded_date,1926-09-23,1927,"La Cote de la Bourse et de la banque, 26 août 1927",afrique-equatoriale-bongola-lokundje-nyong-9dba61
bongolalokundjenyong,Bongola-Lokundje-N'Yong,capital,4.750.000 fr.,1927,"La Cote de la Bourse et de la banque, 26 août 1927",afrique-equatoriale-bongola-lokundje-nyong-9dba61
bongolalokundji,Bongola-Lokundji,founded_date,1926-09-23,1951,"AEC 1951, p. 585",afrique-equatoriale-bongola-lokundje-nyong-9dba61
brasseriescameroun,Société anonyme des Brasseries du Cameroun,founded_date,1948-02-02,1992,"Douai, 12 novembre 1913-Saint-Sauveur, Vienne, 11 août 1992",afrique-equatoriale-brasseries-du-cameroun-46e101
brasseriescameroun,Société anonyme des Brasseries du Cameroun,capital,210 millions francs,1992,"Douai, 12 novembre 1913-Saint-Sauveur, Vienne, 11 août 1992",afrique-equatoriale-brasseries-du-cameroun-46e101
brasseriescameroun,Société anonyme des Brasseries du Cameroun,head_office,Douala (Cameroun). Correspondant en France : Société auxiliaire pour la brasserie,1992,"Douai, 12 novembre 1913-Saint-Sauveur, Vienne, 11 août 1992",afrique-equatoriale-brasseries-du-cameroun-46e101
etablissementstabourel,Société des Établissements Tabourel,founded_date,1924-02-28,,,afrique-equatoriale-c-a-tabourel-e09835
etablissementstabourel,Société des Établissements Tabourel,capital,3.000.000 FRANCS,,,afrique-equatoriale-c-a-tabourel-e09835
etablissementstabourel,Société des Établissements Tabourel,head_office,"BORDEAUX, 17, rue Professeur-Demons",,,afrique-equatoriale-c-a-tabourel-e09835
etablissementstabourel,Société des Établissements Tabourel,head_office,"est à Bordeaux, 17, rue du Professeur-Demons",1924,"La Journée industrielle, 22 avril 1924",afrique-equatoriale-c-a-tabourel-e09835
africaineindustrielleforestiere,Compagnie Africaine Industrielle et Forestière,head_office,Douala) ayant versé à l'enregistrement à Douala les droits de timbre prévus par l'article,1929,"Journal officiel du Cameroun, 15 octobre 1929",afrique-equatoriale-caif-douala-0d6698
africaineindustrielleforestiere,Compagnie Africaine Industrielle et Forestière,founded_date,1928-05-08,1935,"La Dépêche coloniale, 3 juillet 1935",afrique-equatoriale-caif-douala-0d6698
africaineindustrielleforestiere,Compagnie Africaine Industrielle et Forestière,head_office,Douala (Cameroun),1935,"La Dépêche coloniale, 3 juillet 1935",afrique-equatoriale-caif-douala-0d6698
camerounnigeria,Société Française Cameroun-Nigeria,capital,2.000.000 francs,,,afrique-equatoriale-cameroun-nigeria-5218f1
camerounnigeria,Société Française Cameroun-Nigeria,head_office,BORDEAUX,,,afrique-equatoriale-cameroun-nigeria-5218f1
