person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
caplain-e,Caplain,E. Caplain; Eugène Caplain,2,2,3,administrateur,1920,1931,
fourie-h,Fourié,H. Fourié; Henri Fourié,2,2,3,administrateur,1922,1931,
bougere-f,Bougère,Bougère; F. Bougère,2,2,2,administrateur,1901,1922,
weber-j,Weber,J. Weber,2,2,2,administrateur,1929,1931,
sicault-l,Sicault,L. Sicault,2,2,2,administrateur,1929,1931,
desouches-b,Desouches,B. Desouches,2,2,2,administrateur,1929,1931,
sicard-u,Sicard,U. Sicard,2,2,2,administrateur,1929,1931,
planty-a,Planty,A. Planty,2,2,2,administrateur,1929,1931,
caplain-l,Caplain,L. Caplain; L. Caplain. 4,2,2,2,administrateur,1929,1931,
borelli-g,Borelli,Borelli,1,1,2,administrateur,1901,1901,
mante,Mante,Mante,1,1,2,administrateur,1901,1901,
bartoli-e,Bartoli,E. Bartoli; Émile Bartoli,1,1,2,administrateur,1920,1920,
luiset-m,Luiset,Luiset; Maurice Luiset,1,1,2,administrateur,1920,1920,
tovalou-q,Tovalou,Q. Tovalou; Quénum Tovalou,1,1,2,administrateur,1920,1920,
renouard,Renouard,Renouard,1,1,1,administrateur,1901,1901,
leopold,Léopold,Léopold,1,1,1,administrateur,1901,1901,
thiebaut,Thiébaut,Thiébaut,1,1,1,administrateur,1901,1901,
victor,Victor,Victor,1,1,1,administrateur,1901,1901,
georges,Georges,Georges,1,1,1,administrateur,1901,1901,
octave,Octave,Octave,1,1,1,administrateur,1901,1901,
carraby-c,Carraby,Carraby,1,1,1,administrateur,1901,1901,
callixte,Callixte,Callixte,1,1,1,administrateur,1901,1901,
goffin,Goffin,Goffin,1,1,1,administrateur,1901,1901,
lebeuf,Lebeuf,Lebeuf,1,1,1,administrateur,1901,1901,
lebon,Lebon,Lebon,1,1,1,administrateur,1901,1901,
andre,André,André,1,1,1,administrateur,1901,1901,
theodore-m,Théodore,Théodore,1,1,1,administrateur,1901,1901,
louis-m,Louis,Louis,1,1,1,administrateur,1901,1901,
thys,Thys,Thys,1,1,1,administrateur,1901,1901,
vagliano,Vagliano,Vagliano,1,1,1,administrateur,1901,1901,
villars,Villars,Villars,1,1,1,administrateur,1901,1901,
lucien,Lucien,Lucien,1,1,1,administrateur,1901,1901,
entre-pahou,entre Pahou,entre Pahou,1,1,1,administrateur,1912,1912,
chapuy-p,Chapuy,Paul Chapuy,1,1,1,president,1922,1922,
nouvion,Nouvion,Nouvion,1,1,1,vice_president,1922,1922,
coffin-l,Coffin,L. Coffin,1,1,1,administrateur,1922,1922,
vacherie-a,Vacherie,A. Vacherie,1,1,1,administrateur,1922,1922,
froment-guieysseet-georges-biraben,Froment-Guieysse.et Georges Biraben,Froment-Guieysse.et Georges Biraben,1,1,1,administrateur,1927,1927,
olivier-m,Olivier,Maurice Olivier,1,1,1,administrateur,1920,1920,
michaut-e,Michaut,Eugène Michaut,1,1,1,administrateur,1920,1920,
et-henri-fourie,et Henri Fourié,et Henri Fourié,1,1,1,administrateur,1920,1920,
eug-michaut,Eug. Michaut,Eug. Michaut,1,1,1,president,1922,1922,
eug-caplain,Eug. Caplain,Eug. Caplain,1,1,1,administrateur,1922,1922,
delcroix-a,Delcroix,A. Delcroix,1,1,1,administrateur,1929,1929,
bolle-a,Bolle,A. Bolle,1,1,1,administrateur,1931,1931,
blanquet-m,Blanquet,Blanquet,1,1,1,administrateur,1931,1931,
delarbre,Delarbre,Delarbre,1,1,1,administrateur,1931,1931,
porte-p,Porte,P. Porte,1,1,1,administrateur,1931,1931,
bourjac-g,Bourjac,Georges Bourjac,1,1,1,president_directeur_general,1951,1951,
favreau-g,Favreau,Gisèle Favreau,1,1,1,administrateur,1951,1951,
ernoult,Ernoult,Ernoult,1,1,1,administrateur,1951,1951,
calary-de-lamaziere-r,Calary de Lamazière,Raoul Calary de Lamazière,1,1,1,administrateur,,,
rastoin-e,Rastoin,Émile Rastoin,1,1,1,administrateur,,,
gallusser-a,Gallusser,Albert Gallusser,1,1,1,administrateur,,,
martin-e,Martin,Édouard Martin,1,1,1,administrateur,,,
rocca-j,Rocca,Jean-Baptiste Rocca,1,1,1,administrateur,,,
commerciale-du-pacifique,Commerciale du Pacifique,Commerciale du Pacifique,1,1,1,administrateur,,,
e-rastoin,E Rastoin,E Rastoin,1,1,1,administrateur,1920,1920,
e-martin,E Martin,E Martin,1,1,1,administrateur,1920,1920,
j-b-rocca,J.- B. Rocca,J.- B. Rocca,1,1,1,administrateur,1920,1920,
