company_id,name,sectors,n_ties,n_directors,first_year,last_year
cheminsferdahomeyoucentraldahomeen,Compagnie française de Chemins de fer au Dahomey ou Central-Dahoméen,,24,22,1901,1912
comptoirsreunisouestafricain,Comptoirs réunis de l'Ouest-Africain,,19,17,1920,1931
etablissementspozzodiborgo,Établissements Pozzo di Borgo,,16,16,1920,1925
dahomey,Société Française du Dahomey,,16,13,1920,1921
raymondbuurmans,Raymond Buurmans,,9,9,1929,1929
minieredahomey,"Société Minière du Dahomey, puis du Dahomey-Niger",,9,7,1949,1949
comptoirsfrancoafricains,Société générale des Comptoirs franco-africains,,6,6,1925,1925
palme,Société Palme,,6,6,1935,1942
cheminsferdahomey,Cie française de chemins de fer du Dahomey,,5,5,1922,1922
ouemedahomey,Compagnie de Ouémé-Dahomey,,5,5,1899,1899
entreprisestransatlantiques,Entreprises transatlantiques,,5,3,1951,1951
transportsremorquagesafricains,Transports et remorquages africains,,3,3,1928,1928
comptoirshuileriesdahomey,Comptoirs et huileries du Dahomey,,1,1,1927,1927
agricoledahomeycolonisationalsaciennelorrainesaudemont,Compagnie Agricole au Dahomey Colonisation alsacienne-lorraine A. Saudemont et Cie,,1,0,1901,1901
