person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
saudemont-a,agricoledahomeycolonisationalsaciennelorrainesaudemont,1,1901,1901,gerant,0
bougere-f,cheminsferdahomey,1,1922,1922,administrateur,1
chapuy-p,cheminsferdahomey,1,1922,1922,president,1
coffin-l,cheminsferdahomey,1,1922,1922,administrateur,1
nouvion,cheminsferdahomey,1,1922,1922,vice_president,1
vacherie-a,cheminsferdahomey,1,1922,1922,administrateur,1
andre,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
borelli-g,cheminsferdahomeyoucentraldahomeen,2,1901,1901,administrateur,1
bougere,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
callixte,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
carraby-c,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
entre-pahou,cheminsferdahomeyoucentraldahomeen,1,1912,1912,administrateur,1
georges,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
goffin,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
lebeuf,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
lebon,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
leopold,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
louis,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
lucien-m,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
mante,cheminsferdahomeyoucentraldahomeen,2,1901,1901,administrateur,1
octave-n,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
renouard-l,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
theodore-m,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
thiebaut,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
thys,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
vagliano,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
victor,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
villars,cheminsferdahomeyoucentraldahomeen,1,1901,1901,administrateur,1
boussenot-g,comptoirsfrancoafricains,1,1925,1925,administrateur,1
capdeville-e,comptoirsfrancoafricains,1,1925,1925,administrateur,1
dreyfus-m,comptoirsfrancoafricains,1,1925,1925,administrateur,1
gallet-j,comptoirsfrancoafricains,1,1925,1925,administrateur,1
may-p,comptoirsfrancoafricains,1,1925,1925,administrateur,1
rauzy-p-paul,comptoirsfrancoafricains,1,1925,1925,administrateur,1
froment-guieysseet-georges-biraben,comptoirshuileriesdahomey,1,1927,1927,administrateur,1
blanquet,comptoirsreunisouestafricain,1,1931,1931,administrateur,1
bolle-a,comptoirsreunisouestafricain,1,1931,1931,administrateur,1
caplain-e,comptoirsreunisouestafricain,2,1920,1931,administrateur,1
caplain-l,comptoirsreunisouestafricain,1,1931,1931,administrateur,1
delarbre,comptoirsreunisouestafricain,1,1931,1931,administrateur,1
desouches-b,comptoirsreunisouestafricain,1,1931,1931,administrateur,1
et-henri-fourie,comptoirsreunisouestafricain,1,1920,1920,administrateur,1
eug-caplain,comptoirsreunisouestafricain,1,1922,1922,administrateur,1
eug-michaut,comptoirsreunisouestafricain,1,1922,1922,president,1
fourie-h,comptoirsreunisouestafricain,2,1922,1931,administrateur,1
michaut-e,comptoirsreunisouestafricain,1,1920,1920,administrateur,1
olivier-m-maurice,comptoirsreunisouestafricain,1,1920,1920,administrateur,1
planty-a,comptoirsreunisouestafricain,1,1931,1931,administrateur,1
porte-p,comptoirsreunisouestafricain,1,1931,1931,administrateur,1
sicard-u,comptoirsreunisouestafricain,1,1931,1931,administrateur,1
sicault-l,comptoirsreunisouestafricain,1,1931,1931,administrateur,1
