person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
mizraki-m,Mizraki,Maurice Mizraki; Mizraki,7,7,10,administrateur,1922,1937,"Agro-alimentaire, cultures industrielles; Industries; Mines; Transports"
levy-g,Levy,G. Lévy; Gaston Levy; Gaston Lévy,7,7,8,administrateur,1924,1931,"Agro-alimentaire, cultures industrielles; Industries; Transports"
richard-j,Richard,J.-B. Richard,6,6,7,administrateur,1903,1912,Mines
calcat-f,Calcat,F. Calcat; Fernand Calcat,5,5,6,administrateur,1924,1932,"Agro-alimentaire, cultures industrielles; Industries; Transports"
plagelat-l,Plagelat,L. Plagelat; Léon Plagelat; Plagelat. 2,4,4,7,administrateur,1924,1935,"Agro-alimentaire, cultures industrielles; Industries; Transports"
cassagnac-j,Cassagnac,J. Cassagnac; Julien Cassagnac,4,4,7,administrateur,1921,1930,Commerce; Industries
lavril-m,Lavril,Lavril; Max Lavril,4,4,5,president,1945,1953,Commerce; Industries
merle-m,Merle,Mathieu Merle,4,4,5,administrateur,1926,1951,"Agro-alimentaire, cultures industrielles; Industries"
vizioz-g,Vizioz,Gabriel Vizioz,4,4,4,administrateur,1920,1926,"Agro-alimentaire, cultures industrielles; Commerce; Industries"
vallee-siege-social-a-paris-h,Vallée. Siège social: à Paris,H. Vallée. Siège social: à Paris,4,4,4,administrateur,1903,1934,Mines
legourd-a,Legourd,A. Legourd; Alexandre Legourd; Legourd,3,3,12,president,1923,1953,"Agro-alimentaire, cultures industrielles"
rosa-e,Rosa,E. Rosa; Ernest Rosa,3,3,8,administrateur,1922,1957,"Agro-alimentaire, cultures industrielles"
vizioz-j,Vizioz,Julien VIZIOZ; Julien Vizioz,3,3,6,administrateur,1922,1927,Commerce; Industries
weber,Weber,Weber,3,3,5,administrateur,1920,1931,"Agro-alimentaire, cultures industrielles"
lemaitre-r,Lemaitre,René Lemaitre; René Lemaître,3,3,4,president,1933,1951,"Agro-alimentaire, cultures industrielles; Industries"
deloffre-g,Deloffre,G. Deloffre; Georges Deloffre,3,3,4,administrateur,1935,1951,"Agro-alimentaire, cultures industrielles; Industries"
pognon-l,Pognon,Léon Pognon; Léon Pognon. 1,3,3,4,administrateur,1933,1951,"Agro-alimentaire, cultures industrielles; Industries"
martin-e,Martin,E. Martin; Édouard Martin,3,3,3,administrateur,1924,1929,Industries; Transports
klotz-e,Klotz,Klotz; Émile Klotz,3,3,3,administrateur,1922,1939,Commerce; Industries
duvernet-h,Duvernet 1,Henri Duvernet; Henri Duvernet 1,3,3,3,administrateur,1930,1951,"Agro-alimentaire, cultures industrielles; Commerce"
lejeune-c,Lejeune,Camille Lejeune,3,3,3,administrateur,1936,1951,"Agro-alimentaire, cultures industrielles; Mines"
joubert-j,Joubert,J. Joubert; J.-R. Joubert,3,3,3,administrateur,1936,1953,Commerce; Industries; Mines
h-lippens,H Lippens,H Lippens,3,3,3,administrateur,1903,1934,Mines
japhet-e,Japhet,Emmanuel Japhet,3,3,3,administrateur,1951,1951,"Agro-alimentaire, cultures industrielles; Industries"
vivier-e,Vivier,E. Vivier; Émile Vivier,3,3,3,administrateur,1921,1933,Industries
fourn-g,Fourn,Gaston Fourn,3,3,3,president,1934,1936,"Agro-alimentaire, cultures industrielles; Commerce; Industries"
fousse-p,Foussé,Pierre Foussé,3,3,3,administrateur_delegue,1934,1936,"Agro-alimentaire, cultures industrielles; Commerce; Industries"
bricard-l,Bricard,Louis Bricard,3,3,3,administrateur,1934,1936,"Agro-alimentaire, cultures industrielles; Commerce; Industries"
nemos-e,Nemos,Eugène Nemos,3,3,3,president,1950,1951,"Agro-alimentaire, cultures industrielles; Commerce; Industries"
anthoine-f,Anthoine,François Anthoine,3,3,3,administrateur,1950,1951,"Agro-alimentaire, cultures industrielles; Commerce; Industries"
bocquet-j,Bocquet,Jacques Bocquet,3,3,3,administrateur,1950,1951,"Agro-alimentaire, cultures industrielles; Commerce; Industries"
daudier-e,Daudier,E. Daudier; Étienne Daudier,2,2,9,administrateur,1931,1951,"Agro-alimentaire, cultures industrielles; Industries"
doumic-j,Doumic,Doumic; J.-R. Doumic; Jacques-René Doumic,2,2,8,administrateur,1933,1953,"Agro-alimentaire, cultures industrielles; Commerce"
schoofs,Schoofs,Schoofs,2,2,7,administrateur,1931,1951,"Agro-alimentaire, cultures industrielles"
grivelle-g,Grivellé,G. Grivellé; Gabriel GRIVELLÉ; Gabriel Grivellé,2,2,6,president,1935,1951,"Agro-alimentaire, cultures industrielles"
ducasse-p,Ducasse,P. Ducasse; Pierre DUCASSE; Pierre Ducasse,2,2,6,administrateur,1935,1951,"Agro-alimentaire, cultures industrielles"
marguet-a,Marguet,A. Marguet; A.F. Marguet,2,2,5,administrateur,1921,1933,Industries
mounier-p,Mounier,P. Mounier; Pierre Mounier,2,2,4,administrateur,1929,1948,Industries; Transports
toulemonde-l,Toulemonde,L. Toulemonde; Louis Toulemonde,2,2,4,administrateur,1911,1925,"Agro-alimentaire, cultures industrielles"
delsaux-p,Delsaux,P. Delsaux; Paul Delsaux,2,2,4,administrateur,1911,1925,"Agro-alimentaire, cultures industrielles"
crivelli,Crivelli,Crivelli,2,2,4,administrateur,1925,1931,"Agro-alimentaire, cultures industrielles"
lamarque,Lamarque,Lamarque,2,2,4,administrateur,1935,1945,"Agro-alimentaire, cultures industrielles"
marchal-g,Marchal,Georges MARCHAL; Georges Marchal,2,2,4,administrateur,1935,1942,"Agro-alimentaire, cultures industrielles"
guiraud-a,Guiraud,A. Guiraud; André Guiraud,2,2,3,administrateur,1947,1953,Commerce
picanon-e,Picanon,Edouard Picanon; Picanon,2,2,3,administrateur,1925,1929,Industries
schmidt-g,Schmidt,G. Schmidt; Georges Schmidt,2,2,3,administrateur,1925,1947,Commerce; Industries
baye-l,Baye,Louis Baye,2,2,3,administrateur,1928,1931,"Agro-alimentaire, cultures industrielles"
cayron-g,Cayron,Georges Cayron,2,2,3,administrateur,1928,1931,"Agro-alimentaire, cultures industrielles"
mandel-a,Mandel,Auguste Mandel,2,2,3,administrateur,1928,1931,"Agro-alimentaire, cultures industrielles"
