doc_id,company_key,company_name,member_key,name_clean,role,year,source_ref,sector,country,region
afrique-equatoriale-ceca-gabon-a2b1b2,exploitationscommercialesafricaines,Compagnie d'Exploitations commerciales africaines,entreprisesindustrielles,Société d'entreprises industrielles,administrateur,1950,"L'Information financière, économique et politique, 31 octobre 1950",Commerce,Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-aec-1951-cote-ivoire-9a27f1,theodorejvieyra,Théodore J. Vieyra,unionafricaineagric,Union africaine agric,administrateur,1951,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-aec-1951-cote-ivoire-9a27f1,theodorejvieyra,Théodore J. Vieyra,colonialesacfournierbidoz,Société coloniale du Sac. Fournier-Bidoz,administrateur,1951,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-aec-1951-cote-ivoire-9a27f1,theodorejvieyra,Théodore J. Vieyra,kapokplantationskapokiers,kapok. Plantations de kapokiers,gerant,1951,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-aec-1951-cote-ivoire-9a27f1,theodorejvieyra,Théodore J. Vieyra,plantationsleonpascal,Plantations. Leon Pascal,gerant,1951,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-aec-1951-cote-ivoire-9a27f1,theodorejvieyra,Théodore J. Vieyra,calve,Calvé,gerant,1951,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-aec-1951-cote-ivoire-9a27f1,theodorejvieyra,Théodore J. Vieyra,grenouilleauboissassandra,Grenouilleau. Société des bois de Sassandra,gerant,1951,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-aec-1951-cote-ivoire-9a27f1,theodorejvieyra,Théodore J. Vieyra,parisexploitationproduitscoloniaux,Paris. Société d'exploitation de produits coloniaux,gerant,1951,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-aec-1951-cote-ivoire-9a27f1,theodorejvieyra,Théodore J. Vieyra,bp14,Cie. B. P. 14,gerant,1951,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-aec-1951-cote-ivoire-9a27f1,theodorejvieyra,Théodore J. Vieyra,algerscieriesbaouke,Alger. Société des scieries du Baouké,gerant,1951,Annuaire des entreprises coloniales,Documents généraux (par ordre chronologique),Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-bingerville-3e6f58,commerceinternationalcolonial,Cie française de commerce international et colonial,plantationsbananiersmaneahblachon,plantations de bananiers à Manéah. Blachon,administrateur,1926,AEC 1926,Documents généraux (par ordre chronologique),Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-bracodi-b5e1d7,renegastondreyfus,René Gaston-Dreyfus,cherifienneparticipations,Société chérifienne de participations,administrateur,1958,"Sarl, 1958","Agro-alimentaire, cultures industrielles",Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-bracodi-b5e1d7,renegastondreyfus,René Gaston-Dreyfus,brasseries,Société des Brasseries,administrateur,1958,"Sarl, 1958","Agro-alimentaire, cultures industrielles",Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-cfci-grand-bassam-bac16d,coteivoire,Compagnie Française de la Côte d'Ivoire,forestier,Forestier,administrateur,1941,"Le Phare de la Loire, 1er février 1941",Commerce,Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-cie-miniere-de-l-afema-395c96,miniereafema,Compagnie Minière de l'Afema,mediterraneenne,Société méditerranéenne,administrateur,1938,"La Journée industrielle, 17 avril 1938",Mines,Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-cie-miniere-de-l-afema-395c96,miniereafema,Compagnie Minière de l'Afema,etudes,Société française d'études,administrateur,1938,"La Journée industrielle, 17 avril 1938",Mines,Côte d'Ivoire,Afrique occidentale francaise
afrique-occidentale-cie-miniere-de-l-afema-395c96,miniereafema,Compagnie Minière de l'Afema,miniereafema,… la Compagnie minière de l'Afema,administrateur,1938,"La Journée industrielle, 21 août 1938",Mines,Côte d'Ivoire,Afrique occidentale francaise
