company_id_1,company_id_2,period,weight,shared_directors
occidentaleafricaine,scieriesafricaines,1914_1929,12,bernheim-l; cassagnac-j; chevallier-du-buisson-r; et-paul-paillet; experton-p; fouque-j; gast-a; haas-a; klotz-e; vizioz-d; vizioz-g; vizioz-j
boiscoteivoire,transitgrandlahou,1914_1929,4,levy-g; martin-e; mizraki-m; plagelat-l
forestiereindenie,transitgrandlahou,1914_1929,4,calcat-f; levy-g; martin-e; plagelat-l
colonialebandama,plantationssorotona,1914_1929,4,baye-l; cayron-g; eliautou-e; mandel-a
jeanweber,plantationstanoe,1914_1929,4,allibaud-j; crivelli; legourd-a; weber
boiscoteivoire,kong,1914_1929,3,levy-g; mizraki-m; picanon-e
boiscoteivoire,forestiereindenie,1914_1929,3,levy-g; martin-e; plagelat-l
actionjouissance,kong,1914_1929,3,levy-g; mizraki-m; vivier-e
forestiereindenie,plantationsreuniesouestafricain,1914_1929,3,calcat-f; et-maurice-mizraki; levy-g
kong,plantationsreuniesouestafricain,1914_1929,3,calcat-f; levy-g; merle-m
kong,transitgrandlahou,1914_1929,3,calcat-f; levy-g; mizraki-m
forestiereafrique,occidentaleafricaine,1914_1929,3,cassagnac-j; vizioz-g; vizioz-j
forestiereafrique,scieriesafricaines,1914_1929,3,cassagnac-j; vizioz-g; vizioz-j
actionjouissance,boiscoteivoire,1914_1929,2,levy-g; mizraki-m
actionjouissance,transitgrandlahou,1914_1929,2,levy-g; mizraki-m
forestiereindenie,kong,1914_1929,2,calcat-f; levy-g
plantationsreuniesouestafricain,transitgrandlahou,1914_1929,2,calcat-f; levy-g
alsaciennecoteivoire,occidentaleafricaine,1914_1929,2,bonfils-e; vizioz-g
kokumbocoltd,minierefoncierebandama,1914_1929,2,h-frot; j-halphen
actionjouissance,forestiereindenie,1914_1929,1,levy-g
actionjouissance,plantationsreuniesouestafricain,1914_1929,1,levy-g
boiscoteivoire,plantationsreuniesouestafricain,1914_1929,1,levy-g
actionjouissance,minierefoncierebandama,1914_1929,1,mizraki-m
boiscoteivoire,minierefoncierebandama,1914_1929,1,mizraki-m
kong,minierefoncierebandama,1914_1929,1,mizraki-m
minierefoncierebandama,transitgrandlahou,1914_1929,1,mizraki-m
forestiereafrique,unioncolonialeelectricite,1914_1929,1,cassagnac-j
occidentaleafricaine,unioncolonialeelectricite,1914_1929,1,cassagnac-j
scieriesafricaines,unioncolonialeelectricite,1914_1929,1,cassagnac-j
alsaciennecoteivoire,forestiereafrique,1914_1929,1,vizioz-g
alsaciennecoteivoire,scieriesafricaines,1914_1929,1,vizioz-g
huileriesafricaines,huileriesafricainesdrewin,1914_1929,1,van-de-velde-w
actionjouissance,importationboisexotiques,1914_1929,1,marguet-a
commercialeindustrielleagricolepalmeraiesafricaines,jeanweber,1914_1929,1,weber
commercialeindustrielleagricolepalmeraiesafricaines,plantationstanoe,1914_1929,1,weber
commercialeindustrielleagricolepalmeraiesafricaines,commercialeindustriellepalmeraiesafricaines,1914_1929,1,durrieu
commercialeindustriellepalmeraiesafricaines,plantationstanoecafeiers,1914_1929,1,weber-j
jeanweber,plantationstanoecafeiers,1914_1929,1,legourd-a
plantationstanoe,plantationstanoecafeiers,1914_1929,1,legourd-a
miniereagricolemarcory,plantationsreuniesouestafricain,1914_1929,1,p-forveille-imprimeur-de-titres-paris-rodez
culturesextremeorient,culturesextremeorientafrique,1930_1944,4,ducasse-p; grivelle-g; lamarque; marchal-g
forestiereindenie,plantationshuileriesbingerville,1930_1944,3,lemaitre-r; plagelat-l; pognon-l
alsaciennecoteivoire,occidentaleafricaine,1930_1944,3,bricard-l; fourn-g; fousse-p
alsaciennecoteivoire,scieriesafricaines,1930_1944,3,bricard-l; fourn-g; fousse-p
occidentaleafricaine,scieriesafricaines,1930_1944,3,bricard-l; fourn-g; fousse-p
exploitationscommercialesafricaines,plantationstanoe,1930_1944,1,doumic-j
miniereafema,miniereouestafricaineaboisso,1930_1944,1,lejeune-c
domainekokumbo,miniereouestafricaineaboisso,1930_1944,1,gerard-r
domainekokumbo,miniereindustrielleimmobilierecoteivoire,1930_1944,1,tezier-h
importationboisexotiques,plantationshuileriesbingerville,1930_1944,1,mizraki-m
agricoleafricaine,plantationstanoe,1930_1944,1,poncin-h
plantationshuileriesbingerville,plantationsreuniesouestafricain,1930_1944,1,imp-fano-emonet-c
forestiereequatoriale,uniontropicaleplantations,1945_1962,7,daudier-e; de-beaumont-j; de-rivaud-r; japhet-e; michaux-r; ph-langlois-berthelot; schoofs-m
etablissementscharlesperinaud,exportationcoloniale,1945_1962,5,duvernet-h; duvernet-j; jeanne-henriette-duvernet; martin-v; tardivat-h
africainefinanciereagricole,uniontropicaleplantations,1945_1962,4,japhet-e; pirlet-l; schoofs; smekens-a
occidentaleafricaine,scieriesafricaines,1945_1962,4,anthoine-f; bocquet-j; nemos-e; vigne-r
alsaciennecoteivoire,occidentaleafricaine,1945_1962,3,anthoine-f; bocquet-j; nemos-e
alsaciennecoteivoire,scieriesafricaines,1945_1962,3,anthoine-f; bocquet-j; nemos-e
commercialeafrique,exploitationscommercialesafricaines,1945_1962,2,guiraud-a; lavril-m
commercialeafrique,importationboisexotiques,1945_1962,2,joubert-j; lavril-m
commercialeafrique,etablissementsrobertgonfreville,1945_1962,1,lavril-m
etablissementsrobertgonfreville,exploitationscommercialesafricaines,1945_1962,1,lavril-m
etablissementsrobertgonfreville,importationboisexotiques,1945_1962,1,lavril-m
exploitationscommercialesafricaines,importationboisexotiques,1945_1962,1,lavril-m
africainefinanciereagricole,forestiereequatoriale,1945_1962,1,japhet-e
cafesproduitscoloniauxcapro,forestiereindenie,1945_1962,1,lemaitre-r
comptoirimportationboisafricains,importationboisexotiques,1945_1962,1,r-lemaitre
plantationselima,plantationsreuniesouestafricainp,1945_1962,1,guibert-g
cafesproduitscoloniauxcapro,plantationselima,1945_1962,1,deloffre-g
consolidatedgoldfieldsivorycoast,minierebondoukoucoteivoire,pre_1914,2,boucher-e; richard-j
minierebondoukoucoteivoire,miniereindeniecoteivoire,pre_1914,2,richard-j; vallee-siege-social-a-paris-h
consolidatedgoldfieldsivorycoast,explorationexploitationminieresafrique,pre_1914,1,richard-j
consolidatedgoldfieldsivorycoast,minierebassanwicoteivoire,pre_1914,1,richard-j
consolidatedgoldfieldsivorycoast,miniereindeniecoteivoire,pre_1914,1,richard-j
consolidatedgoldfieldsivorycoast,ouestafricain,pre_1914,1,richard-j
explorationexploitationminieresafrique,minierebassanwicoteivoire,pre_1914,1,richard-j
explorationexploitationminieresafrique,minierebondoukoucoteivoire,pre_1914,1,richard-j
explorationexploitationminieresafrique,miniereindeniecoteivoire,pre_1914,1,richard-j
explorationexploitationminieresafrique,ouestafricain,pre_1914,1,richard-j
minierebassanwicoteivoire,minierebondoukoucoteivoire,pre_1914,1,richard-j
minierebassanwicoteivoire,miniereindeniecoteivoire,pre_1914,1,richard-j
minierebassanwicoteivoire,ouestafricain,pre_1914,1,richard-j
minierebondoukoucoteivoire,ouestafricain,pre_1914,1,richard-j
miniereindeniecoteivoire,ouestafricain,pre_1914,1,richard-j
consolidatedgoldfieldsivorycoast,minierealangouacoteivoire,pre_1914,1,h-lippens
