company_id,name,sectors,n_ties,n_directors,first_year,last_year
scieriesafricaines,Compagnie des Scieries africaines,Industries,36,32,1922,1951
kong,Compagnie française de Kong,Industries,33,26,1901,1961
importationboisexotiques,Société d'Importation de bois exotiques,Industries,40,24,1922,1953
minierefoncierebandama,Société minière et foncière du Bandama,Mines,65,23,1920,1931
occidentaleafricaine,L'Occidentale Africaine,Commerce,27,23,1921,1951
culturesextremeorient,Cie française des cultures d'Extrême-Orient,"Agro-alimentaire, cultures industrielles",36,21,1937,1951
uniontropicaleplantations,Union tropicale de plantations,"Agro-alimentaire, cultures industrielles",49,20,1931,1951
plantationstanoe,Société des plantations de la Tanoé,"Agro-alimentaire, cultures industrielles",47,19,1925,1953
plantationselimacafeiersaboisso,"Société des Plantations d'Élima, caféiers à Aboisso","Agro-alimentaire, cultures industrielles",29,17,1927,1945
transitgrandlahou,Société de Transit de Grand-Lahou,Transports,29,17,1926,1948
huileriesafricaines,Huileries africaines,"Agro-alimentaire, cultures industrielles",25,17,1922,1925
forestiereafrique,Compagnie Forestière de l'Afrique française,Industries,23,17,1910,1925
coteivoire,Compagnie Française de la Côte d'Ivoire,Commerce,17,17,1913,1941
alsaciennecoteivoire,Société Alsacienne de la Côte d’Ivoire,"Agro-alimentaire, cultures industrielles",17,17,1920,1950
forestiereindenie,Compagnie Forestière de l'Indénié,Industries,27,15,1924,1953
plantationsafriqueoccidentaleeloka,Plantations de l'Afrique occidentale à Éloka,"Agro-alimentaire, cultures industrielles",23,14,1928,1940
constructionsgeneralesafrique,Compagnie de Constructions générales en Afrique française,Industries,16,14,1935,1953
commercialeafricaineexportationimportation,Société Commerciale Africaine d'Exportation et d'importation,Commerce,21,13,1920,1925
colonialecoteguinee,Société Coloniale française de la Côte de Guinée,Commerce,12,12,1891,1903
minesorafriqueoccidentale,Compagnie des Mines d’or de l'Afrique occidentale française,Mines,16,11,1909,1911
plantationselima,Plantations d'Élima,"Agro-alimentaire, cultures industrielles",14,11,1940,1951
agricolecommercialeindustriellebadikahacacib,"Compagnie Agricole, Commerciale et Industrielle de Badikaha CACIB)",Industries,13,11,1930,1947
huileriesafricainesdrewin,"Société des Huileries africaines, Drewin","Agro-alimentaire, cultures industrielles",11,11,1920,1957
ouestafricain,Compagnie de l'Ouest-Africain français [Compagnie de l'Ouest-Africain français],Mines,14,10,1907,1914
consolidatedgoldfieldsivorycoast,The Consolidated Goldfields of the Ivory Coast,Mines,11,10,1903,1903
brasseriescoteivoire,Société des Brasseries de la Côte-d'Ivoire,"Agro-alimentaire, cultures industrielles",10,10,,
forestiereequatoriale,Compagnie Forestière équatoriale,Industries,10,10,1951,1951
huileriesplantationscoteivoire,Société française des Huileries et plantations de la Côte-d’Ivoire,"Agro-alimentaire, cultures industrielles",10,10,1911,1911
commercialeindustriellepalmeraiesafricaines,Société commerciale et industrielle des palmeraies africaines,"Agro-alimentaire, cultures industrielles",10,10,1922,1922
agricoleafricaine,Société Agricole Africaine,"Agro-alimentaire, cultures industrielles",10,10,1930,1930
plantationssorotona,Société des Plantations de Sorotona,"Agro-alimentaire, cultures industrielles",12,9,1928,1938
boiscoteivoire,Compagnie des Bois de la Côte-d'Ivoire,Industries,10,9,1925,1925
exploitationscommercialesafricaines,Compagnie d'Exploitations commerciales africaines,Commerce,9,9,1933,1950
miniereafema,Compagnie Minière de l’Afema,Mines,9,9,1938,1938
unioncolonialeafriqueoccidentale,Union coloniale de l'Afrique Occidentale,Commerce,13,8,1922,1933
morosini,MOROSINI,Industries,11,8,1925,1930
colonialebandama,Compagnie Coloniale du Bandama,"Agro-alimentaire, cultures industrielles",11,8,1928,1931
unioncolonialeelectricite,Union coloniale d'électricité,Industries,10,8,1929,1930
exploitationsforestieresagricolescoteivoire,Exploitations forestières et agricoles de la Côte d’Ivoire,"Agro-alimentaire, cultures industrielles",9,8,1928,1932
plantationsreuniesouestafricain,Plantations réunies de l'Ouest-Africain,"Agro-alimentaire, cultures industrielles",9,8,1926,1937
renegastondreyfus,René Gaston-Dreyfus,"Agro-alimentaire, cultures industrielles",8,8,1958,1958
forestieresassandra,Compagnie Forestière de Sassandra,Industries,8,8,1932,1937
miniereafriqueoccidentale,Société Minière de l'Afrique occidentale,Mines,9,7,1901,1903
miniereouestafricaineaboisso,"Compagnie Minière ouest-africaine, Aboisso",Mines,8,7,1935,1936
domainekokumbo,Compagnie du Domaine de Kokumbo,Mines,8,7,1942,1942
actionjouissance,ACTION DE JOUISSANCE,Industries,8,7,1921,1929
miniereindustrielleimmobilierecoteivoire,"Minière, Industrielle et Immobilière de la Côte-d'Ivoire",Mines,8,7,1930,1937
colonialebia,Compagnie Coloniale de la Bia,Commerce,7,7,,
kokumbocoltd,Kokumbo Co. Ltd,Mines,7,7,1922,1922
lorrainecoteivoirenancy,"Société Lorraine de la Côte d'Ivoire, Nancy",Industries,7,7,1912,1912
minesorindenie,Société des Mines d’or de l'Indénié,Mines,7,7,1903,1903
industrielleagricolecommercialeafriqueoccidentaleafriquemetropole,"Société Industrielle, Agricole et Commerciale de l'Afrique occidentale française « Afrique et métropole »",Commerce,7,7,1930,1930
plantationshuileriesbingerville,Société des Plantations et huileries de Bingerville,"Agro-alimentaire, cultures industrielles",9,6,1933,1937
minierecoteivoire,Société Minière de la Côte-d'Ivoire,Mines,8,6,1902,1903
explorationcoloniale,Société Française d'Exploration coloniale,Mines,8,6,1889,1903
exploitationproduitscoloniaux,Société d'Exploitation de produits coloniaux,Industries,7,6,1900,1900
plantationsreuniesouestafricainp,Plantations réunies de l'Ouest-Africain (P,"Agro-alimentaire, cultures industrielles",6,6,1951,1951
africainefinanciereagricole,Société africaine financière et agricole,"Agro-alimentaire, cultures industrielles",6,6,1951,1951
theodorejvieyra,Théodore J. Vieyra,Documents généraux (par ordre chronologique),54,5,1951,1951
plantationsexploitationscolonialesbingerville,"Société de Plantations et d'exploitations coloniales, Bingerville","Agro-alimentaire, cultures industrielles",13,5,1921,1930
commercialeafrique,La Commerciale de l'Afrique française,Commerce,7,5,1947,1953
comptoirafriqueoccidentale,Comptoir général français de l'Afrique Occidentale,Commerce,7,5,1921,1925
exportationcoloniale,Société d'exportation coloniale,Commerce,6,5,1951,1951
cafesproduitscoloniauxcapro,« Cafés et produits coloniaux français » CAPRO,"Agro-alimentaire, cultures industrielles",6,5,1951,1951
unionentreprisescoloniales,Union d'entreprises coloniales,Industries,6,5,1927,1935
agricolecoteivoire,Société Agricole de la Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",5,5,1919,1919
etablissementscharlesperinaud,Établissements Charles Périnaud,Commerce,5,5,1951,1951
colonialecoteivoire,Compagnie Coloniale de la Côte-d’Ivoire,Commerce,5,5,1925,1925
etablissementsrobertgonfreville,Établissements Robert Gonfreville,Industries,5,5,1950,1950
francocolonialebois,Franco-Coloniale des Bois,Industries,5,5,1950,1950
commercialeindustrielleagricolepalmeraiesafricaines,"Société commerciale, industrielle et agricole des Palmeraies africaines","Agro-alimentaire, cultures industrielles",5,5,1920,1920
etablissementsrouxbaudrandfreres,Établissements Roux-Baudrand frères,Industries,5,5,1922,1922
culturesextremeorientafrique,"Cie française des Cultures d'Extrême-Orient et d'Afrique, puis Compagnie générale africaine","Agro-alimentaire, cultures industrielles",5,5,1935,1935
pecheriescoteivoire,Société française des Pêcheries de la Côte-d'Ivoire,"Agro-alimentaire, cultures industrielles",5,4,1914,1914
syndicatouestafricain,Syndicat Ouest-Africain,Mines,5,4,1902,1934
agricolecommercialeafriqueoccidentale,Agricole et Commerciale de l'Afrique occidentale française,Commerce,4,4,1928,1928
comptoirimportationboisafricains,Comptoir d'importation des bois africains,Industries,4,4,1951,1951
ivorycoastgoldfields,Ivory Coast Goldfields,Mines,4,4,1903,1903
jeanweber,Jean Weber,"Agro-alimentaire, cultures industrielles",4,4,1927,1927
recherchesetudesminieresafriquecentrale,Société de Recherches et d'études minières pour l'Afrique centrale,Mines,4,4,1948,1948
coteivoireadulessacompanyltd,The Côte-d'Ivoire and Adulessa Company Ltd,Mines,3,3,1903,1903
boissassandra,Société des Bois de Sassandra,Industries,3,3,1939,1939
colonialecoteivoirehautevolta,Société Coloniale de la Côte-d’Ivoire et de la Haute-Volta,Commerce,3,3,1926,1926
explorationcoteivoire,Compagnie d'Exploration de la Côte-d'Ivoire,Mines,3,3,1901,1929
plantationstanoecafeiers,"Plantations de la Tanoé, caféiers","Agro-alimentaire, cultures industrielles",3,3,1923,1923
miniereagricolemarcory,"Société Minière et Agricole de Marcory, puis Minière et Agricole de la Côte-d'Ivoire","Agro-alimentaire, cultures industrielles",3,3,1928,1929
etudescoloniesfrancaises,Société d'Études des colonies françaises,Mines,3,3,1903,1903
anyama,Société d'Anyama,Industries,3,3,1909,1909
forestierebandama,Société Forestière du Bandama,Industries,4,2,1923,1933
explorationouestafricain,Société d'Exploration de l'Ouest-Africain français,Mines,2,2,1903,1903
gisementsauriferescomoeaffluents,Compagnie française des Gisements aurifères du Comoé et affluents,Mines,2,2,1935,1935
minierebassanwicoteivoire,Compagnie Minière du Bas-Sanwi et de la Côte-d’Ivoire,Mines,2,2,1903,1903
minierealangouacoteivoire,Compagnie Minière de l’Alangoua et de la Côte-d’Ivoire,Mines,2,2,1903,1903
miniereindeniecoteivoire,Compagnie Minière de l’Indénié et de la Côte-d’Ivoire,Mines,2,2,1903,1903
minierebondoukoucoteivoire,Compagnie Minière du Bondoukou et de la Côte-d'Ivoire,Mines,2,2,1903,1903
minieresanwicoteivoire,Société Minière du Sanwi et de la Côte-d'Ivoire,Mines,2,2,1934,1934
prospectioncoteivoire,Société de Prospection de la Côte-d’Ivoire,Mines,2,2,1903,1903
explorationexploitationminieresafrique,"Société d'Exploration et d'exploitation minières de l’Afrique française, puis Essika",Mines,2,2,1903,1903
explorationafricaine,Société Française d'Exploration africaine,Mines,2,2,1903,1903
brasseriesbouake,Société des Brasseries de Bouaké,"Agro-alimentaire, cultures industrielles",1,1,1972,1972
boissonshygieniquescoteivoire,Société des Boissons hygiéniques de Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",1,1,1972,1972
fabricationbeurrecacaoabidjandimbroko,"Fabrication du beurre de cacao, Abidjan-Dimbroko","Agro-alimentaire, cultures industrielles",1,1,,
limonaderiesglacesabidjanlimonaderiesbrasseriesafriquelimonaderiesboissonsrafraichissantesafrique,"Société des Limonaderies et glaces d’Abidjan, Limonaderies et brasseries d’Afrique, Limonaderies et boissons rafraîchissantes d’Afrique","Agro-alimentaire, cultures industrielles",1,1,1972,1972
minesoryaourebouafle,Société des Mines d'or de Yaouré à Bouaflé,Mines,4,0,1935,1935
minesorplacersbiano,Mines d’or et placers de Biano,Mines,1,0,1903,1903
