person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
delmas-p,Delmas,P. Delmas; Philippe Delmas; Pierre Delmas,22,19,48,administrateur,1912,1975,Agro-alimentaire; Commerce; Documents généraux (par ordre chronologique); Industries; Industries agro-alimentaires; Mines; Transports
begouen-m,Begouën. 18,Max Begouen; Max Begouën; Max Begouën. 18; Max Begouën. 6; Max Bégouen; Max Bégouën,14,14,27,administrateur,1920,1975,Documents généraux (par ordre chronologique); Industrie; Industries agro-alimentaires; Transports
mizraki-m,Mizraki,Maurice Mizraki; Mizraki,14,14,26,administrateur,1921,1975,"Agro-alimentaire, cultures industrielles; Commerce; Documents généraux (par ordre chronologique); Industries; Mines; Transports"
levy-g,Lévy,G. Lévy; Gaston Levy; Gaston Lévy,11,11,16,administrateur,1922,1943,"Agro-alimentaire, cultures industrielles; Commerce; Documents généraux (par ordre chronologique); Industries; Transports"
thube-a,Thubé,A. Thubé; Amédée Thubé; Amédée Thubé. 1,11,11,15,president,1919,1975,Commerce; Documents généraux (par ordre chronologique); Transports
villars-r,Villars,René Villars; René Villars. 7,10,10,24,administrateur,1922,1963,Agro-alimentaire; Documents généraux (par ordre chronologique); Industrie; Transports
calcat-f,Calcat,F. Calcat; Ferdinand Calcat; Fernand Calcat,11,10,18,administrateur,1909,1943,"Agro-alimentaire, cultures industrielles; Commerce; Documents généraux (par ordre chronologique); Industrie; Industries; Transports"
renoux-l,Renoux,L. Renoux; Louis Renoux,10,10,18,administrateur,1929,1938,Documents généraux (par ordre chronologique); Industrie; Industries agro-alimentaires; Mines
lemaignen-r,Lemaignen,Robert Lemaignen,10,10,16,president,1932,1963,Documents généraux (par ordre chronologique); Transports
bedouet-j,Bedouet,J. Bedouet; Julien Bedouet; Julien Bédouet,9,9,13,administrateur,1932,1963,Agro-alimentaire; Documents généraux (par ordre chronologique); Industrie
lavril-m,Lavril,Lavril; Max Lavril,9,9,12,administrateur,1932,1953,Banque; Commerce; Documents généraux (par ordre chronologique); Industries
froment-guieysse-g,Froment-Guieysse,Froment-Guieysse; G. Froment-Guieysse; Georges FROMENT-GUIEYSSE; Georges Froment- Guieysse; Georges Froment-Guieysse,9,9,11,administrateur,1921,1975,Agriculture; Documents généraux (par ordre chronologique); Foncier et immobilier; Industrie; Industries; Industries agro-alimentaires
joubert-j,Joubert,J. Joubert; J. R. Joubert; J.-R. Joubert; Jacques Joubert; Jacques-Robert Joubert,9,9,11,administrateur,1932,1953,Commerce; Documents généraux (par ordre chronologique); Industrie; Industries; Mines
maurel-l,Maurel,L. Maurel; Louis Maurel; Lucien MAUREL; Lucien Maurel,8,8,25,administrateur,1919,1975,Banque; Documents généraux (par ordre chronologique); Industries; Mines; Transports
plagelat-l,Plagelat,L. Plagelat; Léon Plagelat; Plagelat. 2,8,8,15,administrateur,1924,1937,"Agro-alimentaire, cultures industrielles; Documents généraux (par ordre chronologique); Industries; Transports"
weber-j,Weber,J. Weber; Jean Weber,8,8,13,administrateur,1922,1975,"Agro-alimentaire, cultures industrielles; Banque; Documents généraux (par ordre chronologique)"
hirsch-h,Hirsch,H. Hirsch; Henri Hirsch,7,7,17,administrateur,1926,1940,Documents généraux (par ordre chronologique); Industrie; Transports
doumic-j,Doumic,Doumic; J.-R. Doumic; Jacques Doumic; Jacques René Doumic; Jacques-René Doumic,7,7,15,administrateur,1922,1963,"Agro-alimentaire, cultures industrielles; Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires"
maurel-j,Maurel,J. Maurel; Jean Maurel; Joseph MAUREL; Joseph Maurel,7,7,15,administrateur,1925,1975,Documents généraux (par ordre chronologique); Industries; Transports
legrand-r,Legrand,René Legrand,7,7,15,administrateur,1922,1949,Agro-alimentaire; Documents généraux (par ordre chronologique); Industries; Industries agro-alimentaires
poilay-e,Poilay,E. Poilay; Edwin Poilay,7,7,14,administrateur,1937,1963,Banque; Documents généraux (par ordre chronologique)
deves-p,Devès,P. Devès; P.-M. Devès; Paul Devès; Paul Marcel Devès; Paul-Marcel Devès,6,6,26,administrateur,1920,1975,Documents généraux (par ordre chronologique); Industrie; Transports
davillier-j,Davillier,Davillier; J. Davillier; Jean Davillier,6,6,19,administrateur,1926,1975,Banque; Documents généraux (par ordre chronologique); Industries; Transports
nouvion-h,Nouvion,H. Nouvion; H.M. Nouvion; Henri Nouvion,7,6,17,administrateur,1917,1975,"Agro-alimentaire, cultures industrielles; Banque; Documents généraux (par ordre chronologique)"
decron-c,Decron,C. Decron; Ch. Decron; Charles Decron; Decron,6,6,17,administrateur,1926,1975,Banque; Commerce; Documents généraux (par ordre chronologique); Transports
o-quin-p,O'Quin,P. O'Quin; Patrick O'Quin,7,6,17,administrateur,1932,1963,Agro-alimentaire; Commerce; Documents généraux (par ordre chronologique); Mines
hermann-du-pasquier,Hermann du Pasquier,Hermann du Pasquier,6,6,15,administrateur,1922,1963,Documents généraux (par ordre chronologique); Industrie
loisy-x,Loisy,X. Loisy; Xavier LOISY; Xavier Loisy,6,6,13,president,1922,1938,Agro-alimentaire; Documents généraux (par ordre chronologique); Industrie; Industries; Industries agro-alimentaires
gradis-g,Gradis,G. Gradis; Gaston Gradis,6,6,13,administrateur,1926,1963,Documents généraux (par ordre chronologique); Industrie
orcel-j,Orcel,J. Orcel; Jacques Orcel,6,6,13,administrateur,1926,1963,"Agro-alimentaire, cultures industrielles; Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires"
cahen-fuzier-e,Cahen-Fuzier,Cahen-Fuzier; E. Cahen-Fuzier; Edouard Cahen-Fuzier; Édouard Cahen-Fuzier,6,6,13,president,1926,1937,Documents généraux (par ordre chronologique); Industrie; Transports
angoulvant-g,Angoulvant,G. Angoulvant; Gabriel Angoulvant,6,6,12,administrateur,1922,1975,"Agro-alimentaire, cultures industrielles; Banque; Documents généraux (par ordre chronologique); Industries"
fouque-j,Fouque,J. A. Fouque; J.-A. Fouque; J.-B. Fouque; Jean Fouque; Joseph Fouque,6,6,10,administrateur,1921,1975,Commerce; Documents généraux (par ordre chronologique); Industries
mathon-e,Mathon,E. Mathon; Eugène Mathon,6,6,10,administrateur,1911,1975,"Agro-alimentaire, cultures industrielles; Documents généraux (par ordre chronologique); Industrie; Industries agro-alimentaires; Mines"
godet-r,Godet,René Godet,6,6,10,administrateur,1922,1963,Documents généraux (par ordre chronologique); Industrie; Industries
durand-reville-l,Durand-Réville,Luc Durand-Réville,6,6,10,administrateur,1936,1963,Documents généraux (par ordre chronologique); Industries; Transports
fossorier-r,Fossorier,Fossorier; Robert Fossorier,7,6,10,administrateur,1932,1963,Documents généraux (par ordre chronologique); Transports
guibert-g,Guibert,G. Guibert; Georges Guibert,7,6,10,administrateur,1932,1963,"Agro-alimentaire, cultures industrielles; Documents généraux (par ordre chronologique)"
gerard-r,Gérard,Robert Gérard,6,6,9,administrateur,1933,1958,Documents généraux (par ordre chronologique); Industrie; Mines
fousse-p,Foussé,Pierre Foussé,6,6,9,administrateur_delegue,1932,1963,"Agro-alimentaire, cultures industrielles; Commerce; Documents généraux (par ordre chronologique); Industries"
merle-m,Merle,Mathieu Merle; Mathieu Merle [43,6,6,9,administrateur,1926,1963,"Agro-alimentaire, cultures industrielles; Documents généraux (par ordre chronologique); Industries"
corbin-p,Corbin,Paul Corbin,6,6,8,president,1925,1975,Documents généraux (par ordre chronologique); Industries diverses
barris-p,Barris,P. Barris; Pierre Barris,6,6,8,administrateur,1926,1975,Documents généraux (par ordre chronologique); Industries diverses
massena-prince-d-essling-a,Masséna prince d'Essling,A. Masséna prince d'Essling; André Massena prince d'Essling; André Masséna prince d'Essling,6,6,7,administrateur,1926,1937,Documents généraux (par ordre chronologique); Industrie
richard-j,Richard,J.-B. Richard,6,6,7,administrateur,1903,1912,Mines
benedic-e,Bénédic,E. Bénédic; Édouard Bénédic,6,6,6,administrateur,1926,1963,Documents généraux (par ordre chronologique)
ph-delmas,Ph. Delmas,Ph. Delmas,5,5,15,administrateur,1920,1975,Banque; Commerce; Documents généraux (par ordre chronologique); Mines
frere-m,Frère,Frère; Maurice Frère,5,5,13,administrateur,1918,1943,Commerce; Documents généraux (par ordre chronologique); Industries
