doc_id,pdf_url,entry_type,name_normalised,sector,country,region,year_start,year_end,title_raw
afrique-du-nord-merite-agricole-aof-93e0e4,https://entreprises-coloniales.fr/afrique-du-nord/Merite_agricole-AOF.pdf,source_document,Mérite agricole,Documents généraux (par ordre chronologique),Afrique occidentale française,Afrique occidentale francaise,,,Mérite agricole : titulaires aoéfiens
afrique-equatoriale-ceca-gabon-a2b1b2,https://entreprises-coloniales.fr/afrique-equatoriale/CECA-Gabon.pdf,company,Compagnie d'Exploitations commerciales africaines,Commerce,Côte d'Ivoire,Afrique occidentale francaise,1933,,"Exploitations commerciales africaines (Compagnie d')(S.A., 1933) : Gabon, Congo, Côte d'Ivoire, Haute-Volta"
afrique-equatoriale-credit-foncier-aef-7d5b4f,https://entreprises-coloniales.fr/afrique-equatoriale/Credit_foncier_AEF.pdf,company,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",Banque,Sénégal,Afrique occidentale francaise,1928,,"Crédit foncier de l'Afrique équatoriale française (1928), Brazzaville, puis Crédit foncier de l'Afrique française (1935), Dakar"
afrique-equatoriale-francmacs-joef-aof-521322,https://entreprises-coloniales.fr/afrique-equatoriale/Francmacs-JOEF-AOF.pdf,source_document,Liste des francs-maçons d'AOF et du Togo stigmatisés par le régime de Vichy,Documents généraux (par ordre chronologique),Afrique occidentale française,Afrique occidentale francaise,,,Liste des francs-maçons d'AOF et du Togo stigmatisés par le régime de Vichy
afrique-occidentale-abattoir-conserverie-lyndiane-96b76b,https://entreprises-coloniales.fr/afrique-occidentale/Abattoir+conserverie-Lyndiane.pdf,company,"Société Française d'Alimentation de Chanaud & Cie, puis Coloniale d'alimentation frigorifique",Industries agro-alimentaires,Sénégal,Afrique occidentale francaise,1912,1918,"Française d'Alimentation de Chanaud & Cie (Société), puis Coloniale d'alimentation frigorifique (Société)(1912-1918) : abattoir industriel et conserverie de Lyndiane"
afrique-occidentale-abcd-j-aubert-4bba17,https://entreprises-coloniales.fr/afrique-occidentale/ABCD_J._Aubert.pdf,company,ABCD J. Aubert & Cie,,Dahomey (Bénin),Afrique occidentale francaise,,,"ABCD J. Aubert & Cie, Porto-Novo"
afrique-occidentale-abidjan-troisieme-capitale-2f43b4,https://entreprises-coloniales.fr/afrique-occidentale/Abidjan_troisieme_capitale.pdf,source_document,"Abidjan, troisième capitale de la Côte-d'Ivoire, par le texte et par l'image. Par Jacques Bobée",Documents généraux (par ordre chronologique),Côte d'Ivoire,Afrique occidentale francaise,1934,1983,"Abidjan, troisième capitale de la Côte-d'Ivoire (1934-1983), par le texte et par l'image. Par Jacques Bobée (210 p.)"
afrique-occidentale-acajous-cote-d-ivoire-55a92d,https://entreprises-coloniales.fr/afrique-occidentale/Acajous_Cote-d'Ivoire.pdf,company,Compagnie des Acajous de la Côte-d'Ivoire,Industries,Côte d'Ivoire,Afrique occidentale francaise,1922,1928,Acajous de la Côte-d'Ivoire (Compagnie des)(1922-1928)
afrique-occidentale-acaof-b1825f,https://entreprises-coloniales.fr/afrique-occidentale/ACAOF.pdf,company,Agricole et Commerciale de l'Afrique occidentale française,Commerce,Côte d'Ivoire,Afrique occidentale francaise,,,Agricole et Commerciale de l'Afrique occidentale française (S. A.)(ACAOF)
afrique-occidentale-adulessa-company-ltd-dc3864,https://entreprises-coloniales.fr/afrique-occidentale/Adulessa_Company_Ltd.pdf,company,The Côte-d'Ivoire and Adulessa Company Ltd,Mines,Côte d'Ivoire,Afrique occidentale francaise,1902,,Côte-d'Ivoire and Adulessa Company Ltd (The)(1902)
