company_id,name,sectors,n_ties,n_directors,first_year,last_year
portetienne,Port-Étienne,Documents généraux (par ordre chronologique),121,113,1932,1932
agboville,AGBOVILLE,Documents généraux (par ordre chronologique),88,79,1931,1931
comptoircommercialfrancoafricain,Comptoir commercial franco-africain,Documents généraux (par ordre chronologique),72,65,1926,1963
messageriesafricaines,Messageries africaines,Documents généraux (par ordre chronologique); Transports,113,58,1920,1975
ouestafricain,Compagnie de l'Ouest-Africain français [Compagnie de l'Ouest-Africain français],Documents généraux (par ordre chronologique); Mines,60,56,1907,1925
africaine,L'Africaine,Commerce; Documents généraux (par ordre chronologique),88,55,1910,1958
senegalaisevoieseconomiques,Compagnie Sénégalaise de voies économiques,Documents généraux (par ordre chronologique); Transports,87,54,1921,1933
ouestafricainecabotage,Compagnie Ouest-Africaine de cabotage,Documents généraux (par ordre chronologique),48,47,1926,1926
cheminferdakarsaintlouis,Compagnie du Chemin de fer de Dakar à Saint-Louis,Documents généraux (par ordre chronologique); Transports,150,44,1887,1953
salinssinesaloum,Salins du Sine Saloum,Documents généraux (par ordre chronologique); Mines,112,43,1914,1975
coteafrique,CÔTE D'AFRIQUE,Documents généraux (par ordre chronologique),49,43,1925,1938
banquecommercialeafricaine,Banque commerciale africaine,Banque; Documents généraux (par ordre chronologique),119,42,1924,1953
scieriesafricaines,Compagnie des Scieries africaines,Documents généraux (par ordre chronologique); Industries,75,42,1922,1963
minesfalemegambie,Compagnie des Mines de Falémé-Gambie,Documents généraux (par ordre chronologique); Mines,96,41,1911,1975
oreinach,O. Reinach,Documents généraux (par ordre chronologique),70,39,1931,1931
forestiereafrique,Compagnie Forestière de l'Afrique française,Documents généraux (par ordre chronologique); Industries,57,37,1910,1929
kong,Compagnie française de Kong,Documents généraux (par ordre chronologique); Industries,54,35,1901,1963
culturecotonniereniger,"Compagnie de Culture cotonnière du Niger, puis Compagnie générale du Niger",Documents généraux (par ordre chronologique); Industrie,84,33,1922,1963
niger,Compagnie du Niger français,Commerce; Documents généraux (par ordre chronologique),51,33,1913,1963
alsaciennecoteivoire,Société Alsacienne de la Côte d’Ivoire,"Agro-alimentaire, cultures industrielles; Documents généraux (par ordre chronologique)",47,31,1920,1963
industrielleafricaine,Compagnie Industrielle Africaine Française,Documents généraux (par ordre chronologique); Industries agro-alimentaires,43,31,1921,1975
culturesdiakandape,Cultures de Diakandapé,Documents généraux (par ordre chronologique); Industrie,105,30,1922,1963
constructionafricaine,La Construction africaine,Documents généraux (par ordre chronologique),46,30,1926,1938
commercialeouestafricain,Société Commerciale de l'Ouest-Africain,Documents généraux (par ordre chronologique),42,29,1926,1975
minierefoncierebandama,Société minière et foncière du Bandama,Documents généraux (par ordre chronologique); Mines,45,28,1922,1975
afrique,L'Afrique française,Commerce; Documents généraux (par ordre chronologique),42,28,1911,1938
banqueafriqueoccidentale,Banque de l'Afrique occidentale,Banque; Documents généraux (par ordre chronologique),83,25,1901,1951
