company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
lorilleux,radioorient,LORILLEUX,Radio-Orient,10,adm-mm-a-atthalin; berard; d-emission-edifiee-a-khaide-s; girardeau-e; hanemoglou; marechal-h; pietri-n; pillet-will-f; pres-m-h-bousquet; wibratte-l
banquesyriegrandliban,banquesyrieliban,Banque de Syrie et du Grand-Liban,Banque de Syrie et du Liban,10,berard; bey-beyhum-o; bey-daouk-o; bey-el-mouayad-b; boissonnas-j; chabrieres-m; chiha; ed-vernes; h-hottinguer; homsy-a
heraclee,ottomaneheraclee,Société d'Héraclée,"Société ottomane d'Héraclée, puis Société française d'Héraclée",10,bernard-a; boutan; deffes-j; emond-r; fournier; genebrias-de-fredaigue-g; haladjian-p; rey-a; wiener-h; zarifi
charmetant,exploitaitoncheminfercilicie,CHARMETANT,Société d'exploitaiton Chemin de fer de Cilicie,8,boissiere-g; cerjat-c; guibert-l; lion-l; rebuffel-c; roudy-a; sallandrouze-de-lamornaix-c; vitali-g
louisemmanueladoplphegoranflauxbaronandree,ports,"Louis Emmanuel Adoplphe GORANFLAUX, baron D'ANDRÉE DE LA",Ports,6,berard; blanche-p; garreta-h; henry-a; michon-coster-j; saint-rene-taillandier-g
banquefonciereegyptelandbankegyptalexandrie,unionfonciereegypte,"Banque foncière d'Égypte Land Bank of Egypt, Alexandrie",Union foncière d'Égypte,6,aghion-j; charles-roux-j; salvago-m; zarifi; zarifi-p; zervudachi-g
cheminferdamashamahprolongements,heraclee,Chemin de fer Damas-Hamah et prolongements,Société d'Héraclée,5,boissiere-g; briere-p; genebrias-de-fredaigue-g; revoil-p; rey-a
miniereindustrielleplakalnitza,plakalnitza,Société minière et industrielle de Plakalnitza,PLAKALNITZA,5,hausser-g; lefeuvre-meaulle-f; pissard-l; poirson-c; tanqueray-g
caissehypothecaireegypte,creditfoncierorient,Caisse hypothécaire d'Égypte,Crédit foncier d'Orient,5,eid-a; jacobs-e; jacobs-f; petit-c; van-eetvelde
immobiliereindustriellebatiment,immobiliereregieterrainssalonique,Compagnie immobilière et industrielle du bâtiment,Compagnie Immobilière et de Régie de terrains à Salonique,5,bory-d-arnex-a; cavelier-a; modiano-l; propper-e; robert-j
banquefonciereegyptelandbankegyptalexandrie,landbankegypt,"Banque foncière d'Égypte Land Bank of Egypt, Alexandrie",LAND BANK OF EGYPT,5,bourre-e; ders-a; mazet-g; salvago-m; wellhoff-s
eauxbeyrouth,ottomanegazbeyrouth,Compagnie des Eaux de Beyrouth,Société ottomane du Gaz de Beyrouth,4,menasche-j; misk-n; peter-m; sabbag-e
georgemallet,port,George Mallet,Port,4,bey-p; henry-a; michon-coster-j; wiener-h
port,ports,Port,Ports,4,bey-p; blanche-p; henry-a; michon-coster-j
immobiliereregieterrainssalonique,portsaloniqueottomaneconstruction,Compagnie Immobilière et de Régie de terrains à Salonique,"Port de Salonique (Société ottomane de construction, puis d'exploitation du)",4,effendi-h; modiano-l; nabona-j; robert-j
cheminferdamashamahprolongements,louisemmanueladoplphegoranflauxbaronandree,Chemin de fer Damas-Hamah et prolongements,"Louis Emmanuel Adoplphe GORANFLAUX, baron D'ANDRÉE DE LA",3,berard; blanche-p; michon-coster-j
cheminferdamashamahprolongements,ports,Chemin de fer Damas-Hamah et prolongements,Ports,3,berard; blanche-p; michon-coster-j
minesbaliakaraidin,miniereindustrielleplakalnitza,Mines de Balia-Karaïdin,Société minière et industrielle de Plakalnitza,3,mavrogordato-a; pissard-l; tanqueray-g
banquehypothecairefrancoegyptienne,foncieresyrie,Banque hypothécaire franco-égyptienne,Société foncière de Syrie,3,d-hugonneau-m; de-cressac-h; ficatier-m
ottomanecheminfersmyrnecassabaprolongement,tombac,Société ottomane du Chemin de fer Smyrne-Cassaba et prolongement,Société du Tombac,3,auboyneau-g; naville-p; pangiris-bey-s
minesselenitza,ottomaneheraclee,Société des Mines de Sélénitza,"Société ottomane d'Héraclée, puis Société française d'Héraclée",3,auboyneau-g; bey-p; e-a-naville
ottomanecheminfersmyrnecassabaprolongement,ottomaneheraclee,Société ottomane du Chemin de fer Smyrne-Cassaba et prolongement,"Société ottomane d'Héraclée, puis Société française d'Héraclée",3,auboyneau-g; deffes-j; pangiris-bey-s
georgemallet,ports,George Mallet,Ports,3,bey-p; henry-a; michon-coster-j
