person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
chiris-g,Chiris,G. Chiris; Georges Chiris,4,4,8,administrateur,1910,1951,Documents généraux; Sociétés
hebert-j,Hébert,J. Hébert,3,3,7,administrateur,1945,1953,Documents généraux; Sociétés
cunisset-p,Cunisset,P. Cunisset; Pierre Cunisset,3,3,6,administrateur,1922,1953,Documents généraux; Sociétés
dumont-c,Dumont,Ch. Dumont,2,2,5,administrateur,1945,1953,Documents généraux; Sociétés
carnot-e,Carnot,E. Carnot; Ernest Carnot,2,2,4,administrateur,1910,1951,Documents généraux; Sociétés
belloy-m,Belloy,Belloy,2,2,4,administrateur,1948,1953,Documents généraux; Sociétés
carnot-f,Carnot,François Carnot,2,2,3,administrateur,1910,1922,Documents généraux; Sociétés
guy-le-bret,Guy Le Bret,Guy Le Bret,2,2,3,president,1950,1953,Documents généraux; Sociétés
chiris-l,Chiris,L. Chiris; L.-A. Chiris; Léon-Antoine Chiris,2,2,3,administrateur,1950,1953,Documents généraux; Sociétés
bourdillat,Bourdillat,Bourdillat,1,1,3,administrateur,1900,1922,Documents généraux; Sociétés
bouin-g,Bouin,G. Bouin; Georges Bouin,1,1,2,administrateur,1910,1922,Documents généraux; Sociétés
thery,Théry,Théry,1,1,2,administrateur,1912,1922,Documents généraux; Sociétés
mathieu,Mathieu,Mathieu,1,1,2,administrateur,1912,1922,Documents généraux; Sociétés
chailloux,Chailloux,Chailloux,1,1,2,administrateur,1912,1922,Documents généraux; Sociétés
baumann,Baumann,Baumann,1,1,2,administrateur,1912,1922,Documents généraux; Sociétés
fromentault,Fromentault,Fromentault,1,1,2,administrateur,1912,1922,Documents généraux; Sociétés
thomas-f,Thomas,F. Thomas,1,1,2,administrateur,1912,1922,Documents généraux; Sociétés
martin-a,Martin,A. Martin,1,1,2,administrateur,1912,1922,Documents généraux; Sociétés
gondran-j,Gondran,J. Gondran,1,1,2,administrateur_delegue,1951,1951,Documents généraux; Sociétés
gruet-g,Gruet,G. Gruet,1,1,2,directeur,1945,1948,Sociétés
antoine-g,Antoine,G. Antoine,1,1,2,administrateur,1945,1948,Sociétés
bouee,Bouée,Bouée,1,1,2,administrateur,1948,1953,Sociétés
laurent,Laurent,Laurent,1,1,2,administrateur,1900,1900,Sociétés
robert-j-joseph,Robert,Joseph Robert,1,1,1,administrateur,1922,1922,Documents généraux
ewald-r,Ewald,Robert Ewald,1,1,1,administrateur,1922,1922,Documents généraux
salmon-a,Salmon,Albert Salmon,1,1,1,administrateur,1922,1922,Documents généraux
moreau-defarges-j,Moreau-Defarges,Moreau-Defarges,1,1,1,administrateur,1922,1922,Documents généraux
raffard-w,Raffard,William Raffard,1,1,1,administrateur,1922,1922,Documents généraux
grea-p,Gréa,Pierre Gréa,1,1,1,administrateur_delegue,1922,1922,Documents généraux
dewitte-g,Dewitte,Georges Dewitte,1,1,1,administrateur,1922,1922,Documents généraux
regoin-a,Regoin,A. Regoin,1,1,1,administrateur,1922,1922,Documents généraux
l-chiris,L.. Chiris,L.. Chiris,1,1,1,administrateur,1945,1945,Sociétés
le-bret-g,Le Bret,G. Le Bret,1,1,1,administrateur,1948,1948,Sociétés
fievet,Fievet,Fievet,1,1,1,administrateur,1900,1900,Sociétés
laseaux,Laseaux,Laseaux,1,1,1,administrateur,1900,1900,Sociétés
garnier,Garnier,Garnier,1,1,1,administrateur,1915,1915,Sociétés
prot,Prot,Prot,1,1,1,administrateur,1915,1915,Sociétés
fontana,Fontana,Fontana,1,1,1,administrateur,1915,1915,Sociétés
gripon-m,Gripon,Gripon,1,1,1,administrateur,1915,1915,Sociétés
girard,Girard,Girard,1,1,1,administrateur,1915,1915,Sociétés
thielland-j,Thielland,J. Thielland,1,0,1,commissaire_aux_comptes,1953,1953,Sociétés
