company_key,company_name,attribute,value,year,source_ref,doc_id
etablissementsantoinechirisproduitsaromatiqueschimiques,Établissements Antoine Chiris (Cie des produits aromatiques chimiques et,founded_date,1912-04-29,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-comores-5900dc
colonialebambao,Sté coloniale de Bambao,head_office,de l'exploit. : Bambao,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-comores-5900dc
grandecomore,Société anonyme de la Grande Comore,capital,4.257.000 fr.,1951,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1951-comores-751412
grandecomore,Société anonyme de la Grande Comore,head_office,MORONI (Grande-Comore),1951,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1951-comores-751412
colonialebambaobambao,"Société coloniale de Bambao, BAMBAO",head_office,": 178, boulevard Haussmann, PARIS (8",1951,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1951-comores-751412
agricolesoulou,Société Agricole de Soulou,capital,500.000 fr.,1924,"Journal officiel de Madagascar, 12 juillet 1924",madagascar-et-djibouti-agricole-de-soulou-e9e153
agricolesoulou,Société Agricole de Soulou,head_office,et le domicile légal de la société sont fixés au domaine de,1924,"Journal officiel de Madagascar, 12 juillet 1924",madagascar-et-djibouti-agricole-de-soulou-e9e153
agricolesoulou,Société Agricole de Soulou,head_office,est à Soulou (Mayotte),1933,"Journal officiel de Madagascar, 12 août 1933",madagascar-et-djibouti-agricole-de-soulou-e9e153
colonialebambao,"Société Coloniale de Bambao, puis Comores-Bambao",head_office,"de la société, 1, rue de Lubeck : pour le deuxième quart, le 4",1907,"La Cote de la Bourse et de la banque, 27 mai 1907",madagascar-et-djibouti-coloniale-de-bambao-2fd17f
colonialebambao,Société coloniale de Bambao,capital,83.070.000 fr.,1950,"Marchés coloniaux, 22 juillet 1950",madagascar-et-djibouti-coloniale-de-bambao-2fd17f
colonialebambao,Société coloniale de Bambao,head_office,"est à Anjouan, possède une huilerie-savonnerie, deux",1950,"Marchés coloniaux, 22 juillet 1950",madagascar-et-djibouti-coloniale-de-bambao-2fd17f
colonialebambao,Société coloniale de Bambao,founded_date,1907-03-26,1953,Annuaire Desfossés 1953,madagascar-et-djibouti-coloniale-de-bambao-2fd17f
colonialebambao,Société coloniale de Bambao,capital,83.070.000 fr.,1953,Annuaire Desfossés 1953,madagascar-et-djibouti-coloniale-de-bambao-2fd17f
colonialebambao,Société coloniale de Bambao,head_office,Paris,1953,Annuaire Desfossés 1953,madagascar-et-djibouti-coloniale-de-bambao-2fd17f
comores,Compagnie des Comores,head_office,de la société à Nantes,,,madagascar-et-djibouti-compagnie-des-comores-d9721a
plantationsanjouan,Société de Plantations d'Anjouan,head_office,"15, rue du Louvre, à Paris. — Ordre du jour : Ie Vérifier la sincérité de la",1899,"La Cote de la Bourse et de la banque, 20 novembre 1899",madagascar-et-djibouti-plantations-d-anjouan-2f68ab
plantationsanjouan,Société de Plantations d'Anjouan,head_office,"est établi à Paris, 15, rue du Louvre",1900,"La Cote de la Bourse et de la banque, 12 janvier 1900",madagascar-et-djibouti-plantations-d-anjouan-2f68ab
plantationsanjouan,Société de Plantations d'Anjouan,capital,40.000 fr.,1900,"La Cote de la Bourse et de la banque, 16 avril 1900",madagascar-et-djibouti-plantations-d-anjouan-2f68ab
plantationsanjouan,Société de Plantations d'Anjouan,head_office,"15, rue du Louvre, Paris. — Ordre du jour : Exposé de la situation. Augmentation",1900,"La Cote de la Bourse et de la banque, 16 avril 1900",madagascar-et-djibouti-plantations-d-anjouan-2f68ab
plantationsanjouan,Société de Plantations d'Anjouan,capital,500.000 francs,1910,"La Cote de la Bourse et de la banque, 23 avril 1910",madagascar-et-djibouti-plantations-d-anjouan-2f68ab
plantationsanjouan,Société de Plantations d'Anjouan,head_office,"15, rue du Louvre, Paris",1910,"La Cote de la Bourse et de la banque, 23 avril 1910",madagascar-et-djibouti-plantations-d-anjouan-2f68ab
plantationsanjouan,Société de Plantations d'Anjouan,head_office,"15, rue du Louvre à Paris, à partir du 15 janvier prochain, sous déduction des",1912,"Les Annales coloniales, 13 janvier 1912",madagascar-et-djibouti-plantations-d-anjouan-2f68ab
societedespuissocieteagricoledesplantationsdekaoeni,"Société des, puis Société agricole des Plantations de Kaoéni",head_office,"est à Marseille, rue Breteuil, no 46",1913,"Le Journal officiel de Madagascar, 8 février 1913",madagascar-et-djibouti-plantations-de-kaoeni-de5aca
grandecomore,Grande-Comore,capital,1.185.000 francs,1915,"La Cote de la Bourse et de la banque, 26 avril 1915",madagascar-et-djibouti-s-a-grande-comore-80fdb3
grandecomore,Grande-Comore,head_office,"27, rue de La-Rochefoucauld, Paris",1915,"La Cote de la Bourse et de la banque, 26 avril 1915",madagascar-et-djibouti-s-a-grande-comore-80fdb3
grandecomore,Société anonyme de la Grande-Comore,capital,4.257.000 fr.,1951,"AEC 1951, p. 738",madagascar-et-djibouti-s-a-grande-comore-80fdb3
grandecomore,Société anonyme de la Grande-Comore,head_office,MORONI (Grande-Comore),1951,"AEC 1951, p. 738",madagascar-et-djibouti-s-a-grande-comore-80fdb3
