doc_id,pdf_url,entry_type,name_normalised,sector,country,region,year_start,year_end,title_raw
madagascar-et-djibouti-aec-1922-comores-5900dc,https://entreprises-coloniales.fr/madagascar-et-djibouti/AEC_1922-Comores.pdf,source_document,Annuaire des entreprises coloniales,Documents généraux,Comores,Madagascar et Djibouti,1922,,Annuaire des entreprises coloniales (1922) : Comores
madagascar-et-djibouti-aec-1951-comores-751412,https://entreprises-coloniales.fr/madagascar-et-djibouti/AEC_1951-Comores.pdf,source_document,Annuaire des entreprises coloniales,Documents généraux,Comores,Madagascar et Djibouti,1951,,Annuaire des entreprises coloniales (1951) : Comores
madagascar-et-djibouti-agricole-de-soulou-e9e153,https://entreprises-coloniales.fr/madagascar-et-djibouti/Agricole_de_Soulou.pdf,company,Société Agricole de Soulou,Sociétés,Comores,Madagascar et Djibouti,,,"Agricole de Soulou (Société), Mayotte"
madagascar-et-djibouti-coloniale-de-bambao-2fd17f,https://entreprises-coloniales.fr/madagascar-et-djibouti/Coloniale_de_Bambao.pdf,company,"Société Coloniale de Bambao, puis Comores-Bambao",Sociétés,Comores,Madagascar et Djibouti,,,"Coloniale de Bambao (Société), puis Comores-Bambao"
madagascar-et-djibouti-comores-economie-1903-7a55eb,https://entreprises-coloniales.fr/madagascar-et-djibouti/Comores-economie-1903.pdf,source_document,Les avantages économiques des Comores par René Delaporte,Documents généraux,Comores,Madagascar et Djibouti,1903,,Les avantages économiques des Comores (1903) par René Delaporte
madagascar-et-djibouti-compagnie-des-comores-d9721a,https://entreprises-coloniales.fr/madagascar-et-djibouti/Compagnie_des_Comores.pdf,company,Compagnie des Comores,Sociétés,Comores,Madagascar et Djibouti,1845,1897,"Compagnie des Comores (1845-1897), Mayotte"
madagascar-et-djibouti-plantations-d-anjouan-2f68ab,https://entreprises-coloniales.fr/madagascar-et-djibouti/Plantations_d_Anjouan.pdf,company,Société de Plantations d’Anjouan,Sociétés,Comores,Madagascar et Djibouti,,,Plantations d’Anjouan (Société de)
madagascar-et-djibouti-plantations-de-kaoeni-de5aca,https://entreprises-coloniales.fr/madagascar-et-djibouti/Plantations_de_Kaoeni.pdf,company,"Société des, puis Société agricole des Plantations de Kaoéni",Sociétés,Comores,Madagascar et Djibouti,,,"Plantations de Kaoéni (Société des, puis Société agricole des), Mayotte : vanille, ylang, citronnelle"
madagascar-et-djibouti-recueil-stes-1900-comores-f37fc1,https://entreprises-coloniales.fr/madagascar-et-djibouti/Recueil_stes_1900-Comores.pdf,source_document,Recueil des sociétés coloniales et maritimes,Documents généraux,Comores,Madagascar et Djibouti,1900,,Recueil des sociétés coloniales et maritimes (1900) : Comores
madagascar-et-djibouti-s-a-grande-comore-80fdb3,https://entreprises-coloniales.fr/madagascar-et-djibouti/S.A._Grande-Comore.pdf,company,Grande-Comore,Sociétés,Comores,Madagascar et Djibouti,,,Grande-Comore (Société anonyme de la)(Humblot & Cie) : filiale de la Coloniale de Bambao
