person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
c-abdy-r,banquefonciereegyptelandbankegyptalexandrie,1,1905,1905,administrateur,1
charles-roux-j,banquefonciereegyptelandbankegyptalexandrie,1,1905,1905,administrateur,1
feraud-a,banquefonciereegyptelandbankegyptalexandrie,1,1905,1905,administrateur,1
j-e-cornish,banquefonciereegyptelandbankegyptalexandrie,1,1905,1905,administrateur,1
pourriere-o,banquefonciereegyptelandbankegyptalexandrie,1,1905,1905,administrateur,1
salvago-m,banquefonciereegyptelandbankegyptalexandrie,1,1905,1905,administrateur,1
zarifi-p,banquefonciereegyptelandbankegyptalexandrie,1,1905,1905,administrateur,1
cornudet-l,banquehypothecairefrancoegyptienne,1,1914,1914,administrateur,1
cressaty,banquehypothecairefrancoegyptienne,2,1910,1910,administrateur,1
d-hugonneau-m,banquehypothecairefrancoegyptienne,2,1914,1914,administrateur,1
de-cressac-h,banquehypothecairefrancoegyptienne,1,1914,1914,administrateur,1
de-godlewski,banquehypothecairefrancoegyptienne,1,1910,1910,administrateur,1
de-suyrot-c,banquehypothecairefrancoegyptienne,1,1914,1914,administrateur,1
deposes-chez-me-mouchet-s,banquehypothecairefrancoegyptienne,1,1910,1910,administrateur,1
dutreil,banquehypothecairefrancoegyptienne,1,1910,1910,administrateur,1
dutreil-m,banquehypothecairefrancoegyptienne,2,1914,1914,administrateur,1
et-le-solde-du-compte-de-profits,banquehypothecairefrancoegyptienne,1,1929,1929,administrateur,1
ficatier-m,banquehypothecairefrancoegyptienne,1,1914,1914,administrateur,1
gosse-siege-social-a-paris-l,banquehypothecairefrancoegyptienne,1,1914,1914,administrateur,1
jegou-d-herbeline-p,banquehypothecairefrancoegyptienne,2,1910,1910,administrateur,1
adam-a,caissehypothecaireegypte,1,1912,1912,administrateur,1
baeyens,caissehypothecaireegypte,2,1912,1917,administrateur,1
binard-g,caissehypothecaireegypte,2,1937,1953,commissaire_aux_comptes,0
braun-e,caissehypothecaireegypte,3,1923,1927,administrateur,1
cial-f,caissehypothecaireegypte,1,1917,1917,administrateur,1
clarck-g,caissehypothecaireegypte,6,1920,1931,administrateur,1
cogels-j,caissehypothecaireegypte,3,1940,1953,administrateur,1
delbeke-c,caissehypothecaireegypte,1,1920,1920,administrateur,1
demeure-j,caissehypothecaireegypte,5,1937,1953,administrateur,1
dombre-e,caissehypothecaireegypte,6,1920,1931,administrateur,1
eid-a,caissehypothecaireegypte,2,1917,1920,administrateur,1
eid-g,caissehypothecaireegypte,5,1912,1929,administrateur,1
eid-j,caissehypothecaireegypte,1,1931,1931,administrateur,1
feyerick-j,caissehypothecaireegypte,1,1931,1931,administrateur,1
fvial,caissehypothecaireegypte,1,1912,1912,administrateur,1
g-a-eid,caissehypothecaireegypte,2,1917,1920,administrateur,1
guyane,caissehypothecaireegypte,1,1953,1953,commissaire_aux_comptes,0
jacobs-e,caissehypothecaireegypte,8,1923,1953,administrateur,1
jacobs-f,caissehypothecaireegypte,8,1912,1931,administrateur,1
legrelle-c,caissehypothecaireegypte,5,1920,1929,administrateur,1
martin-l,caissehypothecaireegypte,4,1937,1953,administrateur,1
melot-h,caissehypothecaireegypte,4,1937,1953,administrateur,1
morel-de-boucle-saint-denis-h,caissehypothecaireegypte,1,1912,1912,administrateur,1
petit-c,caissehypothecaireegypte,1,1920,1920,administrateur,1
pierrot-f,caissehypothecaireegypte,1,1937,1937,commissaire_aux_comptes,0
poilay-bey-c,caissehypothecaireegypte,2,1912,1917,administrateur,1
rolin-j,caissehypothecaireegypte,2,1917,1920,administrateur,1
schenck-a,caissehypothecaireegypte,4,1923,1929,administrateur,1
thys-e,caissehypothecaireegypte,2,1912,1917,administrateur,1
