company_key,company_name,attribute,value,year,source_ref,doc_id
banquemisr,Banque Misr,head_office,"est au Caire, et outre les nombreuses succursales qu'elle a en Égypte",1927,"Le Temps économique et financier, 25 juillet 1927",proche-orient-banque-misr-c61fc5
banquemisr,Banque Misr,head_office,"au Caire et ses 18 agences, est en contact direct avec toutes les",1928,"Le Journal des débats, 21 mai 1928",proche-orient-banque-misr-c61fc5
banquemisr,Banque Misr,head_office,"au Caire, rue Emad-El-Dine, dans le magnifique hôtel qui",1930,"Le Journal des débats, 28 janvier 1930",proche-orient-banque-misr-c61fc5
banquemisr,Banque Misr,head_office,au Caire et son réseau d'agences établies dans les principaux centres,1929,"Le Journal des débats, 5 mai 1929",proche-orient-banque-misr-c61fc5
banquemisr,Banque Misr,head_office,"151, rue Emad-El-Dine, Le Caire",1939,"Le Temps, 20 avril 1939",proche-orient-banque-misr-c61fc5
banquemisrfrance,Banque Misr-France,head_office,"151, rue Emad-El-Dine, Le Caire",1939,"Le Temps, 20 avril 1939",proche-orient-banque-misr-paris-a0afef
banquecommercialeagricoleegypte,Banque française commerciale et agricole d'Égypte,capital,5.000.000 fr.,1910,"La Correspondance d’Orient, 15 décembre 1910",proche-orient-bfcae-1910-1913-ab91da
banquecommercialeagricoleegypte,Banque française commerciale et agricole d'Égypte,head_office,"r. de Clichy, 25",1910,"La Correspondance d’Orient, 15 décembre 1910",proche-orient-bfcae-1910-1913-ab91da
banquehypothecairefrancoegyptienne,Banque hypothécaire franco-égyptienne,head_office,"provisoire 20, rue des Capucines, Paris. — Conseil : MM. le comte Fruchard, comte",1910,"Cote de la Bourse et de la banque, 18 mai 1910",proche-orient-bq-hypo-fr-egyptienne-7a435a
banquehypothecairefrancoegyptienne,Banque hypothécaire franco-égyptienne,head_office,"Paris, 7, rue Auber",1914,"Les Assemblées générales, janvier 1914",proche-orient-bq-hypo-fr-egyptienne-7a435a
banquehypothecairefrancoegyptienne,Banque hypothécaire franco-égyptienne,capital,10 millions fr.,1929,"Laval, Mayenne, 13 octobre 1857-Paris VIe, 16 mai 1929",proche-orient-bq-hypo-fr-egyptienne-7a435a
caissehypothecaireegypte,Caisse hypothécaire d'Égypte,head_office,est à,1904,"La Cocarde, 11 avril 1904",proche-orient-caisse-hypo-egypte-ff1754
