person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
weber-j,Weber,J. Weber; Jean Weber,15,15,28,administrateur,1920,1937,Banques et groupes financiers; Documents généraux (par ordre chronologique); Sociétés commerciales
superville-m,Superville,Maurice Superville; Superville,13,13,23,administrateur,1920,1937,Banques et groupes financiers; Documents généraux (par ordre chronologique)
benedic-e-edouard,Bénédic,Edouard Bénédic; Édouard Bénédic,12,11,20,president,1929,1968,Banques et groupes financiers; Documents généraux (par ordre chronologique)
fondere-a-alphonse,Fondère,Alphonse Fondère,9,9,16,administrateur,1915,1938,Banques et groupes financiers; Documents généraux (par ordre chronologique)
pinci-m,Pinci,Mario Pinci; Pinci,8,8,11,administrateur,1947,1953,Banques et groupes financiers; Documents généraux (par ordre chronologique)
claude-a,Claude,A.-F.-J. Claude; A.F.J. Claude,7,7,8,administrateur,1947,1953,Banques et groupes financiers; Documents généraux (par ordre chronologique)
d-hombres-h,d'[H]ombres,Henri d'Hombres; d'[H]ombres,7,7,7,administrateur,1947,1951,Documents généraux (par ordre chronologique)
guynet-w,Guynet,W. Guynet; William Guynet,6,6,14,administrateur,1903,1929,Banques et groupes financiers; Documents généraux (par ordre chronologique)
guynet-d,Guynet,D. Guynet; Daniel Guynet,6,6,13,administrateur,1930,1953,Banques et groupes financiers; Documents généraux (par ordre chronologique)
trechot-f,Tréchot,François Tréchot,6,6,11,administrateur,1922,1937,Banques et groupes financiers; Documents généraux (par ordre chronologique)
trechot-h,Tréchot,Henri Tréchot; Henry Tréchot,7,6,10,directeur_general,1922,1930,Banques et groupes financiers; Documents généraux (par ordre chronologique)
pecqueur-w,Pecqueur,W. Pecqueur; William Pecqueur,6,6,9,administrateur,1937,1951,Documents généraux (par ordre chronologique)
trechot-l,Tréchot,Louis Tréchot,6,6,8,administrateur,1922,1937,Banques et groupes financiers; Documents généraux (par ordre chronologique)
joubert-a,Joubert,André Joubert,6,6,6,administrateur,1937,1951,Documents généraux (par ordre chronologique)
mizraki-m,Mizraki,Maurice Mizraki,6,6,6,administrateur,1937,1937,Documents généraux (par ordre chronologique)
berger-h,Berger,H. Berger; Henri Berger,6,6,6,administrateur,1938,1953,Banques et groupes financiers; Documents généraux (par ordre chronologique)
boussenot-g,Boussenot,G. Boussenot; Georges Boussenot,5,5,22,administrateur,1929,1968,Banques et groupes financiers; Documents généraux (par ordre chronologique)
perrin-l,Perrin,L. Perrin; Louis Perrin,5,5,13,administrateur,1937,1968,Banques et groupes financiers; Documents généraux (par ordre chronologique)
bolle-a,Bolle,A. Bolle; Arthur Bolle,5,5,8,administrateur,1912,1930,Banques et groupes financiers; Documents généraux (par ordre chronologique)
roullet-g,Roullet,Guy Roullet,5,5,8,administrateur,1926,1947,Banques et groupes financiers; Documents généraux (par ordre chronologique)
josse-a-adrien,Josse,Adrien Josse,5,5,7,president,1912,1938,Banques et groupes financiers; Documents généraux (par ordre chronologique)
ponche-e,Ponche,E. Ponche; Émile Ponche,5,5,7,vice_president,1922,1930,Banques et groupes financiers; Documents généraux (par ordre chronologique)
fondere-a,Fondère,A. Fondère,5,5,6,administrateur,1912,1928,Banques et groupes financiers; Documents généraux (par ordre chronologique)
doumic-j,Doumic,J.-R. Doumic; Jacques-René Doumic,5,5,6,administrateur,1937,1950,Documents généraux (par ordre chronologique); Sociétés commerciales
clement-g,Clément,Georges Clément,6,5,6,administrateur_delegue,1937,1951,Documents généraux (par ordre chronologique)
vadier-j,Vadier,J. Vadier; Joseph Vadier; Vadier,5,5,6,administrateur,1948,1953,Banques et groupes financiers; Documents généraux (par ordre chronologique)
brack-g,Brack,Georges Brack,5,5,5,administrateur,1922,1925,Documents généraux (par ordre chronologique)
henriquez-g,Henriquez,G. Henriquez; Georges Henriquez,5,5,5,administrateur,1928,1937,Documents généraux (par ordre chronologique); Sociétés commerciales
clement-m,Clément,Maurice Clément,5,5,5,administrateur,1937,1951,Documents généraux (par ordre chronologique)
schmidt-m,Schmidt,Max Schmidt,5,5,5,administrateur,1937,1951,Documents généraux (par ordre chronologique)
monteil-j,Monteil,J. Monteil; Joseph Monteil,4,4,17,administrateur,1928,1968,Banques et groupes financiers; Documents généraux (par ordre chronologique)
