company_key,company_name,attribute,value,year,source_ref,doc_id
banqueafriqueequatoriale,Banque française de l'Afrique Équatoriale,founded_date,1904-10-04,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
prosperancel,Prosper Ancel,head_office,d'exploit. : Loango,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
pbroet,P. Broët et Cie,capital,700.000 fr.,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
pbroet,P. Broët et Cie,head_office,Port-Gentil,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
exploitationsforestieresafricaines,Cie d'exploitations forestières africaines,founded_date,1920-05-14,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
hautcongo,Cie française du Haut-Congo,founded_date,1890-03-31,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
boiscoloniaux,Cie générale des bois coloniaux,head_office,"commercial et direction : 28, avenue Daumesnil, PARIS",1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
hautengounie,Cie de la Haute N'Gounié,founded_date,1899-07-17,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
lyonnaiseafriqueequatoriale,Cie lyonnaise de l'Afrique équatoriale française,founded_date,1921-08-26,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
nkemenkeni,Cie de l'N'Kémé et de l'N'Keni,founded_date,1899-06-24,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
proprietairekouilouniari,Cie propriétaire du Kouilou-Niari,founded_date,1899-06-10,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
georgesfabre,Georges Fabre et Cie,head_office,KINSHASA Congo belge),1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
francecongo,France-Congo,founded_date,1919-07-23,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
francecongo,France-Congo,head_office,"), Congo-français : Brazzaville",1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
galland,A. Galland,head_office,d'exploit. à Port-Gentil,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
genichonpetit,Génichon et Petit,head_office,) à Libreville,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
egillet,E. Gillet,head_office,d’exploit. à Port-,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
leverbrothersltdportsunlightcheshire,"Lever Brothers Ltd, Port SUNLIGHT, Cheshire",founded_date,1894-06-21,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
