company_id,name,sectors,n_ties,n_directors,first_year,last_year
forestieresanghaoubangui,Compagnie Forestière Sangha-Oubangui,Banques et groupes financiers; Documents généraux (par ordre chronologique),102,48,1911,1953
miniereoubanghioriental,Compagnie Minière de l'Oubanghi oriental,Banques et groupes financiers; Documents généraux (par ordre chronologique),128,46,1928,1968
cotonniereequatoriale,Cie cotonnière équatoriale française,Banques et groupes financiers; Documents généraux (par ordre chronologique),100,41,1929,1953
equatorialemines,Compagnie Équatoriale de mines,Banques et groupes financiers; Documents généraux (par ordre chronologique),74,39,1927,1953
afriquecongo,Afrique et Congo,Banques et groupes financiers; Documents généraux (par ordre chronologique),69,36,1907,1953
messageriesfluvialescongo,Messageries fluviales du Congo,Banques et groupes financiers; Documents généraux (par ordre chronologique),53,34,1901,1929
boiscoloniaux,Compagnie générale des Bois coloniaux,Banques et groupes financiers; Documents généraux (par ordre chronologique),90,31,1922,1951
banqueafriqueequatoriale,"Banque française de l'Afrique équatoriale, puis Banque française de l'Afrique . Suite de la Société française industrielle et coloniale.",Banques et groupes financiers; Documents généraux (par ordre chronologique),53,28,1909,1938
entreprisesagricolesplantations,ENTREPRISES AGRICOLES PLANTATIONS,Documents généraux (par ordre chronologique),39,27,1937,1937
exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,Documents généraux (par ordre chronologique),44,26,1922,1951
financierecongo,Société financière du Congo français,Banques et groupes financiers; Documents généraux (par ordre chronologique),37,26,1928,1956
afrique,L'Afrique française,Documents généraux (par ordre chronologique),32,26,1925,1951
minierecongo,Cie Minière du Congo français,Documents généraux (par ordre chronologique),47,25,1922,1951
hautbascongo,Compagnie française du Haut et Bas-Congo,Banques et groupes financiers; Documents généraux (par ordre chronologique),34,24,1930,1952
leverbrothersltdportsunlightcheshire,"Lever Brothers Ltd, Port SUNLIGHT, Cheshire",Documents généraux (par ordre chronologique),30,23,1922,1926
waagfrereslacanenghe,"Waag frères, lac Anenghé",Documents généraux (par ordre chronologique),45,22,1937,1937
transportsoubanguicameroun,"Société de Transports Oubangui-Cameroun, puis Société des transports ouest-centrafricains",Banques et groupes financiers; Documents généraux (par ordre chronologique),34,22,1935,1951
commercialeindustrielleagricolehautogooue,"Société commerciale, industrielle et agricole du Haut-Ogooué",Documents généraux (par ordre chronologique),30,20,1922,1951
industriellebasogooue,Société Industrielle du Bas-Ogooué,Documents généraux (par ordre chronologique),22,20,1922,1926
proprietairekouilouniari,Compagnie Propriétaire du Kouilou-Niari,Documents généraux (par ordre chronologique),27,19,1922,1937
leverbrothersltd,Lever Brothers Ltd,Documents généraux (par ordre chronologique),19,19,1937,1937
intertropicalcomfina,Intertropical-Comfina,Documents généraux (par ordre chronologique),25,18,1926,1937
cotonnierecongolaise,Cie cotonnière congolaise,Documents généraux (par ordre chronologique),18,18,1937,1937
kouango,"Compagnie du Kouango français, puis Compagnie nouvelle du Kouango français",Documents généraux (par ordre chronologique),29,17,1922,1951
commercialesanghaoubangui,Compagnie Commerciale Sangha-Oubangui,Documents généraux (par ordre chronologique); Sociétés commerciales,29,17,1928,1951
nationalecameroun,Sté nationale du Cameroun,Documents généraux (par ordre chronologique),26,17,1922,1947
sultanatshautoubangui,Les Sultanats du Haut-Oubangui,Documents généraux (par ordre chronologique),24,17,1925,1937
entreprisesafricaines,"Société d'entreprises africaines, puis Société d'entreprises africaines et Matériel colonial réunis",Banques et groupes financiers; Documents généraux (par ordre chronologique),39,16,1922,1951
cotonsafricains,Societe francaise des Cotons africains,Documents généraux (par ordre chronologique),22,16,1937,1951
transportafrique,Compagnie générale de transport en Afrique,Banques et groupes financiers,22,16,1948,1953
constructionbatignolles,Société de Construction des Batignolles,Documents généraux (par ordre chronologique),21,16,1937,1949
unionroutierecentreafricaine,"Union routière centre-africaine, Anct",Documents généraux (par ordre chronologique),16,16,1949,1949
socindbasogooue,Soc. an. ind. du BAS-OGOOUÉ,Documents généraux (par ordre chronologique),16,15,1925,1925
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",Documents généraux (par ordre chronologique),22,14,1922,1951
lyonnaiseafriqueequatoriale,Compagnie Lyonnaise de l'Afrique équatoriale française,Documents généraux (par ordre chronologique),19,14,1922,1926
creditfonciercongo,Crédit foncier du Congo,Banques et groupes financiers; Documents généraux (par ordre chronologique),18,14,1928,1951
plantationspalmeraiesogooue,Cie générale des Plantations et palmeraies de l'Ogooué,Documents généraux (par ordre chronologique),18,14,1937,1951
cotonnierehautoubangui,Cie cotonnière du Haut-Oubangui,Documents généraux (par ordre chronologique),16,14,1937,1951
hautengounie,Compagnie de la Haute-N'Gounié,Documents généraux (par ordre chronologique),21,13,1922,1938
agricoleindustrielleogooue,Société Agricole et Industrielle de l’Ogooué,Documents généraux (par ordre chronologique),18,13,1922,1926
transportsafrique,Compagnie Générale de transports en Afrique,Banques et groupes financiers; Documents généraux (par ordre chronologique),16,13,1929,1951
altex,Société Altex,Documents généraux (par ordre chronologique),14,13,1949,1949
equateur,Compagnie Générale de l'Équateur,Banques et groupes financiers; Documents généraux (par ordre chronologique),25,12,1934,1937
alimaienne,L'Alimaïenne,Documents généraux (par ordre chronologique),19,12,1922,1926
socoma,SOCOMA,Documents généraux (par ordre chronologique),16,12,1939,1939
industriellecongo,Sté industrielle du Congo,Documents généraux (par ordre chronologique),14,12,1922,1926
agricolegabon,Société agricole du Gabon,Documents généraux (par ordre chronologique),14,12,1937,1951
colonialedistributionenergieelectrique,"Compagnie Coloniale de Distribution d'énergie électrique, puis Centrale de distribution d'énergie électrique",Documents généraux (par ordre chronologique),15,11,1937,1947
bongolalokundjinyong,Bongola-Lokundji-Nyong,Documents généraux (par ordre chronologique),14,11,1937,1947
socnationalecameroun,Soc. Nationale du CAMEROUN,Documents généraux (par ordre chronologique),14,11,1925,1938
hautogooue,HAUT-OGOOUÉ,Documents généraux (par ordre chronologique),13,11,1925,1938
cameroun,Cie française du Cameroun,Documents généraux (par ordre chronologique),11,11,1926,1947
exploitationscommercialesafricaines,Compagnie d'Exploitations commerciales africaines,Documents généraux (par ordre chronologique),11,11,1937,1951
brasseriescameroun,Société anonyme des Brasseries du Cameroun,Documents généraux (par ordre chronologique),11,11,1947,1947
fsehautcongo,Cie Fse du HAUT-CONGO,Documents généraux (par ordre chronologique),11,11,1925,1925
socindustrielleconstructions,Soc. industrielle de CONSTRUCTIONS,Documents généraux (par ordre chronologique),11,11,1938,1938
commerceafricain,Compagnie Française de Commerce africain,Sociétés commerciales,17,10,1898,1910
pariscongo,Paris-Congo,Documents généraux (par ordre chronologique); Sociétés commerciales,16,10,1926,1931
boisgabon,Société des Bois du Gabon,Documents généraux (par ordre chronologique),13,10,1937,1951
unionforestiereogooue,Union forestière de l'Ogooué,Documents généraux (par ordre chronologique),13,10,1937,1951
sanghalikouala,Compagnie Générale Sangha-Likouala,Documents généraux (par ordre chronologique),12,10,1937,1951
entreprises,ENTREPRISES,Documents généraux (par ordre chronologique),11,10,1949,1949
unionminierebascongo,Union minière du Bas-Congo,Documents généraux (par ordre chronologique),10,10,1949,1949
bordelaisecomptoirsafricains,Compagnie Bordelaise des Comptoirs africains,Documents généraux (par ordre chronologique),10,10,1925,1925
coteafrique,CÔTE D'AFRIQUE,Documents généraux (par ordre chronologique),10,10,1938,1938
boismondah,Société des bois de la Mondah,Documents généraux (par ordre chronologique),16,9,1937,1951
hautcongo,Compagnie Française du Haut-Congo,Documents généraux (par ordre chronologique),13,9,1922,1926
nantaiseboisderoulescontreplaquesocean,Compagnie nantaise des bois déroulés et contreplaqués « Océan »,Documents généraux (par ordre chronologique),13,9,1937,1951
oubangui,Compagnie Française de l'Oubangui,Documents généraux (par ordre chronologique),9,9,1937,1951
plantationssanaga,Plantations de la Sanaga,Documents généraux (par ordre chronologique),9,9,1937,1937
plantationsfoumban,Société des plantations de Foumban,Documents généraux (par ordre chronologique),9,9,1937,1947
gabon,Compagnie Française du Gabon,Documents généraux (par ordre chronologique),9,9,1951,1951
industriesforestieresafricaines,Cie des industries forestières africaines,Documents généraux (par ordre chronologique),9,9,1951,1951
consortiumboisafricains,Consortium des bois africains,Documents généraux (par ordre chronologique),9,9,1951,1951
energieelectriqueafriqueequatoriale,Énergie électrique d'Afrique équatoriale,Documents généraux (par ordre chronologique),9,9,1949,1949
energieelectriquecamerounbp,"Énergie électrique du Cameroun, B. P",Documents généraux (par ordre chronologique),9,9,1947,1947
africaineforestiereagricole,Société africaine forestière et agricole,Documents généraux (par ordre chronologique),9,9,1947,1947
kotto,La Kotto,Documents généraux (par ordre chronologique),15,8,1922,1926
entreprisescommercialescongobelge,Sté anon. d'entreprises commerciales au Congo belge,Documents généraux (par ordre chronologique),14,8,1922,1926
forestieres,ET FORESTIÈRES,Documents généraux (par ordre chronologique),13,8,1937,1937
unionoutremer,Union française d'outre-mer,Documents généraux (par ordre chronologique),10,8,1951,1951
agricolecommercialealima,Société Agricole et Commerciale de l'Alima,Documents généraux (par ordre chronologique),8,8,1926,1926
industrielleboiscontreplaquesmultiplex,Cie industrielle des bois contreplaqués Multiplex,Documents généraux (par ordre chronologique),8,8,1937,1937
forestierelittoralgabonais,Société forestière du littoral gabonais,Documents généraux (par ordre chronologique),8,8,1937,1937
huileriesmoyencongo,Huileries du Moyen-Congo,Documents généraux (par ordre chronologique),8,8,1937,1937
industrielleagricoletabaccolonial,Société industrielle et agricole du tabac colonial,Documents généraux (par ordre chronologique),8,8,1949,1949
tchadafriqueequatorialeentrepriseschemin,Société du Tchad et d'Afrique équatoriale des Entreprises Chemin,Documents généraux (par ordre chronologique),8,8,1949,1949
depotspetrolierscamerounbp,"Cie française de dépôts pétroliers au Cameroun, B. P",Documents généraux (par ordre chronologique),8,8,1947,1947
ouestcameroun,Cie Ouest-Cameroun,Documents généraux (par ordre chronologique),8,8,1947,1947
bascongo,Compagnie Française du Bas-Congo,Documents généraux (par ordre chronologique),12,7,1922,1926
ouhamenana,Compagnie française de l'Ouhamé et de la Nana,Documents généraux (par ordre chronologique),11,7,1922,1926
pastoralecommercialeafricaine,"Compagnie Pastorale et Commerciale africaine, puis Pastorale africaine",Documents généraux (par ordre chronologique),11,7,1926,1937
afriqueminiereequatoriale,Afrique minière équatoriale,Documents généraux (par ordre chronologique),10,7,1922,1926
unionforestiereafricaine,Union forestière africaine,Documents généraux (par ordre chronologique),10,7,1937,1951
banquebelgeafrique,Banque belge d'Afrique,Documents généraux (par ordre chronologique),10,7,1951,1951
bordelaiseafricaine,Société bordelaise africaine,Documents généraux (par ordre chronologique),9,7,1937,1947
forestieregabonaise,Cie forestière gabonaise,Documents généraux (par ordre chronologique),8,7,1949,1949
hautebokoue,Société de la Haute-Bokoué,Documents généraux (par ordre chronologique),7,7,1937,1937
transporteafriqueparis,"Cie générale de transporte en Afrique, à Paris",Documents généraux (par ordre chronologique),7,7,1937,1937
africaineentreprises,Société Africaine d'Entreprises,Documents généraux (par ordre chronologique),7,7,1937,1949
entreprisestravauxfrancecolonies,Société d'entreprises de travaux en France et aux Colonies,Documents généraux (par ordre chronologique),7,7,1937,1937
hautemondah,Société de la Haute-Mondah,Documents généraux (par ordre chronologique),7,7,1951,1951
gabonniari,Gabon-Niari,Documents généraux (par ordre chronologique),7,7,1949,1949
africainechaussuresbp,"Société africaine de chaussures, B. P",Documents généraux (par ordre chronologique),7,7,1949,1949
minieredimonika,Société minière de Dimonika,Documents généraux (par ordre chronologique),7,7,1949,1949
pastoraleafricaine,Cie pastorale africaine,Documents généraux (par ordre chronologique),7,7,1947,1947
materielcolonial,Le Matériel colonial,Documents généraux (par ordre chronologique),7,7,1947,1947
tropicaledroguerie,Société tropicale de droguerie,Documents généraux (par ordre chronologique),7,7,1947,1947
francbascongo,Cie Franç. du BAS-CONGO,Documents généraux (par ordre chronologique),7,7,1925,1925
sericicolecongo,Séricicole du Congo,Banques et groupes financiers,7,7,1928,1928
lefiniagricolecommercialeindustrielle,"« La Léfini », Cie agricole, commerciale et industrielle",Documents généraux (par ordre chronologique),11,6,1922,1926
centreafrique,Centre-Afrique,Documents généraux (par ordre chronologique),10,6,1922,1926
equatoriale,L'Équatoriale,Documents généraux (par ordre chronologique),8,6,1926,1951
unioncolonialeagricoleforestiere,Union coloniale agricole et forestière,Documents généraux (par ordre chronologique),7,6,1937,1951
transportsouhamenana,Compagnie de Transports Cie française de l'Ouhame et de la Nana,Documents généraux (par ordre chronologique),7,6,1937,1951
imprimeriecommercialecameroun,Imprimerie commerciale du Cameroun,Documents généraux (par ordre chronologique),7,6,1947,1947
cavescongolaises,Société anon. « Caves congolaises »,Documents généraux (par ordre chronologique),6,6,1926,1926
agricoleforestiereindustrielleafrique,"Société Agricole, Forestière et Industrielle pour l'Afrique",Documents généraux (par ordre chronologique),6,6,1926,1926
forestiereniari,Société Forestière du Niari,Documents généraux (par ordre chronologique),6,6,1937,1937
creditcameroun,Crédit du Cameroun,Documents généraux (par ordre chronologique),6,6,1951,1951
commercialegabonlibrevilleef,"Cie commerciale du Gabon, LIBREVILLE A.-E. F",Documents généraux (par ordre chronologique),6,6,1951,1951
forestierenombo,Compagnie forestière de Nombo,Documents généraux (par ordre chronologique),6,6,1951,1951
