company_id,name,sectors,n_ties,n_directors,first_year,last_year
banqueafriqueoccidentale,Banque de l'Afrique occidentale,Banque,149,42,1901,1953
banquecommercialeafricaine,Banque commerciale africaine,Banque,108,41,1924,1953
salinssinesaloum,Salins du Sine Saloum,Mines,58,41,1914,1933
minesfalemegambie,Compagnie des Mines de Falémé-Gambie,Mines,67,37,1911,1953
cheminferdakarsaintlouis,Compagnie du Chemin de fer de Dakar à Saint-Louis,Transports,123,34,1887,1953
messageriesafricaines,Messageries africaines,Transports,41,27,1920,1949
creditfoncierouestafricain,Crédit foncier de l'Ouest-Africain,Banque,50,24,1931,1951
brasseriesouestafricain,Société des Brasseries de l'Ouest Africain,Industries agro-alimentaires,41,20,1936,1953
minesfaleme,Mines de Falémé,Mines,33,19,1912,1933
banquesenegal,Banque du Sénégal,Banque,19,19,1868,1882
eauxelectriciteouestafricain,Eaux et électricité de l'Ouest-Africain,Industries,46,17,1937,1951
immobilierefinanciereafricaine,Société Immobilière et financière africaine,Banque,18,14,1950,1950
senegalaisevoieseconomiques,Compagnie Sénégalaise de voies économiques,Transports,28,13,1921,1933
huileriesrizeriesouestafricaines,Société des Huileries et rizeries ouest-africaines,Industries agro-alimentaires,21,13,1925,1929
africainesisaloyenbamparrufisque,"Compagnie Africaine de Sisal, Oyenbam, par Rufisque",Industries agro-alimentaires,19,13,1930,1935
salinscapvert,Salins du Cap Vert,Mines,13,13,1920,1942
silicocalcaireafricaine,La Silico-Calcaire africaine,Industries,21,12,1922,1926
alimentationchanaud,"Société Française d'Alimentation de Chanaud & Cie, puis Coloniale d'alimentation frigorifique",Industries agro-alimentaires,15,11,1911,1913
plantationscasamance,Société des Plantations de Casamance,Industries agro-alimentaires,11,11,1937,1937
senegalaisecultureslatemengue,Société Sénégalaise de Cultures Late-Mengué,Industries agro-alimentaires,11,11,1931,1931
commercialeportsafricains,Société commerciale des ports africains,Transports,13,10,1951,1951
charbonnagesdakar,Compagnie française des Charbonnages de Dakar,Transports,12,10,1898,1947
chauxcimentssenegal,Chaux et ciments du Sénégal,Industries,12,10,1929,1929
minessenegambie,Compagnie des Mines de Sénégambie,Mines,10,10,1908,1908
ilmenitediogue,"L'Ilmènite, Diogué",Mines,11,9,1932,1950
creditfoncierafriqueequatorialebrazzaville,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",Banque,10,9,1930,1943
electriqueindustriellebaoldiourbel,"Société Électrique et Industrielle du Baol, Diourbel",Industries agro-alimentaires,9,9,1944,1944
lesieurafrique,Lesieur-Afrique,Industries agro-alimentaires,9,9,1952,1952
commerceafricain,Compagnie Française de Commerce africain,Commerce,15,8,1948,1951
huileriessavonneriesouestafricainsuitealminko,"Huileries et savonneries de l'Ouest-africain, suite d'Alminko",Industries agro-alimentaires,12,8,1936,1947
manutentionafricaine,Manutention africaine,Commerce,12,8,1936,1950
caoutchoucscasamance,Compagnie des Caoutchoucs de Casamance,Industries,8,8,1898,1898
industrielleafricaine,Compagnie Industrielle Africaine Française,Industries agro-alimentaires,8,8,1921,1921
travauxafricains,Société Générale de Travaux africains,Industries,8,8,1948,1948
electricitesenegal,Compagnie d'Électricité du Sénégal,Industries,13,7,1918,1921
palmador,Société Palmador,Commerce,10,7,1921,1925
senegal,Compagnie du Sénégal,Industries agro-alimentaires; Transports,9,7,1912,1928
foncierecoteafrique,Foncière de la Côte d'Afrique,Foncier et immobilier,8,7,1929,1940
cheminferdakarstlouis,Cie du chemin de fer de Dakar à St-Louis,Transports,7,7,1922,1922
creditfoncierafrique,Crédit foncier de l'Afrique française,Banque,7,7,1951,1951
culturestropicalesafriquetambacounda,"Cie de cultures tropicales en Afrique, TAMBACOUNDA",Industries agro-alimentaires,7,7,1951,1951
messageriessenegal,Messageries du Sénégal,Transports,7,7,1950,1950
commercialeafricaine,Commerciale Africaine,Commerce,7,7,1925,1925
colonialesac,"Société Coloniale du sac, puis Société commerciale et industrielle du sac",Industries,7,7,1949,1949
hoteliereouestafricainchoa,Compagnie Hôtelière de l'Ouest Africain CHOA),Commerce,10,6,1929,1930
etablissementsbartheslesieur,Établissements Barthès et Lesieur,Commerce,9,6,1922,1925
etablissementssalagna,Établissements Salagna,Commerce,8,6,1921,1921
fonciereouestafricain,"Compagnie Foncière de l'Ouest-Africain, puis Foncière de l'Afrique",Foncier et immobilier,6,6,1928,1928
etablissementslagrifferivetnantesdakarkaolack,"Établissements Lagriffe et Rivet, Nantes, Dakar, Kaolack",Commerce,6,6,1929,1929
colonialechauxcimentsof,Société coloniale des chaux et ciments de l'A.-O. F,Industries,6,5,1951,1951
colonialefrancoafricaine,Compagnie Coloniale Franco-Africaine,Commerce,6,5,1895,1895
unionsenegalaiseindustriesmaritimes,Union sénégalaise d'industries maritimes,Transports,5,5,1950,1950
etablissementsvincentgoux,Établissements Vincent Goux,Industries agro-alimentaires,5,5,1927,1927
commercialeafricainesuitepascalbuhan,"Nouvelle Société commerciale africaine, suite de Pascal Buhan et Cie",Commerce,6,4,1919,1938
parisiennecomptoirsafricains,Société parisienne de comptoirs africains,,4,4,1951,1951
commercialeindustrielleoutremer,Société Commerciale et Industrielle d’Outre-Mer,Industries,4,4,1919,1919
immobilierethies,"Société Immobilière de Thiès, puis Établissements français de l’Ouest-Africain",Foncier et immobilier,4,4,1921,1921
transportsafriqueoccidentale,Société des Transports de l'Afrique occidentale,Transports,4,4,1928,1935
commercialeportsafricainsdakarabidjandoualamanutentionconsignationtransitcharbons,"Société Commerciale des Ports africains, Dakar, Abidjan, Douala. Manutention, consignation, transit, charbons…",Transports,5,3,1936,1936
etsalphonselecomteintercolonialeafricaine,"Éts Alphonse Lecomte, Cie intercoloniale africaine",Commerce,4,2,,
etsjpierregrosse,Éts J. Pierregrosse et Cie,,3,2,1951,1951
colonialeautomobile,Coloniale Automobile,Transports,2,2,1932,1932
cabotagevapeursenegalrivieressud,Société française de Cabotage à vapeur du Sénégal et des Rivières du Sud,Transports,1,1,,
groupebouillouxlafontcreditfonciersenegal,"groupe Bouilloux-Lafont Crédit foncier du Sénégal, puis Crédit foncier d'Afrique",Banque,1,1,1933,1933
flersexportationsenegal,"Flers-Exportation, Sénégal",Commerce,1,1,1894,1894
portdakar,Port de Dakar,Transports,1,1,1938,1938
transportsmauritaniens,Sté des transports mauritaniens,,8,0,1951,1951
culturestropicalesafrique,Cie de cultures tropicales en Afrique,Industries agro-alimentaires,4,0,1940,1953
leblancgerbaud,Leblanc et Gerbaud,,2,0,1951,1951
culturestropicalesafriquecoton,"Compagnie de Cultures tropicales en Afrique, coton, puis sisal",Industries agro-alimentaires,2,0,1945,1945
comptoirrepresent,Comptoir de représent. générale,,1,0,1951,1951
gueyeboubacar,Guèye Boubacar,,1,0,1951,1951
