company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
minesfaleme,minesfalemegambie,Mines de Falémé,Compagnie des Mines de Falémé-Gambie,10,charbonnel-h; charlier-a; de-batz-r; de-la-mazeliere-o; duchesne-fournet-p; lederlin-h; legrand-g; martin-j; roulleaux-dugage-h; watel-p
banquecommercialeafricaine,immobilierefinanciereafricaine,Banque commerciale africaine,Société Immobilière et financière africaine,6,archawski-w; bouvier-r; furiet-c; guillaume-r; lavagne-d-ortigue-j; sellier-p
cheminferdakarsaintlouis,cheminferdakarstlouis,Compagnie du Chemin de fer de Dakar à Saint-Louis,Cie du chemin de fer de Dakar à St-Louis,6,deves-p; guilliot-c; lorieux-l; pouyer-m; roland-gosselin-j; vieuxtemps
commerceafricain,lesieurafrique,Compagnie Française de Commerce africain,Lesieur-Afrique,5,bastin-j; lemaigre-dubreuil-j; lesieur-h; lesieur-p; tascher-c
huileriesrizeriesouestafricaines,silicocalcaireafricaine,Société des Huileries et rizeries ouest-africaines,La Silico-Calcaire africaine,4,fourneau-l; gaudart-r; legrand-r; oudot-l
banquecommercialeafricaine,creditfoncierouestafricain,Banque commerciale africaine,Crédit foncier de l'Ouest-Africain,3,achard-g; bouvier-r; poilay-e
banqueafriqueoccidentale,messageriesafricaines,Banque de l'Afrique occidentale,Messageries africaines,3,decron-c; maurel-j; maurel-l
electricitesenegal,messageriesafricaines,Compagnie d'Électricité du Sénégal,Messageries africaines,3,delmas-p; maurel-l; robert-m
brasseriesouestafricain,hoteliereouestafricainchoa,Société des Brasseries de l'Ouest Africain,Compagnie Hôtelière de l'Ouest Africain CHOA),3,gaston-dreyfus-r; lorfevre-j; orcel-j
creditfoncierafrique,foncierecoteafrique,Crédit foncier de l'Afrique française,Foncière de la Côte d'Afrique,3,castres-saint-martin-g; tanqueray-g; vezin-m
messageriesafricaines,messageriessenegal,Messageries africaines,Messageries du Sénégal,3,delmas-p; durand-reville-l; villars-r
commercialeafricaine,commercialeafricainesuitepascalbuhan,Commerciale Africaine,"Nouvelle Société commerciale africaine, suite de Pascal Buhan et Cie",3,buhan-p; exportation-au-senegal; thube-a
banquecommercialeafricaine,creditfoncierafriqueequatorialebrazzaville,Banque commerciale africaine,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",2,achard-g; poilay-e
creditfoncierafriqueequatorialebrazzaville,creditfoncierouestafricain,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",Crédit foncier de l'Ouest-Africain,2,achard-g; poilay-e
chauxcimentssenegal,fonciereouestafricain,Chaux et ciments du Sénégal,"Compagnie Foncière de l'Ouest-Africain, puis Foncière de l'Afrique",2,froment-guieysse-g; picot-h
chauxcimentssenegal,immobilierethies,Chaux et ciments du Sénégal,"Société Immobilière de Thiès, puis Établissements français de l’Ouest-Africain",2,froment-guieysse-g; picot-h
fonciereouestafricain,immobilierethies,"Compagnie Foncière de l'Ouest-Africain, puis Foncière de l'Afrique","Société Immobilière de Thiès, puis Établissements français de l’Ouest-Africain",2,froment-guieysse-g; picot-h
banqueafriqueoccidentale,electricitesenegal,Banque de l'Afrique occidentale,Compagnie d'Électricité du Sénégal,2,maurel-l; prom-l
banqueafriqueoccidentale,creditfoncierouestafricain,Banque de l'Afrique occidentale,Crédit foncier de l'Ouest-Africain,2,decron-c; nouvion-h
banqueafriqueoccidentale,salinssinesaloum,Banque de l'Afrique occidentale,Salins du Sine Saloum,2,maurel-l; ph-delmas
banqueafriqueoccidentale,chauxcimentssenegal,Banque de l'Afrique occidentale,Chaux et ciments du Sénégal,2,maurel-j; maurel-l
chauxcimentssenegal,messageriesafricaines,Chaux et ciments du Sénégal,Messageries africaines,2,maurel-j; maurel-l
electricitesenegal,salinssinesaloum,Compagnie d'Électricité du Sénégal,Salins du Sine Saloum,2,delmas-p; maurel-l
messageriesafricaines,salinssinesaloum,Messageries africaines,Salins du Sine Saloum,2,delmas-p; maurel-l
creditfoncierouestafricain,minesfaleme,Crédit foncier de l'Ouest-Africain,Mines de Falémé,2,merlin; merlin-m
industrielleafricaine,messageriesafricaines,Compagnie Industrielle Africaine Française,Messageries africaines,2,delmas-p; philippart-f
industrielleafricaine,salinssinesaloum,Compagnie Industrielle Africaine Française,Salins du Sine Saloum,2,delmas-p; mathon-e
manutentionafricaine,salinssinesaloum,Manutention africaine,Salins du Sine Saloum,2,delmas-p; o-quin-p
manutentionafricaine,unionsenegalaiseindustriesmaritimes,Manutention africaine,Union sénégalaise d'industries maritimes,2,delmas-p; delmas-r
messageriessenegal,salinssinesaloum,Messageries du Sénégal,Salins du Sine Saloum,2,delmas-p; moreau-neret-a
minesfaleme,minessenegambie,Mines de Falémé,Compagnie des Mines de Sénégambie,2,duchesne-fournet-p; legrand-g
minesfalemegambie,minessenegambie,Compagnie des Mines de Falémé-Gambie,Compagnie des Mines de Sénégambie,2,duchesne-fournet-p; legrand-g
commercialeportsafricains,messageriesafricaines,Société commerciale des ports africains,Messageries africaines,2,fossorier-r; lemaignen-r
commercialeportsafricains,messageriessenegal,Société commerciale des ports africains,Messageries du Sénégal,2,dugue-p; moreau-neret-a
commercialeportsafricains,commercialeportsafricainsdakarabidjandoualamanutentionconsignationtransitcharbons,Société commerciale des ports africains,"Société Commerciale des Ports africains, Dakar, Abidjan, Douala. Manutention, consignation, transit, charbons…",2,bouffe-g; merville-j
africainesisaloyenbamparrufisque,chauxcimentssenegal,"Compagnie Africaine de Sisal, Oyenbam, par Rufisque",Chaux et ciments du Sénégal,1,froment-guieysse-g
africainesisaloyenbamparrufisque,fonciereouestafricain,"Compagnie Africaine de Sisal, Oyenbam, par Rufisque","Compagnie Foncière de l'Ouest-Africain, puis Foncière de l'Afrique",1,froment-guieysse-g
africainesisaloyenbamparrufisque,immobilierethies,"Compagnie Africaine de Sisal, Oyenbam, par Rufisque","Société Immobilière de Thiès, puis Établissements français de l’Ouest-Africain",1,froment-guieysse-g
banqueafriqueoccidentale,huileriessavonneriesouestafricainsuitealminko,Banque de l'Afrique occidentale,"Huileries et savonneries de l'Ouest-africain, suite d'Alminko",1,rostand-a
banqueafriqueoccidentale,banquesenegal,Banque de l'Afrique occidentale,Banque du Sénégal,1,deves-g
banqueafriqueoccidentale,cheminferdakarsaintlouis,Banque de l'Afrique occidentale,Compagnie du Chemin de fer de Dakar à Saint-Louis,1,deves-g
banquesenegal,cheminferdakarsaintlouis,Banque du Sénégal,Compagnie du Chemin de fer de Dakar à Saint-Louis,1,deves-g
chauxcimentssenegal,electricitesenegal,Chaux et ciments du Sénégal,Compagnie d'Électricité du Sénégal,1,maurel-l
chauxcimentssenegal,salinssinesaloum,Chaux et ciments du Sénégal,Salins du Sine Saloum,1,maurel-l
creditfoncierouestafricain,messageriesafricaines,Crédit foncier de l'Ouest-Africain,Messageries africaines,1,decron-c
banqueafriqueoccidentale,senegalaisevoieseconomiques,Banque de l'Afrique occidentale,Compagnie Sénégalaise de voies économiques,1,chales-p
banquecommercialeafricaine,silicocalcaireafricaine,Banque commerciale africaine,La Silico-Calcaire africaine,1,angoulvant-g
creditfoncierouestafricain,immobilierefinanciereafricaine,Crédit foncier de l'Ouest-Africain,Société Immobilière et financière africaine,1,bouvier-r
colonialechauxcimentsof,travauxafricains,Société coloniale des chaux et ciments de l'A.-O. F,Société Générale de Travaux africains,1,chemin-p
colonialechauxcimentsof,colonialesac,Société coloniale des chaux et ciments de l'A.-O. F,"Société Coloniale du sac, puis Société commerciale et industrielle du sac",1,corty-a
cheminferdakarsaintlouis,messageriesafricaines,Compagnie du Chemin de fer de Dakar à Saint-Louis,Messageries africaines,1,deves-p
cheminferdakarstlouis,messageriesafricaines,Cie du chemin de fer de Dakar à St-Louis,Messageries africaines,1,deves-p
brasseriesouestafricain,messageriessenegal,Société des Brasseries de l'Ouest Africain,Messageries du Sénégal,1,lorfevre-j
hoteliereouestafricainchoa,messageriessenegal,Compagnie Hôtelière de l'Ouest Africain CHOA),Messageries du Sénégal,1,lorfevre-j
colonialeautomobile,etablissementsvincentgoux,Coloniale Automobile,Établissements Vincent Goux,1,potton-a
etablissementsbartheslesieur,senegalaisevoieseconomiques,Établissements Barthès et Lesieur,Compagnie Sénégalaise de voies économiques,1,barthes-j
commerceafricain,etablissementsbartheslesieur,Compagnie Française de Commerce africain,Établissements Barthès et Lesieur,1,lesieur-p
etablissementsbartheslesieur,lesieurafrique,Établissements Barthès et Lesieur,Lesieur-Afrique,1,lesieur-p
commercialeportsafricains,creditfoncierouestafricain,Société commerciale des ports africains,Crédit foncier de l'Ouest-Africain,1,davillier-j
commercialeportsafricains,eauxelectriciteouestafricain,Société commerciale des ports africains,Eaux et électricité de l'Ouest-Africain,1,davillier-j
creditfoncierouestafricain,eauxelectriciteouestafricain,Crédit foncier de l'Ouest-Africain,Eaux et électricité de l'Ouest-Africain,1,davillier-j
creditfoncierafrique,creditfoncierouestafricain,Crédit foncier de l'Afrique française,Crédit foncier de l'Ouest-Africain,1,castres-saint-martin-g
creditfoncierouestafricain,foncierecoteafrique,Crédit foncier de l'Ouest-Africain,Foncière de la Côte d'Afrique,1,castres-saint-martin-g
eauxelectriciteouestafricain,electricitesenegal,Eaux et électricité de l'Ouest-Africain,Compagnie d'Électricité du Sénégal,1,payan-a
commercialeindustrielleoutremer,electricitesenegal,Société Commerciale et Industrielle d’Outre-Mer,Compagnie d'Électricité du Sénégal,1,frere-m
electricitesenegal,industrielleafricaine,Compagnie d'Électricité du Sénégal,Compagnie Industrielle Africaine Française,1,delmas-p
electricitesenegal,manutentionafricaine,Compagnie d'Électricité du Sénégal,Manutention africaine,1,delmas-p
electricitesenegal,messageriessenegal,Compagnie d'Électricité du Sénégal,Messageries du Sénégal,1,delmas-p
electricitesenegal,senegal,Compagnie d'Électricité du Sénégal,Compagnie du Sénégal,1,delmas-p
electricitesenegal,unionsenegalaiseindustriesmaritimes,Compagnie d'Électricité du Sénégal,Union sénégalaise d'industries maritimes,1,delmas-p
industrielleafricaine,manutentionafricaine,Compagnie Industrielle Africaine Française,Manutention africaine,1,delmas-p
industrielleafricaine,messageriessenegal,Compagnie Industrielle Africaine Française,Messageries du Sénégal,1,delmas-p
industrielleafricaine,senegal,Compagnie Industrielle Africaine Française,Compagnie du Sénégal,1,delmas-p
industrielleafricaine,unionsenegalaiseindustriesmaritimes,Compagnie Industrielle Africaine Française,Union sénégalaise d'industries maritimes,1,delmas-p
manutentionafricaine,messageriesafricaines,Manutention africaine,Messageries africaines,1,delmas-p
manutentionafricaine,messageriessenegal,Manutention africaine,Messageries du Sénégal,1,delmas-p
manutentionafricaine,senegal,Manutention africaine,Compagnie du Sénégal,1,delmas-p
messageriesafricaines,senegal,Messageries africaines,Compagnie du Sénégal,1,delmas-p
messageriesafricaines,unionsenegalaiseindustriesmaritimes,Messageries africaines,Union sénégalaise d'industries maritimes,1,delmas-p
messageriessenegal,senegal,Messageries du Sénégal,Compagnie du Sénégal,1,delmas-p
messageriessenegal,unionsenegalaiseindustriesmaritimes,Messageries du Sénégal,Union sénégalaise d'industries maritimes,1,delmas-p
salinssinesaloum,senegal,Salins du Sine Saloum,Compagnie du Sénégal,1,delmas-p
salinssinesaloum,unionsenegalaiseindustriesmaritimes,Salins du Sine Saloum,Union sénégalaise d'industries maritimes,1,delmas-p
senegal,unionsenegalaiseindustriesmaritimes,Compagnie du Sénégal,Union sénégalaise d'industries maritimes,1,delmas-p
minesfaleme,plantationscasamance,Mines de Falémé,Société des Plantations de Casamance,1,renoux-l
messageriesafricaines,plantationscasamance,Messageries africaines,Société des Plantations de Casamance,1,begouen-m
commercialeafricaine,messageriesafricaines,Commerciale Africaine,Messageries africaines,1,thube-a
commercialeafricainesuitepascalbuhan,messageriesafricaines,"Nouvelle Société commerciale africaine, suite de Pascal Buhan et Cie",Messageries africaines,1,thube-a
commercialeportsafricainsdakarabidjandoualamanutentionconsignationtransitcharbons,messageriesafricaines,"Société Commerciale des Ports africains, Dakar, Abidjan, Douala. Manutention, consignation, transit, charbons…",Messageries africaines,1,marceron-m
commercialeportsafricains,salinssinesaloum,Société commerciale des ports africains,Salins du Sine Saloum,1,moreau-neret-a
minessenegambie,salinscapvert,Compagnie des Mines de Sénégambie,Salins du Cap Vert,1,faroux-j
salinssinesaloum,senegalaisecultureslatemengue,Salins du Sine Saloum,Société Sénégalaise de Cultures Late-Mengué,1,clanis-g
