company_key,company_name,attribute,value,year,source_ref,doc_id
creditfoncierafriqueequatorialebrazzaville,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",capital,5.000.000 fr.,1929,"Courrier colonial illustré, 15 septembre 1929",afrique-equatoriale-credit-foncier-aef-7d5b4f
creditfoncierafriqueequatorialebrazzaville,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",head_office,BRAZZAVILLE,1929,"Courrier colonial illustré, 15 septembre 1929",afrique-equatoriale-credit-foncier-aef-7d5b4f
creditfoncierafriqueequatorialebrazzaville,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",founded_date,1928-08-09,1930,"L’Information financière, économique et politique, 29 juin 1930",afrique-equatoriale-credit-foncier-aef-7d5b4f
creditfoncierafriqueequatorialebrazzaville,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",head_office,Brazzaville,1930,"L’Information financière, économique et politique, 29 juin 1930",afrique-equatoriale-credit-foncier-aef-7d5b4f
creditfoncierafriqueequatorialebrazzaville,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",head_office,A.G.E,1933,"Le Journal des débats, 13 septembre 1933",afrique-equatoriale-credit-foncier-aef-7d5b4f
creditfoncierafriqueequatorialebrazzaville,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",head_office,Dakar et la modification de la dénomination sociale en Crédit,1935,"Les Annales coloniales, 2 mars 1935",afrique-equatoriale-credit-foncier-aef-7d5b4f
creditfoncierafriqueequatorialebrazzaville,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",founded_date,1928-08-09,1943,"Le Journal, 27 septembre 1943",afrique-equatoriale-credit-foncier-aef-7d5b4f
creditfoncierafriqueequatorialebrazzaville,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",head_office,"77, avenue William-Ponty, DAKAR (Sénégal)",1943,"Le Journal, 27 septembre 1943",afrique-equatoriale-credit-foncier-aef-7d5b4f
alimentationchanaud,"Société Française d'Alimentation de Chanaud & Cie, puis Coloniale d'alimentation frigorifique",capital,500.000 fr.,1911,"La Cote de la Bourse et de la banque, 25 novembre 1911",afrique-occidentale-abattoir-conserverie-lyndiane-96b76b
alimentationchanaud,"Société Française d'Alimentation de Chanaud & Cie, puis Coloniale d'alimentation frigorifique",head_office,"14, rue de la Préfecture, à Dijon [siège de la Banque Chevignard]. — Conseil : MM. P",1911,"La Cote de la Bourse et de la banque, 25 novembre 1911",afrique-occidentale-abattoir-conserverie-lyndiane-96b76b
alimentationchanaud,"Société Française d'Alimentation de Chanaud & Cie, puis Coloniale d'alimentation frigorifique",capital,2.500.000 fr.,1913,"Cote de la Bourse et de la banque, 10 mai 1913",afrique-occidentale-abattoir-conserverie-lyndiane-96b76b
alimentationchanaud,"Société Française d'Alimentation de Chanaud & Cie, puis Coloniale d'alimentation frigorifique",head_office,"Paris, 56, rue de Provence. Conseil d'administration : MM. P. Bonnet, G",1913,"Cote de la Bourse et de la banque, 10 mai 1913",afrique-occidentale-abattoir-conserverie-lyndiane-96b76b
afriquemateriaux,Afrique-Matériaux,head_office,Casablanca),1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-senegal-b71d8d
atlantique,L'Atlantique,head_office,Casablanca),1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-senegal-b71d8d
fakerfreres,Faker frères,capital,3.000.000 FRANCS,1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-senegal-b71d8d
colonies,Cie générale des colonies,head_office,"Paris, 54, r. La Boétie, 8e)",1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-senegal-b71d8d
senegalaisetransportscommun,Cie sénégalaise de transports en commun,capital,2.750.000 fr.,1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-senegal-b71d8d
senegal,SÉNÉGAL,head_office,Bamako),1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-senegal-b71d8d
transportsmauritaniens,Sté des transports mauritaniens,founded_date,1930-02-01,1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-senegal-b71d8d
africainecreditmobilier,Société Africaine de crédit mobilier,capital,500.000 fr.,,,afrique-occidentale-africaine-credit-mobilier-ca9e5f
africainecreditmobilier,Société Africaine de crédit mobilier,head_office,Paris,,,afrique-occidentale-africaine-credit-mobilier-ca9e5f
africainecreditmobilier,Société Africaine de crédit mobilier,capital,500.000 francs,1912,"La Vie coloniale, 1er avril 1912",afrique-occidentale-africaine-credit-mobilier-ca9e5f
africainecreditmobilier,Société Africaine de crédit mobilier,head_office,"6, rue de Sèze, Paris",1912,"La Vie coloniale, 1er avril 1912",afrique-occidentale-africaine-credit-mobilier-ca9e5f
africainecreditmobilier,Société Africaine de crédit mobilier,capital,500.000 fr.,1912,"Cote de la Bourse et de la banque, 17 juillet 1912",afrique-occidentale-africaine-credit-mobilier-ca9e5f
