doc_id,pdf_url,entry_type,name_normalised,sector,country,region,year_start,year_end,title_raw
afrique-equatoriale-credit-foncier-aef-7d5b4f,https://entreprises-coloniales.fr/afrique-equatoriale/Credit_foncier_AEF.pdf,company,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",Banque,Sénégal,Afrique occidentale francaise,1928,,"Crédit foncier de l'Afrique équatoriale française (1928), Brazzaville, puis Crédit foncier de l'Afrique française (1935), Dakar"
afrique-occidentale-abattoir-conserverie-lyndiane-96b76b,https://entreprises-coloniales.fr/afrique-occidentale/Abattoir+conserverie-Lyndiane.pdf,company,"Société Française d'Alimentation de Chanaud & Cie, puis Coloniale d'alimentation frigorifique",Industries agro-alimentaires,Sénégal,Afrique occidentale francaise,1912,1918,"Française d'Alimentation de Chanaud & Cie (Société), puis Coloniale d'alimentation frigorifique (Société)(1912-1918) : abattoir industriel et conserverie de Lyndiane"
afrique-occidentale-aec-1951-senegal-b71d8d,https://entreprises-coloniales.fr/afrique-occidentale/AEC_1951-Senegal.pdf,company,Annuaire des entreprises coloniales 1951-Sénégal,,Sénégal,Afrique occidentale francaise,,,Annuaire des entreprises coloniales 1951-Sénégal : sociétés locales
afrique-occidentale-africaine-credit-mobilier-ca9e5f,https://entreprises-coloniales.fr/afrique-occidentale/Africaine_Credit_mobilier.pdf,company,Société Africaine de crédit mobilier,Banque,Sénégal,Afrique occidentale francaise,1912,,"Africaine de crédit mobilier (Société)(Chérion, Sabourault et Cie)(1912) : mont-de-piété à Dakar"
afrique-occidentale-africaine-de-sisal-3002bf,https://entreprises-coloniales.fr/afrique-occidentale/Africaine_de_Sisal.pdf,company,"Compagnie Africaine de Sisal, Oyenbam, par Rufisque",Industries agro-alimentaires,Sénégal,Afrique occidentale francaise,,,"Africaine de Sisal (Compagnie), Oyenbam, par Rufisque"
afrique-occidentale-africaine-electricite-1922-1930-8f70e5,https://entreprises-coloniales.fr/afrique-occidentale/Africaine_electricite_1922-1930.pdf,company,"Société Africaine d'électricité, Saint-Louis-du-Sénégal",Industries,Sénégal,Afrique occidentale francaise,1922,1930,"Africaine d'électricité (Société)(1922-1930), Saint-Louis-du-Sénégal"
afrique-occidentale-albaric-afrique-199442,https://entreprises-coloniales.fr/afrique-occidentale/Albaric-Afrique.pdf,company,Albaric-Afrique,Industries,Sénégal,Afrique occidentale francaise,1949,,"Albaric-Afrique (Sarl, 1949), Dakar : travaux publics"
afrique-occidentale-banque-afrique-occidentale-435553,https://entreprises-coloniales.fr/afrique-occidentale/Banque_Afrique_occidentale.pdf,company,Banque de l'Afrique occidentale,Banque,Sénégal,Afrique occidentale francaise,1901,1965,"Banque de l'Afrique occidentale (BAO)(1901-1965), Dakar : privilège d'émission en AOF et AEF"
afrique-occidentale-banque-du-senegal-41db0b,https://entreprises-coloniales.fr/afrique-occidentale/Banque_du_Senegal.pdf,company,Banque du Sénégal,Banque,Sénégal,Afrique occidentale francaise,1853,1901,"Banque du Sénégal (1853-1901), Saint-Louis"
afrique-occidentale-barthes-et-guiraud-faa372,https://entreprises-coloniales.fr/afrique-occidentale/Barthes_et_Guiraud.pdf,company,Barthès et Guiraud,Commerce,Sénégal,Afrique occidentale francaise,,,"Barthès et Guiraud (SNC, 1901), Rufisque"
afrique-occidentale-bca-1924-1963-b31da7,https://entreprises-coloniales.fr/afrique-occidentale/BCA_1924-1963.pdf,company,Banque commerciale africaine,Banque,Sénégal,Afrique occidentale francaise,1924,1963,Banque commerciale africaine (1924-1963)
afrique-occidentale-cabotage-vapeur-senegal-f3b792,https://entreprises-coloniales.fr/afrique-occidentale/Cabotage_vapeur_Senegal.pdf,company,Société française de Cabotage à vapeur du Sénégal et des Rivières du Sud,Transports,Sénégal,Afrique occidentale francaise,1891,1895,Cabotage à vapeur du Sénégal et des Rivières du Sud (Société française de)(1891-1895)
afrique-occidentale-caoutchoucs-de-casamance-2a719b,https://entreprises-coloniales.fr/afrique-occidentale/Caoutchoucs_de_Casamance.pdf,company,Compagnie des Caoutchoucs de Casamance,Industries,Sénégal,Afrique occidentale francaise,1898,1904,Caoutchoucs de Casamance (Compagnie des)(1898-1904)
afrique-occidentale-charbonnages-de-dakar-1b087a,https://entreprises-coloniales.fr/afrique-occidentale/Charbonnages_de_Dakar.pdf,company,Compagnie française des Charbonnages de Dakar,Transports,Sénégal,Afrique occidentale francaise,1898,,"Charbonnages de Dakar (Compagnie française des)(S.A., 1898)"
afrique-occidentale-chaux-ciments-a-o-f-735df9,https://entreprises-coloniales.fr/afrique-occidentale/Chaux_ciments_A.-O.F.pdf,company,Société coloniale — puis commerciale — des Chaux et ciments de l'A.-O.F.,Industries,Sénégal,Afrique occidentale francaise,,,Chaux et ciments de l'A.-O.F. (Société coloniale — puis commerciale — des)(SOCOCIM)
afrique-occidentale-chaux-ciments-senegal-00bdca,https://entreprises-coloniales.fr/afrique-occidentale/Chaux_ciments_Senegal.pdf,company,Chaux et ciments du Sénégal,Industries,Sénégal,Afrique occidentale francaise,1928,1934,Chaux et ciments du Sénégal (1928-1934)
afrique-occidentale-chavanel-1879-1966-0989ae,https://entreprises-coloniales.fr/afrique-occidentale/Chavanel_1879-1966.pdf,company,Chavanel et Cie,Commerce,Sénégal,Afrique occidentale francaise,1879,1966,Chavanel et Cie (1879-1966)
afrique-occidentale-chfer-dakar-saint-louis-4be6bc,https://entreprises-coloniales.fr/afrique-occidentale/Chfer_Dakar-Saint-Louis.pdf,company,Compagnie du Chemin de fer de Dakar à Saint-Louis,Transports,Sénégal,Afrique occidentale francaise,1883,1933,Chemin de fer de Dakar à Saint-Louis (Compagnie du)(1883-1933) : 264 km
afrique-occidentale-chfer-thies-niger-50b513,https://entreprises-coloniales.fr/afrique-occidentale/Chfer_Thies-Niger.pdf,company,Chemin de fer Thiès-Niger,Transports,Sénégal,Afrique occidentale francaise,,,Chemin de fer Thiès-Niger : 1.291 km
afrique-occidentale-choa-8712d6,https://entreprises-coloniales.fr/afrique-occidentale/CHOA.pdf,company,Compagnie Hôtelière de l'Ouest Africain CHOA),Commerce,Sénégal,Afrique occidentale francaise,1929,,"Hôtelière de l'Ouest Africain (Compagnie)CHOA)(S.A., 1929), Dakar : café Protêt, hôtels Métropole, du Palais et Colbert"
afrique-occidentale-cie-coloniale-fr-africaine-231a98,https://entreprises-coloniales.fr/afrique-occidentale/Cie_coloniale_fr.-africaine.pdf,company,Compagnie Coloniale Franco-Africaine,Commerce,Sénégal,Afrique occidentale francaise,1894,1898,Coloniale Franco-Africaine (Compagnie)(1894-1898) : concessionnaire du Rio-Compony (Guinée)
afrique-occidentale-cie-fonciere-de-l-afrique-6e4646,https://entreprises-coloniales.fr/afrique-occidentale/Cie_fonciere_de_l_Afrique.pdf,company,"Compagnie Foncière de l'Ouest-Africain, puis Foncière de l'Afrique",Foncier et immobilier,Sénégal,Afrique occidentale francaise,,,"Foncière de l'Ouest-Africain, puis Foncière de l'Afrique (Compagnie)"
afrique-occidentale-coloniale-automobile-dakar-42de7e,https://entreprises-coloniales.fr/afrique-occidentale/Coloniale_Automobile-Dakar.pdf,company,Coloniale Automobile,Transports,Sénégal,Afrique occidentale francaise,1932,,"Coloniale Automobile (S.A., 1932), Dakar"
afrique-occidentale-commerce-africain-9433b9,https://entreprises-coloniales.fr/afrique-occidentale/Commerce_africain.pdf,company,Le Commerce africain,Commerce,Sénégal,Afrique occidentale francaise,1921,1966,Commerce africain (Le)(Anc. Éts Barthès & Lesieur)(1921-1966)
afrique-occidentale-commerciale-agricole-casamance-b3b575,https://entreprises-coloniales.fr/afrique-occidentale/Commerciale_Agricole_Casamance.pdf,company,Compagnie des Commerciale et Agricole de la Casamance,Industries,Sénégal,Afrique occidentale francaise,1890,1898,Commerciale et Agricole de la Casamance (Compagnie des)(1890-1898)
afrique-occidentale-compagnie-du-senegal-1925-3a2024,https://entreprises-coloniales.fr/afrique-occidentale/Compagnie_du_Senegal-1925.pdf,company,Compagnie du Sénégal,Industries agro-alimentaires,Sénégal,Afrique occidentale francaise,1925,,"Compagnie du Sénégal (1925), Marseille, Ziguinchor"
afrique-occidentale-comptoirs-senegalais-a4efc9,https://entreprises-coloniales.fr/afrique-occidentale/Comptoirs_senegalais.pdf,company,Comptoirs sénégalais,Commerce,Sénégal,Afrique occidentale francaise,1924,1930,"Comptoirs sénégalais (1924-1930), Dakar"
afrique-occidentale-cred-fonc-ouest-afr-0dfe37,https://entreprises-coloniales.fr/afrique-occidentale/Cred._fonc._Ouest-Afr.pdf,company,Crédit foncier de l'Ouest-Africain,Banque,Sénégal,Afrique occidentale francaise,1928,,"Crédit foncier de l'Ouest-Africain (1928), Dakar"
afrique-occidentale-credit-foncier-afrique-88e1dd,https://entreprises-coloniales.fr/afrique-occidentale/Credit_foncier_Afrique.pdf,company,"groupe Bouilloux-Lafont Crédit foncier du Sénégal, puis Crédit foncier d'Afrique",Banque,Sénégal,Afrique occidentale francaise,1923,,"Crédit foncier du Sénégal (1923), puis Crédit foncier d'Afrique (1929)(groupe Bouilloux-Lafont)"
afrique-occidentale-cultures-tropicales-afrique-75bffc,https://entreprises-coloniales.fr/afrique-occidentale/Cultures_tropicales_Afrique.pdf,company,"Compagnie de Cultures tropicales en Afrique, coton, puis sisal",Industries agro-alimentaires,Sénégal,Afrique occidentale francaise,1925,,"Cultures tropicales en Afrique (Compagnie de)(CCTA)(S.A., 1925), coton, puis sisal"
afrique-occidentale-eeoa-e18c51,https://entreprises-coloniales.fr/afrique-occidentale/EEOA.pdf,company,Eaux et électricité de l'Ouest-Africain,Industries,Sénégal,Afrique occidentale francaise,1929,,Eaux et électricité de l'Ouest-Africain (EEOA)(1929- )
afrique-occidentale-elec-indus-du-baol-41c194,https://entreprises-coloniales.fr/afrique-occidentale/Elec&indus_du_Baol.pdf,company,"Société Électrique et Industrielle du Baol, Diourbel",Industries agro-alimentaires,Sénégal,Afrique occidentale francaise,,,"Électrique et Industrielle du Baol (Société), Diourbel : électricité, huilerie"
afrique-occidentale-electricite-senegal-1910-1930-ba5b32,https://entreprises-coloniales.fr/afrique-occidentale/Electricite_Senegal_1910-1930.pdf,company,Compagnie d'Électricité du Sénégal,Industries,Sénégal,Afrique occidentale francaise,1910,1930,"Électricité du Sénégal (Compagnie d')(1910-1930), Dakar"
afrique-occidentale-etablissements-salagna-e30b39,https://entreprises-coloniales.fr/afrique-occidentale/Etablissements_Salagna.pdf,company,Établissements Salagna,Commerce,Sénégal,Afrique occidentale francaise,1909,1922,"Salagna (Établissements)(1909-1922), Bordeaux : Casamance, Côte-d'Ivoire, Guinées"
afrique-occidentale-faidherbe-1818-1889-0ac829,https://entreprises-coloniales.fr/afrique-occidentale/Faidherbe_1818-1889.pdf,person,"Faidherbe, polytechnicien, gouverneur du Sénégal, par Jacques Bobée et Alain Léger",,Sénégal,Afrique occidentale francaise,,,"Faidherbe (Léon)(1818-1889), polytechnicien, gouverneur du Sénégal (1854-1861, 1863-1865), par Jacques Bobée et Alain Léger (312 p.)"
afrique-occidentale-faleme-gambie-e989de,https://entreprises-coloniales.fr/afrique-occidentale/Faleme-Gambie.pdf,company,Compagnie des Mines de Falémé-Gambie,Mines,Sénégal,Afrique occidentale francaise,1911,1953,Mines de Falémé-Gambie (Compagnie des)(1911-1953) : or
afrique-occidentale-faleme-golden-valley-b01522,https://entreprises-coloniales.fr/afrique-occidentale/Faleme_Golden_Valley.pdf,company,Faleme Golden Valley,Mines,Sénégal,Afrique occidentale francaise,1896,,Faleme Golden Valley (Vallée d'or de la Falémé)(1896) : or
afrique-occidentale-flers-exportation-senegal-f23851,https://entreprises-coloniales.fr/afrique-occidentale/Flers-Exportation-Senegal.pdf,company,"Flers-Exportation, Sénégal",Commerce,Sénégal,Afrique occidentale francaise,,,"Flers-Exportation, Sénégal"
afrique-occidentale-fonciere-cote-afrique-4cc4eb,https://entreprises-coloniales.fr/afrique-occidentale/Fonciere_Cote_Afrique.pdf,company,Foncière de la Côte d'Afrique,Foncier et immobilier,Sénégal,Afrique occidentale francaise,1929,,"Foncière de la Côte d'Afrique (1929), Dakar"
afrique-occidentale-franco-belge-du-senegal-3ce3f9,https://entreprises-coloniales.fr/afrique-occidentale/Franco-Belge_du_Senegal.pdf,company,Société Franco-Belge du Sénégal et du Niger,Commerce,Sénégal,Afrique occidentale francaise,1926,1928,"Franco-Belge du Sénégal et du Niger (Société)(1926-1928), Dakar : import-export"
afrique-occidentale-grande-imprimerie-africaine-ffd8ad,https://entreprises-coloniales.fr/afrique-occidentale/Grande_Imprimerie_africaine.pdf,company,Grande Imprimerie africaine,Industries,Sénégal,Afrique occidentale francaise,1917,,"Grande Imprimerie africaine (S.A., 1917), Dakar"
afrique-occidentale-guieysse-1899-1986-cccb96,https://entreprises-coloniales.fr/afrique-occidentale/Guieysse_1899-1986.pdf,person,"Guieysse, administrateur de sociétés",,Sénégal,Afrique occidentale francaise,,,"Guieysse (Pierre)(1899-1986), administrateur de sociétés"
afrique-occidentale-hsoa-dakar-3ad0fb,https://entreprises-coloniales.fr/afrique-occidentale/HSOA_Dakar.pdf,company,"Huileries et savonneries de l'Ouest-africain, suite d'Alminko",Industries agro-alimentaires,Sénégal,Afrique occidentale francaise,1941,1959,"Huileries et savonneries de l'Ouest-africain (HSOA)(1941-1959), suite d'Alminko (1930), Dakar"
afrique-occidentale-huileries-rizeries-ouest-afr-234437,https://entreprises-coloniales.fr/afrique-occidentale/Huileries+rizeries_ouest-afr.pdf,company,Société des Huileries et rizeries ouest-africaines,Industries agro-alimentaires,Sénégal,Afrique occidentale francaise,,,Huileries et rizeries ouest-africaines (Société des)(SHROA)
afrique-occidentale-industrielle-de-ceramiques-dakar-0cff66,https://entreprises-coloniales.fr/afrique-occidentale/Industrielle_de_Ceramiques-Dakar.pdf,company,Société Industrielle de Céramiques,Industries,Sénégal,Afrique occidentale francaise,1949,,"Industrielle de Céramiques (Société)(Sarl, 1949), Dakar : tuilerie-briqueterie"
afrique-occidentale-institut-pasteur-dakar-9daae7,https://entreprises-coloniales.fr/afrique-occidentale/Institut_Pasteur-Dakar.pdf,company,Institut Pasteur,Santé,Sénégal,Afrique occidentale francaise,,,"Institut Pasteur, Saint-Louis, puis Dakar"
afrique-occidentale-intercoloniale-africaine-699b8f,https://entreprises-coloniales.fr/afrique-occidentale/Intercoloniale_Africaine.pdf,company,"Éts Alphonse Lecomte, Cie intercoloniale africaine",Commerce,Sénégal,Afrique occidentale francaise,,,"Lecomte (Éts Alphonse), Cie intercoloniale africaine : Sénégal, Soudan français, Togo"
afrique-occidentale-jobel-dakar-5a89b1,https://entreprises-coloniales.fr/afrique-occidentale/Jobel-Dakar.pdf,company,Jobel,Commerce,Sénégal,Afrique occidentale francaise,1949,,"Jobel (1949), Dakar : import-export"
afrique-occidentale-l-ilmenite-c9939e,https://entreprises-coloniales.fr/afrique-occidentale/L_Ilmenite.pdf,company,"L'Ilmènite, Diogué",Mines,Sénégal,Afrique occidentale francaise,1927,,"Ilmènite (L')(S.A., 1927), Diogué (Casamance)"
