company_id,name,sectors,n_ties,n_directors,first_year,last_year
colonialeilesbanks,Compagnie Coloniale des îles Banks,Entreprises diverses,36,22,1928,1953
nouvelleshebrides,Société française des Nouvelles-Hébrides,Entreprises diverses,14,14,1922,1959
comptoirsnouvelleshebrides,Comptoirs français des Nouvelles-Hébrides,Entreprises diverses,17,13,1924,1937
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,Entreprises diverses,19,12,1926,1926
nouvelleshebridesgeneralitesnouvelleshebrides,Société Française des Nouvelles-Hébrides . — Généralités sur les Nouvelles-Hébrides,Entreprises diverses,12,12,1901,1911
colonialevate,Compagnie Coloniale de Vaté,Entreprises diverses,12,11,1927,1927
cotonnierenouvelleshebrides,"Compagnie Cotonnière des Nouvelles-Hébrides, puis Plantations réunies des Nouvelles-Hébrides",Entreprises diverses,19,10,1925,1951
colonialeetablissementsnhagen,Compagnie coloniale des Établissements N. Hagen,Entreprises diverses,14,10,1927,1927
francohebridaise,Compagnie Générale Franco-hébridaise,Entreprises diverses,9,9,1927,1927
ilespacifique,Société Française des îles du Pacifique,Entreprises diverses,12,8,1930,1930
soufrieresvanualavailesbanks,"Société française des Soufrières de Vanua-Lava, îles Banks",Entreprises diverses,6,6,,
caledoniennenouvelleshebrides,Compagnie Calédonienne des Nouvelles-Hébrides,Entreprises diverses,1,1,1882,1882
