company_key,company_name,attribute,value,year,source_ref,doc_id
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,capital,16.000.000 francs,,,pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,head_office,Paris,,,pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,head_office,"est à Paris, 11 bis, rue Scribe",1926,"La Journée industrielle, 17 juillet 1926",pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,head_office,"établi à Paris, 11 bis, rue Scribe",1926,"La Journée industrielle, 27 juillet 1926",pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,head_office,"à Paris, 11 bis",1926,"La Cote de la Bourse et de la banque, 29 juillet 1926",pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,head_office,au conseil. La,1927,"Les Documents politiques, juin 1927",pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,capital,16.000.000 francs,1927,"Le Journal des débats, 11 août 1927",pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,head_office,Paris,1927,"Le Journal des débats, 11 août 1927",pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,founded_date,1926-07-09,1927,"Les Annales coloniales, 27 octobre 1927",pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,capital,18.057.000 francs,1927,"Les Annales coloniales, 27 octobre 1927",pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,head_office,"20, rue Laffitte, à Paris, et chez tous les établissements de crédit, banques et",1927,"Les Annales coloniales, 27 octobre 1927",pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,capital,18.057.000 fr.,1927,"Archives commerciales de la France, 15 novembre 1927",pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,founded_date,1926-07-07,1928,"La Journée industrielle, 16 mai 1928",pacifique-agric-min-nvl-hebrides-b2c887
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,capital,16.000.000 francs,1928,"La Journée industrielle, 16 mai 1928",pacifique-agric-min-nvl-hebrides-b2c887
caledoniennenouvelleshebrides,Compagnie Calédonienne des Nouvelles-Hébrides,head_office,de la Société Le Nickel,1882,"Le Progrès de la Nouvelle-Calédonie, 17 septembre 1882",pacifique-caledonienne-nvl-hebrides-b16cf5
caledoniennenouvelleshebrides,Compagnie Calédonienne des Nouvelles-Hébrides,capital,500.000 fr.,1882,"Le Progrès de la Nouvelle-Calédonie, 26 novembre 1882",pacifique-caledonienne-nvl-hebrides-b16cf5
caledoniennenouvelleshebrides,Compagnie Calédonienne des Nouvelles-Hébrides,capital,500.000 francs,1883,"Le Nouvelliste, Nouméa, 4 août 1883",pacifique-caledonienne-nvl-hebrides-b16cf5
caledoniennenouvelleshebrides,Compagnie Calédonienne des Nouvelles-Hébrides,capital,500.000 francs,1883,"La Gironde, 6 octobre 1883",pacifique-caledonienne-nvl-hebrides-b16cf5
caledoniennenouvelleshebrides,Compagnie Calédonienne des Nouvelles-Hébrides,head_office,le dix septembre mil huit cent quatre-vingt-,1884,"La Gironde, 4 janvier 1884",pacifique-caledonienne-nvl-hebrides-b16cf5
caledoniennenouvelleshebrides,Compagnie Calédonienne des Nouvelles-Hébrides,capital,500.000 francs,1883,"Le Nouvelliste, Nouméa, 29 septembre 1883",pacifique-caledonienne-nvl-hebrides-b16cf5
caledoniennenouvelleshebrides,Compagnie Calédonienne des Nouvelles-Hébrides,capital,500.000 fr.,1883,"La Gironde, 3 décembre 1883",pacifique-caledonienne-nvl-hebrides-b16cf5
caledoniennenouvelleshebrides,Compagnie Calédonienne des Nouvelles-Hébrides,head_office,est à Paris. Nous espérons,1885,"La Gironde, 14 avril 1885",pacifique-caledonienne-nvl-hebrides-b16cf5
caledoniennenouvelleshebrides,Compagnie Calédonienne des Nouvelles-Hébrides,head_office,dans l’archipel de la Compagnie calédonienne,1886,"La Gironde, 29 juillet 1886",pacifique-caledonienne-nvl-hebrides-b16cf5
caledoniennenouvelleshebrides,Compagnie Calédonienne des Nouvelles-Hébrides,head_office,est à Paris,1886,"La Gironde, 24 août 1886",pacifique-caledonienne-nvl-hebrides-b16cf5
