company_id_1,company_id_2,period,weight,shared_directors
agricoleminierenouvelleshebrides,colonialevate,1914_1929,4,aupied-c; girot-h; luc-a; revel-c
agricoleminierenouvelleshebrides,francohebridaise,1914_1929,4,girot-h; gouin-a; luc-a; revel-c
colonialevate,francohebridaise,1914_1929,4,girot-h; luc-a; miniere-des-nouvelles-hebrides; revel-c
colonialeetablissementsnhagen,colonialevate,1914_1929,4,aupied-c; luc-a; miniere-des-nouvelles-hebrides; picanon-e
agricoleminierenouvelleshebrides,colonialeilesbanks,1914_1929,3,aupied-c; renault-a; vereecken-h
colonialeetablissementsnhagen,francohebridaise,1914_1929,3,joyer-a; luc-a; miniere-des-nouvelles-hebrides
colonialeetablissementsnhagen,colonialeilesbanks,1914_1929,3,aupied-c; hagen-n; joyer-a
agricoleminierenouvelleshebrides,colonialeetablissementsnhagen,1914_1929,2,aupied-c; luc-a
agricoleminierenouvelleshebrides,cotonnierenouvelleshebrides,1914_1929,1,revel-c
colonialevate,cotonnierenouvelleshebrides,1914_1929,1,revel-c
cotonnierenouvelleshebrides,francohebridaise,1914_1929,1,revel-c
colonialeilesbanks,colonialevate,1914_1929,1,aupied-c
colonialeilesbanks,francohebridaise,1914_1929,1,joyer-a
comptoirsnouvelleshebrides,ilespacifique,1930_1944,3,jeannin-p; loste-h; milliard-h
cotonnierenouvelleshebrides,ilespacifique,1930_1944,1,francais-des-nouvelles-hebrides-c
